date,geography,geography code,Marital and civil partnership status: Divorced or civil partnership dissolved,Marital and civil partnership status: Divorced or civil partnership dissolved: Divorced,Marital and civil partnership status: Divorced or civil partnership dissolved: Formerly in a civil partnership now legally dissolved,Marital and civil partnership status: Married or in a registered civil partnership,Marital and civil partnership status: Married or in a registered civil partnership: In a registered civil partnership,Marital and civil partnership status: Married or in a registered civil partnership: In a registered civil partnership: Opposite sex,Marital and civil partnership status: Married or in a registered civil partnership: In a registered civil partnership: Same sex,Marital and civil partnership status: Married or in a registered civil partnership: Married,Marital and civil partnership status: Married or in a registered civil partnership: Married: Opposite sex,Marital and civil partnership status: Married or in a registered civil partnership: Married: Same sex,Marital and civil partnership status: Never married and never registered a civil partnership,"Marital and civil partnership status: Separated, but still legally married or still legally in a civil partnership","Marital and civil partnership status: Separated, but still legally married or still legally in a civil partnership: Separated, but still in a registered civil partnership","Marital and civil partnership status: Separated, but still legally married or still legally in a civil partnership: Separated, but still married",Marital and civil partnership status: Total: All usual residents aged 16 and over,Marital and civil partnership status: Widowed or surviving civil partnership partner,Marital and civil partnership status: Widowed or surviving civil partnership partner: Surviving partner from civil partnership,Marital and civil partnership status: Widowed or surviving civil partnership partner: Widowed
2021,Barnet 016A,E01000256,118,118,0,811,0,0,0,811,811,0,439,30,0,30,1457,59,0,59
2021,Barnet 017B,E01000257,166,164,2,608,3,0,3,605,603,2,743,36,1,35,1660,107,0,107
2021,Barnet 016B,E01000258,118,117,1,844,4,0,4,840,838,2,485,30,3,27,1563,86,0,86
2021,Barnet 025D,E01000259,160,158,2,1068,3,1,2,1065,1058,7,709,51,0,51,2092,104,0,104
2021,Barnet 025E,E01000260,132,132,0,800,6,2,4,794,794,0,647,58,1,57,1700,63,0,63
2021,Barnet 017C,E01000261,138,137,1,722,6,2,4,716,714,2,477,19,0,19,1450,94,0,94
2021,Barnet 016C,E01000263,47,47,0,764,3,0,3,761,761,0,296,12,0,12,1177,58,0,58
2021,Barnet 016D,E01000264,107,107,0,728,2,2,0,726,723,3,514,45,0,45,1460,66,0,66
2021,Barnet 011A,E01000265,117,117,0,695,0,0,0,695,689,6,593,30,0,30,1502,67,0,67
2021,Barnet 011B,E01000266,59,59,0,733,2,0,2,731,731,0,313,16,0,16,1175,54,0,54
2021,Barnet 005A,E01000267,92,92,0,660,0,0,0,660,660,0,411,21,0,21,1255,71,0,71
2021,Barnet 005B,E01000268,141,141,0,669,2,2,0,667,666,1,740,42,0,42,1648,56,0,56
2021,Barnet 005C,E01000269,86,86,0,601,4,0,4,597,593,4,353,25,0,25,1138,73,0,73
2021,Barnet 005D,E01000270,104,104,0,640,4,0,4,636,636,0,430,17,1,16,1263,72,0,72
2021,Barnet 008A,E01000271,83,83,0,754,3,3,0,751,751,0,426,10,0,10,1361,88,0,88
2021,Barnet 008B,E01000272,63,63,0,727,0,0,0,727,723,4,301,15,0,15,1189,83,0,83
2021,Barnet 008C,E01000273,145,145,0,605,4,4,0,601,599,2,521,28,0,28,1410,111,0,111
2021,Barnet 011C,E01000274,121,121,0,677,1,0,1,676,672,4,632,28,0,28,1529,71,0,71
2021,Barnet 012A,E01000275,100,100,0,718,6,2,4,712,706,6,495,17,0,17,1439,109,0,109
2021,Barnet 020A,E01000276,36,36,0,787,0,0,0,787,785,2,252,20,0,20,1147,52,0,52
2021,Barnet 012B,E01000277,134,134,0,578,3,0,3,575,573,2,550,43,0,43,1407,102,0,102
2021,Barnet 020B,E01000278,53,53,0,744,2,0,2,742,739,3,244,17,0,17,1110,52,0,52
2021,Barnet 007C,E01000279,47,47,0,735,0,0,0,735,735,0,284,21,0,21,1149,62,0,62
2021,Barnet 007D,E01000280,69,69,0,724,1,0,1,723,723,0,249,16,0,16,1114,56,0,56
2021,Barnet 008D,E01000281,115,114,1,659,4,0,4,655,653,2,528,26,0,26,1395,67,0,67
2021,Barnet 008E,E01000282,93,93,0,783,0,0,0,783,779,4,476,27,0,27,1453,74,0,74
2021,Barnet 012C,E01000283,40,40,0,717,2,2,0,715,715,0,256,15,0,15,1086,58,0,58
2021,Barnet 012D,E01000284,131,131,0,657,0,0,0,657,656,1,609,31,1,30,1501,73,0,73
2021,Barnet 004A,E01000285,106,106,0,579,4,2,2,575,573,2,426,28,0,28,1200,61,0,61
2021,Barnet 007E,E01000286,130,130,0,560,4,2,2,556,554,2,543,39,0,39,1373,101,0,101
2021,Barnet 004B,E01000287,123,123,0,507,4,2,2,503,503,0,562,33,0,33,1300,75,0,75
2021,Barnet 004C,E01000288,75,75,0,624,2,0,2,622,622,0,452,20,0,20,1253,82,0,82
2021,Barnet 004D,E01000289,119,119,0,453,0,0,0,453,452,1,559,44,0,44,1241,66,0,66
2021,Barnet 007F,E01000290,125,124,1,683,5,1,4,678,674,4,422,33,0,33,1352,89,0,89
2021,Barnet 004E,E01000291,103,103,0,481,2,2,0,479,479,0,554,44,0,44,1238,56,0,56
2021,Barnet 001E,E01000292,110,110,0,624,0,0,0,624,621,3,421,24,0,24,1274,95,0,95
2021,Barnet 001F,E01000293,102,102,0,762,4,0,4,758,755,3,503,26,2,24,1467,74,0,74
2021,Barnet 004F,E01000294,112,112,0,770,12,4,8,758,757,1,478,33,1,32,1490,97,0,97
2021,Barnet 023B,E01000295,66,65,1,649,8,2,6,641,626,15,544,22,0,22,1340,59,1,58
2021,Barnet 023C,E01000296,141,140,1,610,0,0,0,610,607,3,639,30,0,30,1465,45,0,45
2021,Barnet 027D,E01000297,67,66,1,541,4,0,4,537,534,3,486,18,0,18,1162,50,0,50
2021,Barnet 023D,E01000298,116,116,0,656,6,0,6,650,644,6,552,25,0,25,1398,49,0,49
2021,Barnet 019A,E01000299,167,164,3,756,8,4,4,748,744,4,722,37,1,36,1788,106,0,106
2021,Barnet 019B,E01000300,125,125,0,615,3,0,3,612,604,8,507,28,0,28,1325,50,0,50
2021,Barnet 020C,E01000301,67,67,0,669,5,2,3,664,660,4,347,18,0,18,1163,62,0,62
2021,Barnet 019C,E01000302,147,147,0,590,5,2,3,585,585,0,662,22,0,22,1476,55,0,55
2021,Barnet 020D,E01000303,84,84,0,665,4,0,4,661,656,5,351,21,0,21,1183,62,0,62
2021,Barnet 020E,E01000304,101,101,0,527,6,2,4,521,514,7,589,28,0,28,1289,44,0,44
2021,Barnet 036B,E01000305,106,106,0,581,2,0,2,579,577,2,594,39,0,39,1379,59,0,59
2021,Barnet 036C,E01000306,97,96,1,793,3,3,0,790,790,0,687,25,0,25,1678,76,0,76
2021,Barnet 039D,E01000307,81,81,0,605,4,4,0,601,598,3,536,35,0,35,1323,66,0,66
2021,Barnet 036D,E01000308,134,133,1,694,4,0,4,690,669,21,838,45,0,45,1763,52,0,52
2021,Barnet 031D,E01000309,126,126,0,741,0,0,0,741,740,1,691,29,0,29,1651,64,0,64
2021,Barnet 034C,E01000310,125,125,0,739,2,0,2,737,737,0,780,49,0,49,1815,122,0,122
2021,Barnet 034D,E01000311,49,49,0,702,2,2,0,700,700,0,385,17,0,17,1204,51,0,51
2021,Barnet 036E,E01000312,100,100,0,686,2,0,2,684,679,5,582,35,0,35,1453,50,1,49
2021,Barnet 036F,E01000313,132,131,1,690,11,6,5,679,677,2,627,57,1,56,1559,53,1,52
2021,Barnet 032F,E01000314,97,97,0,843,2,0,2,841,834,7,791,28,0,28,1825,66,0,66
2021,Barnet 022F,E01000315,121,121,0,531,0,0,0,531,531,0,629,48,0,48,1393,64,0,64
2021,Barnet 027E,E01000316,128,128,0,802,4,0,4,798,793,5,758,47,0,47,1808,73,0,73
2021,Barnet 019D,E01000317,105,105,0,573,0,0,0,573,568,5,504,28,0,28,1267,57,0,57
2021,Barnet 019E,E01000318,95,95,0,782,4,3,1,778,774,4,562,22,0,22,1556,95,0,95
2021,Barnet 027F,E01000319,68,68,0,614,4,3,1,610,610,0,355,10,0,10,1095,48,0,48
2021,Barnet 011D,E01000320,126,126,0,774,1,0,1,773,769,4,599,34,0,34,1613,80,1,79
2021,Barnet 012E,E01000321,169,169,0,669,26,24,2,643,642,1,696,44,0,44,1650,72,1,71
2021,Barnet 011E,E01000322,123,123,0,631,6,3,3,625,625,0,566,47,0,47,1460,93,0,93
2021,Barnet 019F,E01000323,155,155,0,788,1,0,1,787,783,4,910,32,0,32,1995,110,0,110
2021,Barnet 015F,E01000324,98,97,1,707,0,0,0,707,703,4,547,28,0,28,1449,69,0,69
2021,Bexley 014A,E01000325,74,74,0,754,0,0,0,754,753,1,423,25,0,25,1346,70,0,70
2021,Bexley 014B,E01000326,89,89,0,486,2,0,2,484,483,1,425,21,0,21,1063,42,0,42
2021,Bexley 017A,E01000327,98,98,0,750,0,0,0,750,748,2,338,21,1,20,1313,106,0,106
2021,Bexley 017B,E01000328,105,105,0,700,0,0,0,700,696,4,379,20,0,20,1313,109,0,109
2021,Bexley 017C,E01000329,83,83,0,626,3,0,3,623,620,3,497,35,0,35,1322,81,0,81
2021,Bexley 017D,E01000330,147,146,1,548,1,0,1,547,543,4,497,46,0,46,1371,133,0,133
2021,Bexley 017E,E01000331,123,123,0,556,0,0,0,556,555,1,536,21,0,21,1294,58,0,58
2021,Bexley 005A,E01000332,117,116,1,596,0,0,0,596,591,5,459,34,0,34,1318,112,0,112
2021,Bexley 003A,E01000333,174,174,0,553,9,8,1,544,542,2,644,45,0,45,1503,87,0,87
2021,Bexley 006A,E01000334,119,118,1,628,0,0,0,628,628,0,462,25,0,25,1321,87,0,87
2021,Bexley 003B,E01000335,199,199,0,810,8,2,6,802,797,5,980,61,0,61,2119,69,0,69
2021,Bexley 003C,E01000336,150,149,1,465,0,0,0,465,459,6,736,58,0,58,1487,78,0,78
2021,Bexley 003D,E01000337,115,115,0,538,6,6,0,532,532,0,586,42,0,42,1327,46,1,45
2021,Bexley 003E,E01000338,111,111,0,641,4,2,2,637,633,4,599,54,2,52,1469,64,0,64
2021,Bexley 025A,E01000339,96,96,0,626,3,1,2,623,621,2,470,20,0,20,1289,77,0,77
2021,Bexley 018A,E01000340,107,107,0,632,4,0,4,628,628,0,419,30,0,30,1272,84,0,84
2021,Bexley 022A,E01000341,102,102,0,633,2,0,2,631,629,2,428,30,0,30,1284,91,0,91
2021,Bexley 022B,E01000342,114,114,0,542,1,0,1,541,537,4,486,23,0,23,1240,75,0,75
2021,Bexley 022C,E01000343,81,81,0,613,2,0,2,611,610,1,421,18,0,18,1204,71,0,71
2021,Bexley 025B,E01000344,83,83,0,643,2,2,0,641,639,2,449,34,0,34,1296,87,0,87
2021,Bexley 022D,E01000345,81,81,0,588,4,0,4,584,584,0,353,17,0,17,1092,53,0,53
2021,Bexley 021A,E01000346,86,86,0,625,2,2,0,623,619,4,471,24,0,24,1280,74,0,74
2021,Bexley 021B,E01000347,105,104,1,550,0,0,0,550,544,6,467,22,0,22,1227,83,0,83
2021,Bexley 020A,E01000348,55,55,0,730,0,0,0,730,729,1,363,17,0,17,1224,59,0,59
2021,Bexley 020B,E01000349,82,82,0,797,0,0,0,797,796,1,385,14,0,14,1380,102,0,102
2021,Bexley 021C,E01000350,58,57,1,641,0,0,0,641,637,4,425,24,0,24,1213,65,0,65
2021,Bexley 024A,E01000351,99,99,0,721,8,6,2,713,710,3,407,19,0,19,1320,74,0,74
2021,Bexley 021D,E01000352,123,123,0,572,1,0,1,571,568,3,468,37,0,37,1289,89,0,89
2021,Bexley 011A,E01000353,86,86,0,828,8,0,8,820,814,6,341,16,0,16,1390,119,0,119
2021,Bexley 011B,E01000354,114,114,0,552,2,2,0,550,550,0,444,38,0,38,1233,85,0,85
2021,Bexley 011C,E01000355,87,87,0,656,0,0,0,656,656,0,378,9,0,9,1230,100,0,100
2021,Bexley 009A,E01000356,86,86,0,716,0,0,0,716,716,0,323,17,1,16,1272,130,0,130
2021,Bexley 009B,E01000357,48,48,0,660,0,0,0,660,660,0,331,20,0,20,1127,68,0,68
2021,Bexley 011D,E01000358,98,98,0,704,1,1,0,703,701,2,438,22,1,21,1356,94,0,94
2021,Bexley 009C,E01000359,64,64,0,616,2,0,2,614,614,0,302,19,0,19,1050,49,0,49
2021,Bexley 015A,E01000360,151,151,0,632,2,2,0,630,630,0,615,37,0,37,1561,126,0,126
2021,Bexley 020C,E01000361,113,113,0,592,2,0,2,590,590,0,479,29,0,29,1271,58,0,58
2021,Bexley 015B,E01000362,111,111,0,660,0,0,0,660,658,2,595,22,0,22,1498,110,0,110
2021,Bexley 020D,E01000363,83,83,0,691,2,0,2,689,688,1,389,24,0,24,1255,68,0,68
2021,Bexley 023A,E01000364,112,112,0,695,4,4,0,691,690,1,466,18,0,18,1358,67,0,67
2021,Bexley 015C,E01000365,129,129,0,651,2,2,0,649,647,2,431,27,1,26,1389,151,0,151
2021,Bexley 015D,E01000366,94,94,0,687,0,0,0,687,679,8,449,26,0,26,1312,56,0,56
2021,Bexley 010A,E01000367,182,179,3,621,0,0,0,621,620,1,736,58,0,58,1679,82,0,82
2021,Bexley 010B,E01000368,142,141,1,434,0,0,0,434,430,4,573,49,0,49,1253,55,0,55
2021,Bexley 014C,E01000369,109,109,0,699,0,0,0,699,695,4,454,19,1,18,1397,116,0,116
2021,Bexley 014D,E01000370,85,85,0,700,2,0,2,698,698,0,381,26,0,26,1299,107,0,107
2021,Bexley 014E,E01000371,94,94,0,643,2,2,0,641,641,0,468,19,0,19,1288,64,0,64
2021,Bexley 010C,E01000372,110,110,0,578,2,0,2,576,575,1,509,32,0,32,1304,75,0,75
2021,Bexley 008A,E01000373,85,84,1,362,0,0,0,362,360,2,413,22,0,22,908,26,0,26
2021,Bexley 019A,E01000374,108,108,0,467,0,0,0,467,467,0,512,27,0,27,1175,61,0,61
2021,Bexley 019B,E01000375,144,144,0,696,0,0,0,696,694,2,707,38,0,38,1639,54,0,54
2021,Bexley 019C,E01000376,115,115,0,574,0,0,0,574,572,2,514,30,0,30,1284,51,0,51
2021,Bexley 019D,E01000377,126,125,1,523,2,0,2,521,518,3,448,29,0,29,1216,90,0,90
2021,Bexley 019F,E01000379,126,126,0,589,4,4,0,585,585,0,563,21,0,21,1376,77,0,77
2021,Bexley 010D,E01000380,201,200,1,520,2,2,0,518,512,6,622,44,1,43,1482,95,0,95
2021,Bexley 028A,E01000381,131,131,0,527,2,0,2,525,523,2,518,34,1,33,1277,67,0,67
2021,Bexley 027A,E01000382,87,87,0,738,4,2,2,734,732,2,362,10,0,10,1283,86,0,86
2021,Bexley 028B,E01000383,99,99,0,656,2,0,2,654,649,5,413,39,0,39,1300,93,0,93
2021,Bexley 027B,E01000384,155,155,0,605,0,0,0,605,604,1,522,28,0,28,1396,86,0,86
2021,Bexley 028C,E01000385,160,160,0,515,2,2,0,513,512,1,687,53,0,53,1488,73,0,73
2021,Bexley 028D,E01000386,159,159,0,396,4,2,2,392,388,4,545,49,0,49,1230,81,0,81
2021,Bexley 027C,E01000387,93,93,0,682,4,0,4,678,675,3,406,18,0,18,1280,81,0,81
2021,Bexley 016A,E01000388,85,85,0,688,2,0,2,686,684,2,331,22,0,22,1230,104,0,104
2021,Bexley 020E,E01000389,104,104,0,695,0,0,0,695,692,3,471,27,0,27,1386,89,0,89
2021,Bexley 020F,E01000390,68,68,0,538,0,0,0,538,536,2,367,19,0,19,1072,80,0,80
2021,Bexley 021E,E01000391,100,99,1,643,4,2,2,639,638,1,505,23,0,23,1372,101,0,101
2021,Bexley 016B,E01000392,139,138,1,587,2,2,0,585,578,7,667,55,0,55,1494,46,0,46
2021,Bexley 020G,E01000393,104,102,2,686,2,0,2,684,680,4,454,22,0,22,1337,71,0,71
2021,Bexley 015E,E01000394,98,98,0,618,0,0,0,618,615,3,447,17,0,17,1334,154,0,154
2021,Bexley 018B,E01000395,62,62,0,749,0,0,0,749,746,3,360,17,0,17,1251,63,0,63
2021,Bexley 018C,E01000396,52,52,0,628,0,0,0,628,628,0,390,21,0,21,1160,69,0,69
2021,Bexley 029A,E01000398,108,108,0,587,0,0,0,587,587,0,477,27,0,27,1302,103,0,103
2021,Bexley 029B,E01000399,96,96,0,687,0,0,0,687,683,4,382,28,0,28,1292,99,0,99
2021,Bexley 029C,E01000400,91,91,0,652,0,0,0,652,649,3,433,32,0,32,1292,84,0,84
2021,Bexley 013A,E01000401,142,142,0,586,2,2,0,584,584,0,583,27,0,27,1459,121,0,121
2021,Bexley 005B,E01000402,118,118,0,492,2,2,0,490,490,0,538,33,0,33,1242,61,0,61
2021,Bexley 004A,E01000403,192,191,1,654,6,6,0,648,643,5,767,64,0,64,1833,156,0,156
2021,Bexley 004B,E01000404,159,159,0,539,3,0,3,536,531,5,860,83,0,83,1689,48,0,48
2021,Bexley 004C,E01000405,109,109,0,459,2,0,2,457,452,5,530,31,0,31,1167,38,0,38
2021,Bexley 005C,E01000406,150,150,0,657,1,0,1,656,654,2,690,40,0,40,1598,61,0,61
2021,Bexley 005D,E01000407,138,138,0,719,0,0,0,719,714,5,520,27,0,27,1520,116,0,116
2021,Bexley 004D,E01000408,100,100,0,606,8,2,6,598,587,11,539,38,0,38,1340,57,0,57
2021,Bexley 016C,E01000409,68,68,0,744,0,0,0,744,744,0,438,22,0,22,1376,104,0,104
2021,Bexley 018D,E01000410,80,80,0,680,2,2,0,678,673,5,422,24,0,24,1294,88,0,88
2021,Bexley 016D,E01000411,82,82,0,587,1,0,1,586,586,0,440,29,0,29,1220,82,0,82
2021,Bexley 018E,E01000412,99,99,0,676,2,0,2,674,670,4,511,24,0,24,1383,73,0,73
2021,Bexley 018F,E01000413,90,90,0,505,0,0,0,505,505,0,416,26,0,26,1097,60,0,60
2021,Bexley 016E,E01000414,115,115,0,675,2,2,0,673,671,2,601,27,0,27,1537,119,0,119
2021,Bexley 016F,E01000415,65,65,0,708,0,0,0,708,706,2,375,17,0,17,1231,66,0,66
2021,Bexley 002A,E01000416,103,103,0,498,3,3,0,495,494,1,588,56,0,56,1306,61,0,61
2021,Bexley 006B,E01000417,125,125,0,662,8,0,8,654,654,0,482,40,0,40,1388,79,0,79
2021,Bexley 002B,E01000418,143,143,0,649,4,2,2,645,641,4,618,43,1,42,1525,72,0,72
2021,Bexley 006C,E01000419,77,77,0,678,2,2,0,676,676,0,341,28,0,28,1237,113,0,113
2021,Bexley 006D,E01000420,96,96,0,648,3,2,1,645,643,2,393,27,0,27,1237,73,0,73
2021,Bexley 009D,E01000421,74,74,0,754,0,0,0,754,754,0,347,9,0,9,1283,99,0,99
2021,Bexley 002C,E01000422,106,106,0,290,0,0,0,290,286,4,510,44,0,44,981,31,0,31
2021,Bexley 025C,E01000423,79,79,0,734,0,0,0,734,731,3,389,11,0,11,1295,82,0,82
2021,Bexley 026A,E01000424,111,111,0,650,0,0,0,650,648,2,585,38,0,38,1501,117,0,117
2021,Bexley 025D,E01000425,78,78,0,817,0,0,0,817,813,4,394,23,0,23,1458,146,0,146
2021,Bexley 026B,E01000426,118,118,0,581,0,0,0,581,574,7,559,28,0,28,1361,75,0,75
2021,Bexley 026C,E01000427,171,171,0,699,2,0,2,697,691,6,625,30,0,30,1658,133,0,133
2021,Bexley 027D,E01000428,187,187,0,501,3,3,0,498,490,8,665,50,0,50,1567,164,0,164
2021,Bexley 008B,E01000429,151,151,0,399,4,0,4,395,389,6,572,76,0,76,1228,30,0,30
2021,Bexley 008C,E01000430,133,133,0,655,0,0,0,655,655,0,622,48,0,48,1520,62,0,62
2021,Bexley 008D,E01000431,76,76,0,355,0,0,0,355,354,1,407,29,1,28,912,45,0,45
2021,Bexley 008F,E01000433,126,125,1,507,0,0,0,507,504,3,699,38,0,38,1431,61,0,61
2021,Bexley 008G,E01000434,133,133,0,425,0,0,0,425,425,0,556,40,0,40,1220,66,0,66
2021,Bexley 010E,E01000435,105,105,0,435,4,0,4,431,431,0,496,39,0,39,1147,72,0,72
2021,Bexley 011E,E01000436,82,81,1,834,0,0,0,834,832,2,387,18,0,18,1398,77,0,77
2021,Bexley 007A,E01000437,89,89,0,537,0,0,0,537,537,0,398,16,0,16,1111,71,0,71
2021,Bexley 007B,E01000438,126,126,0,536,0,0,0,536,535,1,514,32,0,32,1276,68,0,68
2021,Bexley 007C,E01000439,86,86,0,465,0,0,0,465,454,11,460,29,0,29,1092,52,1,51
2021,Bexley 007D,E01000440,63,63,0,643,4,2,2,639,636,3,370,12,0,12,1175,87,0,87
2021,Bexley 007E,E01000441,158,158,0,485,0,0,0,485,479,6,592,35,0,35,1331,61,0,61
2021,Bexley 006E,E01000442,84,84,0,722,2,0,2,720,720,0,438,26,0,26,1367,97,0,97
2021,Bexley 024B,E01000443,100,100,0,476,0,0,0,476,472,4,387,25,0,25,1050,62,0,62
2021,Bexley 023B,E01000444,85,85,0,822,3,0,3,819,819,0,366,17,0,17,1371,81,0,81
2021,Bexley 024C,E01000445,86,86,0,718,0,0,0,718,714,4,418,29,0,29,1359,108,0,108
2021,Bexley 024D,E01000446,99,99,0,576,4,2,2,572,561,11,451,26,0,26,1224,72,0,72
2021,Bexley 023C,E01000447,180,179,1,578,4,2,2,574,572,2,690,42,0,42,1584,94,0,94
2021,Bexley 023D,E01000448,52,52,0,657,2,2,0,655,651,4,301,16,0,16,1117,91,0,91
2021,Bexley 023E,E01000449,81,81,0,726,0,0,0,726,723,3,349,16,0,16,1297,125,0,125
2021,Bexley 009E,E01000450,107,107,0,666,2,2,0,664,664,0,520,37,0,37,1394,64,0,64
2021,Bexley 009F,E01000451,93,93,0,725,4,2,2,721,718,3,505,30,0,30,1420,67,0,67
2021,Bexley 009G,E01000452,78,78,0,641,3,3,0,638,638,0,363,19,0,19,1155,54,0,54
2021,Bexley 013B,E01000453,65,65,0,621,0,0,0,621,619,2,426,19,0,19,1186,55,0,55
2021,Bexley 013C,E01000454,101,101,0,597,3,2,1,594,588,6,502,37,0,37,1325,88,0,88
2021,Bexley 013D,E01000455,94,94,0,785,0,0,0,785,784,1,500,22,0,22,1467,66,0,66
2021,Bexley 013E,E01000456,64,64,0,660,0,0,0,660,659,1,353,22,0,22,1132,33,0,33
2021,Bexley 026D,E01000457,153,153,0,523,3,3,0,520,511,9,981,44,0,44,1832,131,0,131
2021,Bexley 027E,E01000458,86,86,0,664,9,0,9,655,649,6,390,19,0,19,1301,142,0,142
2021,Bexley 027F,E01000459,140,139,1,622,0,0,0,622,621,1,640,29,0,29,1585,154,0,154
2021,Bexley 022E,E01000460,46,46,0,666,4,2,2,662,659,3,258,17,0,17,1031,44,0,44
2021,Bexley 024E,E01000461,74,74,0,760,4,4,0,756,754,2,398,24,0,24,1328,72,0,72
2021,Bexley 026E,E01000462,136,135,1,567,0,0,0,567,562,5,860,35,0,35,1755,157,0,157
2021,Bexley 025E,E01000463,58,58,0,555,0,0,0,555,550,5,322,21,0,21,1009,53,0,53
2021,Bexley 002D,E01000464,125,125,0,431,0,0,0,431,429,2,514,62,0,62,1188,56,0,56
2021,Bexley 002E,E01000465,156,156,0,411,0,0,0,411,408,3,604,55,0,55,1291,65,0,65
2021,Bexley 001A,E01000466,126,126,0,478,0,0,0,478,478,0,597,49,2,47,1295,45,1,44
2021,Bexley 001B,E01000467,139,139,0,515,0,0,0,515,512,3,505,43,0,43,1258,56,0,56
2021,Bexley 001C,E01000468,167,167,0,838,2,2,0,836,835,1,957,83,2,81,2092,47,0,47
2021,Bexley 001D,E01000469,152,152,0,539,2,2,0,537,536,1,500,58,0,58,1294,45,0,45
2021,Bexley 002F,E01000470,113,113,0,279,6,2,4,273,272,1,495,36,0,36,961,38,0,38
2021,Brent 026A,E01000471,75,75,0,755,2,0,2,753,742,11,529,23,0,23,1452,70,0,70
2021,Brent 029A,E01000472,114,113,1,882,6,6,0,876,867,9,778,43,1,42,1872,55,0,55
2021,Brent 029B,E01000473,81,81,0,1154,5,4,1,1149,1137,12,827,36,0,36,2194,96,0,96
2021,Brent 026B,E01000474,50,50,0,1045,4,2,2,1041,1033,8,645,22,0,22,1864,102,0,102
2021,Brent 029C,E01000475,71,70,1,890,0,0,0,890,887,3,612,41,0,41,1704,90,1,89
2021,Brent 026C,E01000476,50,50,0,1023,5,0,5,1018,1011,7,639,17,0,17,1826,97,0,97
2021,Brent 026D,E01000477,105,105,0,989,3,2,1,986,974,12,683,35,1,34,1874,62,0,62
2021,Brent 029D,E01000478,72,72,0,1112,9,7,2,1103,1094,9,700,38,1,37,2022,100,0,100
2021,Brent 009A,E01000479,75,75,0,780,4,2,2,776,775,1,505,29,0,29,1457,68,0,68
2021,Brent 006A,E01000480,66,66,0,737,2,2,0,735,731,4,503,24,0,24,1404,74,1,73
2021,Brent 009B,E01000481,75,75,0,533,1,1,0,532,532,0,542,52,0,52,1265,63,0,63
2021,Brent 009D,E01000483,112,112,0,571,3,1,2,568,564,4,631,45,0,45,1423,64,0,64
2021,Brent 006B,E01000484,85,85,0,491,2,2,0,489,487,2,759,30,0,30,1417,52,0,52
2021,Brent 006C,E01000485,122,122,0,649,0,0,0,649,648,1,442,22,0,22,1331,96,0,96
2021,Brent 006D,E01000486,61,61,0,778,3,2,1,775,775,0,451,31,0,31,1380,59,0,59
2021,Brent 006E,E01000487,90,90,0,815,7,2,5,808,803,5,564,32,1,31,1622,121,0,121
2021,Brent 022A,E01000488,72,72,0,519,5,2,3,514,506,8,676,42,0,42,1369,60,0,60
2021,Brent 030A,E01000489,129,129,0,503,3,1,2,500,488,12,657,80,0,80,1444,75,0,75
2021,Brent 023A,E01000490,125,125,0,450,4,2,2,446,440,6,874,32,2,30,1519,38,0,38
2021,Brent 030B,E01000491,154,153,1,596,5,2,3,591,585,6,855,43,0,43,1705,57,0,57
2021,Brent 030C,E01000492,82,82,0,505,6,0,6,499,490,9,381,18,0,18,1033,47,0,47
2021,Brent 030D,E01000493,84,84,0,572,1,0,1,571,567,4,546,26,0,26,1307,79,0,79
2021,Brent 023B,E01000494,108,108,0,547,5,0,5,542,530,12,700,38,0,38,1477,84,0,84
2021,Brent 023C,E01000495,106,104,2,347,3,2,1,344,335,9,825,42,0,42,1372,52,0,52
2021,Brent 011A,E01000497,115,115,0,771,0,0,0,771,768,3,762,43,0,43,1785,94,0,94
2021,Brent 010B,E01000498,78,78,0,609,0,0,0,609,607,2,471,44,0,44,1263,61,0,61
2021,Brent 011B,E01000499,72,72,0,624,0,0,0,624,620,4,638,47,0,47,1445,64,1,63
2021,Brent 011C,E01000501,127,127,0,588,2,0,2,586,584,2,742,52,1,51,1562,53,0,53
2021,Brent 011D,E01000502,85,85,0,635,2,2,0,633,631,2,568,44,0,44,1391,59,0,59
2021,Brent 011E,E01000503,99,98,1,717,4,2,2,713,706,7,739,39,2,37,1670,76,0,76
2021,Brent 018A,E01000504,103,103,0,573,9,2,7,564,558,6,700,25,0,25,1447,46,0,46
2021,Brent 018B,E01000505,79,79,0,514,4,0,4,510,506,4,658,23,0,23,1348,74,0,74
2021,Brent 014A,E01000506,113,113,0,485,0,0,0,485,485,0,628,44,0,44,1315,45,0,45
2021,Brent 018C,E01000507,73,73,0,605,10,4,6,595,578,17,559,39,0,39,1331,55,0,55
2021,Brent 025A,E01000508,144,142,2,694,3,0,3,691,690,1,844,73,0,73,1832,77,0,77
2021,Brent 014B,E01000509,74,73,1,539,0,0,0,539,536,3,463,31,1,30,1165,58,0,58
2021,Brent 014C,E01000510,103,103,0,567,1,0,1,566,566,0,549,30,1,29,1306,57,0,57
2021,Brent 014D,E01000511,99,98,1,610,3,0,3,607,599,8,550,41,0,41,1338,38,0,38
2021,Brent 018D,E01000512,115,114,1,528,7,4,3,521,516,5,656,30,0,30,1410,81,0,81
2021,Brent 002A,E01000513,67,66,1,722,0,0,0,722,721,1,456,26,0,26,1361,90,0,90
2021,Brent 002B,E01000514,65,64,1,617,4,2,2,613,609,4,508,31,0,31,1267,46,0,46
2021,Brent 003A,E01000515,109,109,0,643,4,2,2,639,634,5,595,59,1,58,1468,62,0,62
