date,geography,geography code,Accommodation type: A caravan or other mobile or temporary structure,Accommodation type: Detached,"Accommodation type: In a commercial building, for example, in an office building, hotel or over a shop",Accommodation type: In a purpose-built block of flats or tenement,"Accommodation type: Part of a converted or shared house, including bedsits","Accommodation type: Part of another converted building, for example, former school, church or warehouse",Accommodation type: Semi-detached,Accommodation type: Terraced,Accommodation type: Total
2021,Kingston upon Thames 002C,E01002955,2,108,10,80,45,2,210,69,526
2021,Kingston upon Thames 002D,E01002956,0,166,0,7,19,6,195,47,440
2021,Kingston upon Thames 003E,E01002957,1,47,1,433,13,0,32,46,573
2021,Kingston upon Thames 008C,E01002958,0,49,2,35,35,1,268,263,653
2021,Kingston upon Thames 002E,E01002959,0,311,0,3,4,0,150,5,473
2021,Kingston upon Thames 006B,E01002960,0,53,11,74,19,2,352,71,582
2021,Kingston upon Thames 008D,E01002961,1,115,1,20,7,0,381,73,598
2021,Kingston upon Thames 006C,E01002962,1,31,0,19,4,1,263,208,527
2021,Kingston upon Thames 007D,E01002963,0,35,5,450,55,8,161,59,773
2021,Kingston upon Thames 005A,E01002964,0,74,14,514,143,10,136,159,1050
2021,Kingston upon Thames 009A,E01002965,0,69,34,651,112,10,198,69,1143
2021,Kingston upon Thames 010C,E01002966,0,81,9,143,111,7,345,86,782
2021,Kingston upon Thames 009B,E01002967,1,33,2,556,198,14,91,58,953
2021,Kingston upon Thames 009C,E01002968,7,83,83,601,111,19,198,45,1147
2021,Kingston upon Thames 005B,E01002969,1,3,2,562,6,0,37,46,657
2021,Kingston upon Thames 006D,E01002970,0,42,6,151,19,3,327,96,644
2021,Kingston upon Thames 005C,E01002971,0,46,5,175,39,12,319,133,729
2021,Kingston upon Thames 005D,E01002972,0,77,26,511,64,13,126,73,890
2021,Kingston upon Thames 006E,E01002973,0,27,1,29,11,1,210,247,526
2021,Kingston upon Thames 005E,E01002974,0,114,16,277,54,2,234,22,719
2021,Kingston upon Thames 012A,E01002975,0,254,8,58,5,3,172,1,501
2021,Kingston upon Thames 015A,E01002976,0,23,1,18,2,0,226,377,647
2021,Kingston upon Thames 012B,E01002977,0,73,2,278,1,0,239,55,648
2021,Kingston upon Thames 015B,E01002978,0,82,14,108,17,1,420,80,722
2021,Kingston upon Thames 015C,E01002979,0,68,0,148,1,0,340,40,597
2021,Kingston upon Thames 012C,E01002980,0,169,0,1,1,0,238,70,479
2021,Kingston upon Thames 012D,E01002981,1,117,0,5,5,0,356,39,523
2021,Kingston upon Thames 015D,E01002982,0,136,1,79,8,0,201,90,515
2021,Kingston upon Thames 015E,E01002983,0,237,1,1,0,0,321,33,593
2021,Kingston upon Thames 012E,E01002984,1,156,10,207,50,0,94,72,590
2021,Kingston upon Thames 007E,E01002985,1,26,17,37,33,3,106,378,601
2021,Kingston upon Thames 008E,E01002986,0,101,2,40,2,0,278,51,474
2021,Kingston upon Thames 011B,E01002987,0,9,72,719,118,16,18,4,956
2021,Kingston upon Thames 011C,E01002988,9,23,22,291,93,5,139,46,628
2021,Kingston upon Thames 011D,E01002989,0,18,14,243,288,12,159,183,917
2021,Kingston upon Thames 009D,E01002990,0,21,4,551,192,11,53,55,887
2021,Kingston upon Thames 009E,E01002991,0,92,6,196,137,5,210,35,681
2021,Kingston upon Thames 010D,E01002992,0,31,1,90,42,1,229,93,487
2021,Kingston upon Thames 013C,E01002993,0,20,3,668,52,1,53,17,814
2021,Kingston upon Thames 016A,E01002994,0,184,2,213,72,2,112,12,597
2021,Kingston upon Thames 013D,E01002995,0,232,0,189,100,19,53,41,634
2021,Kingston upon Thames 016B,E01002996,1,113,13,58,93,4,269,42,593
2021,Kingston upon Thames 016C,E01002997,0,144,1,95,95,4,203,62,604
2021,Kingston upon Thames 016D,E01002998,0,46,4,204,42,6,184,112,598
2021,Kingston upon Thames 013E,E01002999,0,15,21,524,128,17,22,39,766
2021,Kingston upon Thames 017C,E01003000,6,14,1,108,12,1,344,186,672
2021,Kingston upon Thames 017D,E01003001,0,22,1,52,12,1,346,201,635
2021,Kingston upon Thames 016E,E01003002,0,55,19,262,38,2,187,237,800
2021,Kingston upon Thames 017E,E01003003,0,39,57,156,38,6,299,63,658
2021,Kingston upon Thames 018D,E01003004,1,110,17,56,11,1,232,181,609
2021,Kingston upon Thames 018E,E01003005,0,16,6,43,5,0,436,74,580
2021,Kingston upon Thames 001A,E01003006,0,123,0,119,19,0,227,110,598
2021,Kingston upon Thames 001B,E01003007,0,36,4,12,4,0,292,210,558
2021,Kingston upon Thames 001C,E01003008,0,37,0,5,2,0,165,299,508
2021,Kingston upon Thames 001D,E01003009,0,110,3,276,30,0,245,113,777
2021,Kingston upon Thames 001E,E01003010,0,224,0,36,23,0,148,101,532
2021,Kingston upon Thames 004E,E01003011,0,135,11,243,46,4,226,34,699
2021,Lambeth 036A,E01003013,1,2,8,609,14,72,2,12,720
2021,Lambeth 036B,E01003014,0,7,10,462,74,9,15,62,639
2021,Lambeth 002A,E01003015,0,4,5,684,32,10,8,61,804
2021,Lambeth 036C,E01003016,0,1,4,269,32,40,17,59,422
2021,Lambeth 036D,E01003017,0,2,8,568,25,5,15,142,765
2021,Lambeth 020A,E01003018,0,13,27,275,411,46,36,126,934
2021,Lambeth 015A,E01003019,0,4,6,223,303,35,39,277,887
2021,Lambeth 016A,E01003020,1,13,8,421,201,11,34,139,828
2021,Lambeth 021A,E01003021,0,18,0,265,67,17,56,217,640
2021,Lambeth 021B,E01003022,0,18,1,268,185,4,34,224,734
2021,Lambeth 021C,E01003023,0,13,25,600,288,52,32,94,1104
2021,Lambeth 021D,E01003024,1,3,8,734,18,16,4,3,787
2021,Lambeth 021E,E01003025,0,14,1,462,163,8,48,153,849
2021,Lambeth 019A,E01003026,0,6,29,198,207,5,55,124,624
2021,Lambeth 019B,E01003027,0,10,3,38,125,19,82,243,520
2021,Lambeth 019C,E01003028,0,10,0,246,88,0,89,167,600
2021,Lambeth 017A,E01003029,0,20,5,530,151,40,59,91,896
2021,Lambeth 019D,E01003030,0,3,16,149,325,47,44,163,747
2021,Lambeth 023A,E01003031,0,4,3,521,139,12,18,15,712
2021,Lambeth 017B,E01003032,0,10,23,541,75,37,35,94,815
2021,Lambeth 019E,E01003033,0,26,0,133,165,1,82,182,589
2021,Lambeth 012A,E01003034,0,14,1,355,157,17,26,128,698
2021,Lambeth 012B,E01003035,0,5,22,391,160,53,31,104,766
2021,Lambeth 012C,E01003036,0,20,2,271,200,5,83,175,756
2021,Lambeth 013A,E01003037,0,20,12,329,26,12,70,130,599
2021,Lambeth 013B,E01003038,0,19,4,206,231,11,40,260,771
2021,Lambeth 013C,E01003039,0,6,25,472,203,54,35,166,961
2021,Lambeth 013D,E01003040,0,4,0,246,244,8,38,54,594
2021,Lambeth 017C,E01003041,1,4,21,565,52,10,6,17,676
2021,Lambeth 013E,E01003042,0,3,3,386,67,10,4,33,506
2021,Lambeth 018A,E01003043,0,9,3,106,224,5,53,272,672
2021,Lambeth 018B,E01003044,0,2,0,614,10,0,10,49,685
2021,Lambeth 011A,E01003045,1,18,6,451,82,2,56,84,700
2021,Lambeth 009A,E01003046,0,7,2,627,64,5,10,26,741
2021,Lambeth 011B,E01003047,0,6,39,595,78,23,21,60,822
2021,Lambeth 009B,E01003048,1,7,5,653,19,3,19,30,737
2021,Lambeth 011C,E01003049,0,15,1,497,85,25,40,91,754
2021,Lambeth 016B,E01003050,0,6,14,265,367,4,17,81,754
2021,Lambeth 018C,E01003051,0,11,16,516,148,16,83,92,882
2021,Lambeth 016C,E01003052,0,21,11,431,40,7,131,143,784
2021,Lambeth 015B,E01003053,0,16,11,143,264,24,27,258,743
2021,Lambeth 015C,E01003054,2,10,10,430,441,35,12,66,1006
2021,Lambeth 016D,E01003055,0,4,36,478,108,58,26,122,832
2021,Lambeth 015D,E01003056,1,9,6,158,432,5,26,129,766
2021,Lambeth 017D,E01003057,0,12,6,359,143,10,55,135,720
2021,Lambeth 015E,E01003058,0,12,19,148,463,11,42,162,857
2021,Lambeth 011D,E01003059,0,3,5,810,33,7,7,9,874
2021,Lambeth 011E,E01003060,0,5,2,641,18,9,6,7,688
2021,Lambeth 011F,E01003061,0,7,14,410,161,6,14,36,648
2021,Lambeth 033A,E01003062,0,11,31,316,353,36,15,102,864
2021,Lambeth 033B,E01003063,0,16,1,365,112,2,32,72,600
2021,Lambeth 028A,E01003064,1,8,2,136,290,10,107,71,625
2021,Lambeth 031A,E01003065,0,10,2,421,24,3,100,125,685
2021,Lambeth 028B,E01003066,3,20,6,329,170,15,138,125,806
2021,Lambeth 033C,E01003067,0,24,25,151,103,13,151,165,632
2021,Lambeth 031B,E01003068,0,11,0,238,102,5,68,221,645
2021,Lambeth 033D,E01003069,0,18,1,50,115,1,210,126,521
2021,Lambeth 033E,E01003070,1,26,3,211,179,7,62,169,658
2021,Lambeth 018D,E01003071,0,13,3,335,264,39,83,267,1004
2021,Lambeth 014A,E01003072,1,44,0,207,150,7,186,109,704
2021,Lambeth 014B,E01003073,0,19,4,142,218,4,34,240,661
2021,Lambeth 018E,E01003074,0,28,34,355,378,10,65,221,1091
2021,Lambeth 009C,E01003075,0,3,1,609,10,3,15,32,673
2021,Lambeth 014C,E01003076,0,44,16,509,225,16,28,130,968
2021,Lambeth 014D,E01003077,0,6,4,215,388,11,24,140,788
2021,Lambeth 014E,E01003078,0,51,1,136,87,8,138,198,619
2021,Lambeth 027A,E01003079,0,11,11,382,167,8,78,75,732
2021,Lambeth 027B,E01003080,1,11,0,164,191,1,76,230,674
2021,Lambeth 028C,E01003081,3,17,49,328,207,19,136,59,818
2021,Lambeth 031C,E01003082,1,14,2,185,81,1,98,252,634
2021,Lambeth 030A,E01003083,0,32,3,90,111,1,158,180,575
2021,Lambeth 030B,E01003084,0,49,0,125,310,4,117,30,635
2021,Lambeth 030C,E01003085,0,43,1,190,68,3,254,135,694
2021,Lambeth 031D,E01003086,0,19,1,276,23,20,112,173,624
2021,Lambeth 031E,E01003087,0,6,5,527,17,2,31,15,603
2021,Lambeth 010A,E01003088,1,4,5,362,131,4,21,125,653
2021,Lambeth 008A,E01003089,1,3,13,663,28,15,13,3,739
2021,Lambeth 012D,E01003090,0,10,21,592,379,14,17,70,1103
2021,Lambeth 008B,E01003091,0,6,1,489,132,6,3,41,678
2021,Lambeth 008C,E01003092,0,10,7,747,35,28,33,90,950
2021,Lambeth 010B,E01003093,0,1,5,924,9,5,5,6,955
2021,Lambeth 010C,E01003094,0,6,0,291,161,12,19,167,656
2021,Lambeth 012E,E01003095,2,10,0,199,321,6,75,79,692
2021,Lambeth 010D,E01003096,0,11,14,205,427,14,23,164,858
2021,Lambeth 006A,E01003097,0,6,2,557,3,3,20,94,685
2021,Lambeth 005A,E01003098,0,7,1,310,158,1,15,158,650
2021,Lambeth 005B,E01003099,0,7,28,566,50,17,11,80,759
2021,Lambeth 005C,E01003100,0,2,25,275,477,47,7,58,891
2021,Lambeth 003A,E01003101,0,2,14,509,37,60,3,14,639
2021,Lambeth 004A,E01003102,0,7,8,377,209,63,35,85,784
2021,Lambeth 004C,E01003104,0,7,7,460,285,38,13,58,868
2021,Lambeth 003B,E01003105,1,4,3,667,20,11,11,28,745
2021,Lambeth 003C,E01003106,0,5,10,720,77,13,13,135,973
2021,Lambeth 003D,E01003107,0,7,13,422,153,76,23,191,885
2021,Lambeth 002B,E01003108,0,0,4,640,14,7,17,30,712
2021,Lambeth 002C,E01003110,0,9,8,414,119,37,28,310,925
2021,Lambeth 002D,E01003111,0,3,0,733,8,43,4,12,803
2021,Lambeth 002E,E01003112,7,10,5,693,11,14,16,56,812
2021,Lambeth 032A,E01003113,0,28,1,208,363,7,52,84,743
2021,Lambeth 032B,E01003114,1,30,15,353,299,4,73,227,1002
2021,Lambeth 034A,E01003115,0,7,12,246,247,7,65,85,669
2021,Lambeth 029A,E01003116,0,166,0,122,146,0,126,75,635
2021,Lambeth 029B,E01003117,0,56,16,248,311,3,61,126,821
2021,Lambeth 029C,E01003118,3,32,27,180,194,19,169,77,701
2021,Lambeth 032C,E01003119,0,35,10,286,383,11,64,63,852
2021,Lambeth 032D,E01003120,2,11,59,455,460,15,53,57,1112
2021,Lambeth 006B,E01003121,0,1,3,626,4,0,1,2,637
2021,Lambeth 004D,E01003122,1,3,15,594,147,30,30,75,895
2021,Lambeth 006C,E01003123,1,34,2,259,112,82,68,142,700
2021,Lambeth 006D,E01003124,0,8,1,408,123,6,18,46,610
2021,Lambeth 006E,E01003125,0,3,0,672,11,6,1,2,695
2021,Lambeth 008D,E01003126,0,5,10,606,49,16,14,15,715
2021,Lambeth 010E,E01003127,0,20,8,478,156,7,62,63,794
2021,Lambeth 008E,E01003128,0,2,3,647,38,16,2,5,713
2021,Lambeth 004E,E01003129,2,11,16,350,273,10,18,115,795
2021,Lambeth 026A,E01003130,2,13,13,366,138,9,177,65,783
2021,Lambeth 026B,E01003131,0,10,7,481,215,6,154,76,949
2021,Lambeth 024A,E01003132,0,23,1,303,41,4,46,124,542
2021,Lambeth 027C,E01003133,0,48,16,173,331,5,116,18,707
2021,Lambeth 027D,E01003134,0,14,0,182,145,9,201,67,618
2021,Lambeth 026C,E01003135,3,9,8,216,273,6,71,172,758
2021,Lambeth 022A,E01003136,0,10,0,314,323,0,83,19,749
2021,Lambeth 022B,E01003137,2,8,5,626,69,8,17,17,752
2021,Lambeth 026D,E01003138,0,5,0,164,355,1,56,67,648
2021,Lambeth 035A,E01003139,1,35,9,84,28,2,81,296,536
2021,Lambeth 035B,E01003140,0,28,0,9,11,0,76,369,493
2021,Lambeth 034B,E01003141,0,26,9,236,117,7,114,230,739
2021,Lambeth 035C,E01003142,0,30,1,9,13,0,84,316,453
2021,Lambeth 035D,E01003143,7,17,0,99,9,0,74,302,508
2021,Lambeth 034C,E01003144,1,42,0,17,85,11,278,89,523
2021,Lambeth 034D,E01003145,1,19,14,148,394,2,102,68,748
2021,Lambeth 035E,E01003146,0,29,8,36,39,2,119,316,549
2021,Lambeth 034E,E01003147,0,33,11,254,206,3,189,104,800
2021,Lambeth 032E,E01003148,0,7,0,197,353,4,131,67,759
2021,Lambeth 030D,E01003149,0,58,0,190,164,7,166,111,696
2021,Lambeth 032F,E01003150,3,48,0,508,223,34,12,9,837
2021,Lambeth 026E,E01003151,0,9,1,673,88,12,28,6,817
2021,Lambeth 027E,E01003152,0,26,2,162,237,6,226,99,758
2021,Lambeth 029D,E01003153,0,9,8,721,135,94,30,23,1020
2021,Lambeth 030E,E01003154,0,33,0,476,37,2,137,138,823
2021,Lambeth 029E,E01003155,0,15,27,111,173,4,159,237,726
2021,Lambeth 023B,E01003156,0,8,3,307,169,8,27,141,663
2021,Lambeth 023C,E01003157,0,7,2,73,123,5,48,315,573
2021,Lambeth 023D,E01003158,0,5,4,357,265,6,17,72,726
2021,Lambeth 022C,E01003159,0,13,0,697,18,5,42,64,839
2021,Lambeth 022D,E01003160,0,3,2,607,6,7,17,3,645
2021,Lambeth 023E,E01003161,0,36,1,213,135,3,16,125,529
2021,Lambeth 022E,E01003162,1,4,0,712,13,1,6,6,743
2021,Lambeth 023F,E01003163,0,37,0,234,25,1,149,157,603
2021,Lambeth 025A,E01003164,0,20,27,346,444,8,60,105,1010
2021,Lambeth 025B,E01003165,1,12,8,280,134,2,126,139,702
2021,Lambeth 028D,E01003166,2,37,34,425,372,36,102,106,1114
2021,Lambeth 028E,E01003167,0,22,0,82,118,2,168,288,680
2021,Lambeth 025C,E01003168,0,16,4,295,30,1,72,243,661
2021,Lambeth 025D,E01003169,1,14,3,290,448,8,113,147,1024
2021,Lambeth 025E,E01003170,0,49,1,199,88,22,130,283,772
2021,Lambeth 020B,E01003171,0,3,5,255,319,2,37,163,784
2021,Lambeth 024B,E01003172,1,3,1,619,8,3,41,100,776
2021,Lambeth 020C,E01003173,0,5,1,80,218,1,156,207,668
2021,Lambeth 024C,E01003174,0,2,6,737,49,3,12,21,830
2021,Lambeth 024D,E01003175,0,27,0,302,20,4,90,165,608
2021,Lambeth 016E,E01003176,0,4,4,680,21,6,18,35,768
2021,Lambeth 020D,E01003177,0,4,14,175,337,4,41,94,669
2021,Lambeth 020E,E01003178,1,4,3,62,367,11,26,178,652
2021,Lambeth 024E,E01003179,2,3,2,560,46,2,4,19,638
2021,Lambeth 005D,E01003180,0,8,2,332,62,6,53,191,654
2021,Lambeth 007A,E01003181,0,6,2,534,57,6,22,70,697
2021,Lambeth 009D,E01003182,0,17,3,287,278,29,36,94,744
2021,Lambeth 005E,E01003183,1,17,4,303,124,4,64,162,679
2021,Lambeth 007B,E01003184,0,3,5,559,17,0,2,10,596
2021,Lambeth 007C,E01003185,1,23,0,526,206,10,14,18,798
2021,Lambeth 007D,E01003186,2,31,23,656,249,66,78,87,1192
2021,Lambeth 007E,E01003187,1,17,0,752,10,57,55,98,990
2021,Lambeth 009E,E01003188,1,12,4,234,107,8,50,134,550
2021,Lewisham 034A,E01003189,0,17,0,156,63,1,168,245,650
2021,Lewisham 034B,E01003190,0,8,14,706,42,11,49,120,950
2021,Lewisham 034C,E01003191,0,15,0,391,46,3,105,145,705
2021,Lewisham 034D,E01003192,0,18,2,477,17,2,116,109,741
2021,Lewisham 029A,E01003193,0,10,1,162,21,2,120,368,684
2021,Lewisham 029B,E01003194,3,37,9,196,102,7,219,150,723
2021,Lewisham 029C,E01003195,2,19,1,101,69,2,148,279,621
2021,Lewisham 029D,E01003196,1,28,21,79,84,2,215,243,673
2021,Lewisham 029E,E01003197,3,23,1,113,92,2,229,184,647
2021,Lewisham 009A,E01003198,0,13,0,310,109,5,50,157,644
2021,Lewisham 007A,E01003199,1,58,7,464,121,27,90,134,902
2021,Lewisham 009B,E01003200,0,30,45,238,143,10,58,167,691
2021,Lewisham 007B,E01003201,0,14,1,201,229,2,119,123,689
2021,Lewisham 009C,E01003202,0,59,5,243,132,3,56,243,741
2021,Lewisham 009D,E01003203,3,8,14,651,152,10,42,88,968
2021,Lewisham 007C,E01003204,0,16,0,531,105,14,28,42,736
2021,Lewisham 007D,E01003205,0,10,0,434,1,1,68,64,578
2021,Lewisham 007E,E01003206,0,61,1,224,231,8,67,44,636
2021,Lewisham 005A,E01003207,1,8,21,768,31,19,50,100,998
2021,Lewisham 005B,E01003209,1,4,5,348,191,11,42,119,721
2021,Lewisham 005C,E01003210,1,24,18,230,342,24,45,125,809
2021,Lewisham 008B,E01003211,1,8,4,203,375,8,40,63,702
2021,Lewisham 005D,E01003212,2,19,6,149,208,14,75,354,827
2021,Lewisham 008C,E01003213,0,23,1,200,437,2,86,41,790
2021,Lewisham 008D,E01003214,0,12,15,355,188,3,52,139,764
2021,Lewisham 005E,E01003215,0,15,18,203,257,9,38,100,640
2021,Lewisham 025A,E01003216,1,10,6,69,227,10,260,35,618
2021,Lewisham 022A,E01003217,0,49,0,12,25,1,93,475,655
2021,Lewisham 022B,E01003218,0,24,4,13,54,0,77,373,545
2021,Lewisham 025B,E01003219,0,12,0,36,61,3,153,396,661
2021,Lewisham 022C,E01003220,1,12,4,63,204,6,62,247,599
2021,Lewisham 025C,E01003221,1,42,3,154,258,6,232,69,765
2021,Lewisham 022D,E01003222,0,26,4,19,179,2,61,328,619
2021,Lewisham 025D,E01003223,0,18,7,60,67,4,400,43,599
2021,Lewisham 022E,E01003224,0,24,7,34,104,4,86,376,635
2021,Lewisham 015A,E01003225,1,10,4,14,13,5,193,347,587
2021,Lewisham 019A,E01003226,0,19,30,103,188,7,97,261,705
2021,Lewisham 019B,E01003227,0,41,3,117,126,11,129,231,658
2021,Lewisham 019C,E01003228,1,11,1,22,252,3,37,342,669
2021,Lewisham 019D,E01003229,7,25,41,382,142,9,59,115,780
2021,Lewisham 019E,E01003230,1,22,5,334,209,11,98,190,870
2021,Lewisham 015B,E01003231,0,19,43,132,210,3,45,198,650
2021,Lewisham 015C,E01003232,0,14,9,40,73,1,74,412,623
2021,Lewisham 015D,E01003233,0,10,1,49,98,4,71,431,664
2021,Lewisham 038A,E01003235,0,24,13,126,6,0,214,140,523
2021,Lewisham 037A,E01003236,1,34,13,47,26,1,107,423,652
2021,Lewisham 037B,E01003237,0,29,17,50,21,3,119,377,616
2021,Lewisham 037C,E01003238,1,24,0,59,15,0,107,360,566
2021,Lewisham 037D,E01003239,0,33,0,35,16,4,132,353,573
2021,Lewisham 038B,E01003240,0,27,2,113,7,1,131,433,714
2021,Lewisham 038C,E01003241,0,19,2,291,15,0,162,209,698
2021,Lewisham 038D,E01003243,0,23,33,217,8,2,83,218,584
2021,Lewisham 001A,E01003244,0,2,5,694,9,9,4,9,732
2021,Lewisham 001B,E01003245,0,25,2,367,4,3,95,143,639
2021,Lewisham 002A,E01003246,4,21,5,608,91,62,53,172,1016
2021,Lewisham 001C,E01003247,2,21,4,411,86,7,62,280,873
2021,Lewisham 002B,E01003248,0,9,0,571,49,3,18,31,681
2021,Lewisham 001D,E01003249,2,15,4,639,23,41,39,95,858
2021,Lewisham 002C,E01003251,0,5,4,562,10,7,8,48,644
2021,Lewisham 002D,E01003252,0,7,10,561,8,3,2,15,606
2021,Lewisham 002E,E01003253,0,11,60,412,36,18,30,86,653
2021,Lewisham 021A,E01003254,0,108,0,166,64,7,187,67,599
2021,Lewisham 021B,E01003255,0,22,38,461,290,54,26,96,987
2021,Lewisham 028A,E01003256,6,24,21,496,125,15,115,130,932
2021,Lewisham 028B,E01003257,0,33,1,385,14,3,54,145,635
2021,Lewisham 028C,E01003258,0,13,4,450,23,0,20,79,589
2021,Lewisham 028D,E01003259,6,32,24,235,134,12,110,205,758
2021,Lewisham 021C,E01003260,1,68,3,230,68,4,206,57,637
2021,Lewisham 021D,E01003261,1,35,1,151,150,6,115,149,608
2021,Lewisham 021E,E01003262,0,28,0,270,222,8,88,49,665
2021,Lewisham 023A,E01003263,2,33,0,374,36,6,142,147,740
2021,Lewisham 031A,E01003264,0,53,10,230,48,10,204,165,720
2021,Lewisham 031B,E01003265,0,14,3,330,50,2,91,175,665
2021,Lewisham 031C,E01003266,0,25,1,219,11,3,133,340,732
2021,Lewisham 031D,E01003267,0,17,2,65,17,0,208,302,611
2021,Lewisham 023B,E01003268,3,12,8,234,137,3,153,214,764
2021,Lewisham 023C,E01003269,1,26,2,241,17,1,130,220,638
2021,Lewisham 023D,E01003270,0,19,7,176,10,1,251,193,657
2021,Lewisham 023E,E01003271,0,94,4,21,13,0,351,137,620
2021,Lewisham 014A,E01003272,0,21,23,144,241,6,49,311,795
2021,Lewisham 011A,E01003273,0,20,0,123,25,3,141,267,579
2021,Lewisham 014B,E01003274,0,8,17,133,199,4,66,237,664
2021,Lewisham 014C,E01003275,0,39,0,160,24,9,104,282,618
2021,Lewisham 014D,E01003276,1,21,0,132,89,7,201,213,664
2021,Lewisham 011B,E01003277,1,11,4,84,463,9,58,126,756
2021,Lewisham 011C,E01003278,0,19,22,278,281,8,46,227,881
2021,Lewisham 011D,E01003279,1,16,5,57,134,2,142,246,603
2021,Lewisham 016A,E01003280,1,4,0,296,6,2,107,210,626
2021,Lewisham 016B,E01003281,0,4,0,91,46,2,232,207,582
2021,Lewisham 013A,E01003282,0,17,14,236,364,7,81,301,1020
2021,Lewisham 013B,E01003283,0,16,29,88,148,21,100,464,866
2021,Lewisham 013C,E01003284,1,20,11,99,169,9,87,362,758
2021,Lewisham 016C,E01003285,1,81,21,294,79,16,72,188,752
2021,Lewisham 013D,E01003286,0,42,9,483,42,15,39,137,767
2021,Lewisham 016D,E01003287,1,53,7,61,199,10,150,282,763
2021,Lewisham 041A,E01003288,0,32,41,542,110,7,60,158,950
2021,Lewisham 041E,E01003290,0,14,1,346,237,5,81,129,813
2021,Lewisham 041D,E01003291,0,7,4,439,62,7,77,57,653
2021,Lewisham 017A,E01003292,2,11,27,174,124,17,67,312,734
2021,Lewisham 017B,E01003293,1,9,9,110,349,6,53,101,638
2021,Lewisham 017D,E01003295,1,14,27,170,274,11,44,182,723
2021,Lewisham 003A,E01003297,1,3,0,749,9,17,4,3,786
2021,Lewisham 039A,E01003298,0,4,3,354,2,0,36,71,470
2021,Lewisham 003B,E01003299,0,5,18,119,189,21,58,291,701
2021,Lewisham 039B,E01003300,0,20,6,302,27,10,75,161,601
2021,Lewisham 003C,E01003301,0,31,1,494,22,5,92,289,934
2021,Lewisham 003D,E01003302,2,9,7,594,24,17,42,107,802
2021,Lewisham 039C,E01003303,0,13,17,383,54,8,55,117,647
2021,Lewisham 039D,E01003304,2,13,70,771,52,38,32,105,1083
2021,Lewisham 003E,E01003305,0,37,2,318,111,4,56,258,786
2021,Lewisham 024A,E01003307,0,8,1,127,125,8,58,322,649
2021,Lewisham 024B,E01003308,2,16,6,142,280,7,75,181,709
2021,Lewisham 027A,E01003309,0,31,0,322,74,0,63,166,656
2021,Lewisham 027B,E01003310,0,13,11,495,107,10,52,42,730
2021,Lewisham 027C,E01003311,0,62,0,57,89,0,119,268,595
2021,Lewisham 027D,E01003312,0,20,4,204,159,4,132,246,769
2021,Lewisham 027E,E01003313,0,9,0,373,63,3,57,118,623
2021,Lewisham 024C,E01003314,2,27,3,96,262,3,81,189,663
2021,Lewisham 024D,E01003315,1,18,12,173,203,20,62,103,592
2021,Lewisham 024E,E01003316,0,14,1,47,179,3,83,247,574
2021,Lewisham 020B,E01003318,2,12,60,314,244,7,88,49,776
2021,Lewisham 018A,E01003319,1,31,16,246,174,15,73,195,751
2021,Lewisham 018B,E01003320,0,24,9,154,153,2,78,201,621
2021,Lewisham 020C,E01003321,0,29,8,114,348,3,76,183,761
2021,Lewisham 020D,E01003322,0,15,13,38,161,6,92,283,608
2021,Lewisham 018C,E01003323,0,20,0,53,267,3,74,207,624
2021,Lewisham 020E,E01003324,4,19,27,333,69,5,62,204,723
2021,Lewisham 018D,E01003325,0,22,6,181,363,14,72,130,788
2021,Lewisham 035A,E01003326,2,34,13,251,107,7,68,210,692
2021,Lewisham 035B,E01003327,0,14,58,99,206,10,102,199,688
2021,Lewisham 035C,E01003328,3,45,7,344,241,4,52,131,827
2021,Lewisham 033A,E01003329,1,15,2,200,158,11,143,136,666
2021,Lewisham 033B,E01003330,1,25,1,421,33,4,71,110,666
2021,Lewisham 033C,E01003331,0,15,1,265,45,0,44,217,587
2021,Lewisham 033D,E01003332,1,21,1,383,161,9,45,92,713
2021,Lewisham 035D,E01003333,0,15,7,98,162,4,69,273,628
2021,Lewisham 033E,E01003334,4,10,29,370,188,36,37,120,794
2021,Lewisham 035E,E01003335,0,13,0,289,100,0,61,153,616
2021,Lewisham 010A,E01003336,0,9,2,371,13,0,69,115,579
2021,Lewisham 010B,E01003337,2,8,1,419,4,0,32,101,567
2021,Lewisham 006A,E01003338,1,5,19,619,67,10,33,89,843
2021,Lewisham 006B,E01003339,1,11,0,258,202,2,61,142,677
2021,Lewisham 006C,E01003340,0,4,5,162,412,3,64,112,762
2021,Lewisham 006D,E01003341,0,10,1,40,291,2,76,142,562
2021,Lewisham 010C,E01003342,0,11,1,145,314,7,41,181,700
2021,Lewisham 006E,E01003343,0,4,2,205,150,4,57,188,610
2021,Lewisham 010D,E01003344,1,13,1,108,327,1,77,145,673
2021,Lewisham 010E,E01003345,0,11,10,279,132,6,87,255,780
2021,Lewisham 026A,E01003346,0,24,1,75,34,1,109,402,646
2021,Lewisham 030A,E01003347,4,41,3,394,36,0,85,87,650
2021,Lewisham 030B,E01003348,0,21,1,170,7,1,129,288,617
2021,Lewisham 026B,E01003349,0,31,1,61,13,2,99,335,542
2021,Lewisham 030C,E01003350,5,59,1,57,25,2,91,232,472
2021,Lewisham 026C,E01003351,1,27,5,80,19,0,102,366,600
2021,Lewisham 030D,E01003352,0,24,9,499,13,0,282,18,845
2021,Lewisham 030E,E01003353,0,25,2,57,10,0,390,144,628
