date,geography,geography code,Method of travel to workplace: Bicycle,"Method of travel to workplace: Bus, minibus or coach",Method of travel to workplace: Driving a car or van,"Method of travel to workplace: Motorcycle, scooter or moped",Method of travel to workplace: On foot,Method of travel to workplace: Other method of travel to work,Method of travel to workplace: Passenger in a car or van,Method of travel to workplace: Taxi,Method of travel to workplace: Total: All usual residents aged 16 years and over in employment the week before the census,Method of travel to workplace: Train,"Method of travel to workplace: Underground, metro, light rail, tram",Method of travel to workplace: Work mainly at or from home
2021,Sutton 003E,E01004136,13,44,368,6,50,3,20,4,818,14,57,239
2021,Sutton 012A,E01004137,23,123,347,13,105,23,15,6,1509,151,55,648
2021,Sutton 013C,E01004138,15,72,282,10,78,6,28,8,946,56,36,355
2021,Sutton 013D,E01004139,16,54,211,6,99,11,12,1,817,62,32,313
2021,Sutton 012B,E01004140,17,141,273,10,102,15,35,6,877,40,47,191
2021,Sutton 012C,E01004141,9,106,284,9,95,7,23,6,829,63,30,197
2021,Sutton 014A,E01004143,20,71,256,6,63,5,20,3,835,50,44,297
2021,Sutton 007A,E01004144,13,51,316,7,60,14,13,4,899,36,52,333
2021,Sutton 007B,E01004145,14,59,432,12,58,13,27,6,1125,61,62,381
2021,Sutton 007C,E01004146,19,95,294,14,79,8,19,5,1048,55,72,388
2021,Sutton 007D,E01004147,9,30,310,8,68,8,12,6,753,35,24,243
2021,Sutton 014B,E01004148,14,64,274,6,70,7,22,2,740,31,49,201
2021,Sutton 012E,E01004149,12,66,333,7,63,12,25,3,913,52,57,283
2021,Sutton 021C,E01004150,7,99,254,16,87,9,19,7,1024,103,42,381
2021,Sutton 021D,E01004151,16,61,265,7,67,21,15,5,1009,93,17,442
2021,Sutton 018A,E01004152,8,71,232,10,75,9,22,2,854,89,16,320
2021,Sutton 021E,E01004153,20,80,265,11,53,11,10,0,987,85,24,428
2021,Sutton 022E,E01004154,8,14,177,2,42,5,13,2,662,37,16,346
2021,Sutton 018B,E01004155,12,54,289,10,79,9,14,7,994,96,22,402
2021,Sutton 018C,E01004156,9,95,250,7,65,11,24,8,1090,132,38,451
2021,Sutton 016E,E01004157,7,14,184,5,29,7,4,0,617,36,10,321
2021,Sutton 018D,E01004158,18,43,231,8,47,4,13,4,830,76,23,363
2021,Sutton 014C,E01004159,8,37,319,9,54,15,31,2,846,54,31,286
2021,Sutton 014D,E01004160,13,41,311,8,60,8,23,3,916,67,28,354
2021,Sutton 014E,E01004161,9,32,294,3,46,5,15,6,800,53,21,316
2021,Sutton 018E,E01004162,18,81,246,6,93,15,16,2,922,88,30,327
2021,Sutton 005B,E01004163,16,56,416,7,44,2,29,2,914,37,42,263
2021,Sutton 004A,E01004164,13,48,277,9,51,6,22,2,791,58,20,285
2021,Sutton 005C,E01004165,17,74,333,9,68,5,24,0,945,75,39,301
2021,Sutton 004B,E01004166,17,41,269,8,37,7,13,3,812,65,18,334
2021,Sutton 005D,E01004167,17,84,262,7,70,10,29,8,708,22,28,171
2021,Sutton 013E,E01004168,13,27,341,13,60,16,26,4,836,29,34,273
2021,Sutton 004C,E01004169,18,67,325,13,45,11,18,3,918,54,58,306
2021,Sutton 017B,E01004170,21,76,382,7,72,10,20,8,1154,102,30,426
2021,Sutton 010A,E01004171,14,46,270,12,42,12,16,0,771,56,18,285
2021,Sutton 010B,E01004172,14,112,330,16,74,10,17,2,931,63,15,278
2021,Sutton 010C,E01004173,7,30,248,6,31,6,26,2,665,37,11,261
2021,Sutton 017C,E01004174,11,42,271,3,46,13,15,2,808,68,16,321
2021,Sutton 010D,E01004175,13,37,361,11,43,15,20,4,951,82,21,344
2021,Sutton 010E,E01004176,24,63,253,7,47,6,21,1,826,52,20,332
2021,Sutton 020C,E01004177,9,61,269,7,33,9,17,3,718,76,22,212
2021,Sutton 017D,E01004178,13,92,362,9,99,12,19,7,1139,100,21,405
2021,Sutton 017E,E01004179,11,34,293,4,36,9,15,2,842,56,17,365
2021,Sutton 020D,E01004180,9,29,262,2,37,17,19,4,837,43,9,406
2021,Sutton 020E,E01004181,14,53,294,4,46,5,24,3,789,55,16,275
2021,Sutton 019E,E01004182,18,65,276,8,52,7,15,4,768,59,7,257
2021,Sutton 001B,E01004183,14,99,373,13,72,8,35,2,891,21,83,171
2021,Sutton 001C,E01004184,14,74,342,9,31,11,28,1,750,27,57,156
2021,Sutton 001D,E01004185,13,82,357,4,33,15,16,2,995,88,71,314
2021,Sutton 004D,E01004186,15,59,351,12,49,5,18,4,973,62,66,332
2021,Sutton 005E,E01004187,14,63,372,20,46,9,16,5,809,25,48,191
2021,Sutton 001E,E01004189,18,91,408,16,70,10,38,4,963,25,96,187
2021,Sutton 008C,E01004190,10,30,217,11,28,9,12,1,696,44,23,311
2021,Sutton 008D,E01004191,16,68,370,5,48,7,30,7,933,32,50,300
2021,Sutton 006C,E01004192,21,44,282,7,49,15,20,3,982,67,26,448
2021,Sutton 006D,E01004193,29,53,478,13,68,16,37,8,1440,74,46,618
2021,Sutton 008E,E01004194,12,45,317,9,42,7,26,8,811,36,46,263
2021,Sutton 006E,E01004195,17,43,266,7,43,6,19,8,874,108,23,334
2021,Sutton 008F,E01004196,13,50,294,8,36,10,16,3,788,18,41,299
2021,Tower Hamlets 002B,E01004198,45,64,70,4,79,7,6,7,638,30,99,227
2021,Tower Hamlets 002C,E01004199,39,76,90,3,83,9,2,8,696,51,100,235
2021,Tower Hamlets 005A,E01004200,77,38,43,5,72,7,4,4,879,24,75,530
2021,Tower Hamlets 002D,E01004201,91,67,108,9,81,5,4,3,909,28,84,429
2021,Tower Hamlets 005B,E01004202,59,81,82,20,91,8,7,11,1151,29,81,682
2021,Tower Hamlets 005C,E01004203,85,40,74,4,116,11,3,7,975,42,144,449
2021,Tower Hamlets 005D,E01004204,78,77,95,1,111,14,10,8,890,47,89,360
2021,Tower Hamlets 013A,E01004205,47,57,101,3,161,11,7,8,880,64,118,303
2021,Tower Hamlets 013B,E01004206,24,51,83,6,74,12,5,4,574,50,111,154
2021,Tower Hamlets 011A,E01004207,32,50,77,2,76,6,4,4,651,35,95,270
2021,Tower Hamlets 013C,E01004208,85,42,68,6,110,20,8,6,1123,43,169,566
2021,Tower Hamlets 011B,E01004209,18,51,63,5,87,8,4,6,514,34,86,152
2021,Tower Hamlets 013D,E01004211,55,27,50,2,87,8,2,3,959,27,119,579
2021,Tower Hamlets 011D,E01004212,64,44,70,7,111,10,6,6,1031,40,127,546
2021,Tower Hamlets 030A,E01004214,9,62,109,3,61,9,7,3,646,66,95,222
2021,Tower Hamlets 030B,E01004216,26,31,105,3,64,14,10,3,969,42,136,535
2021,Tower Hamlets 030C,E01004217,25,41,125,2,51,12,9,4,1026,40,172,545
2021,Tower Hamlets 030D,E01004218,30,48,103,10,86,11,5,2,1062,45,142,580
2021,Tower Hamlets 035B,E01004219,32,113,105,4,80,13,10,6,1342,65,198,716
2021,Tower Hamlets 036A,E01004221,27,47,111,1,76,7,6,2,1088,48,179,584
2021,Tower Hamlets 001A,E01004222,83,123,138,9,125,10,13,14,1166,67,139,445
2021,Tower Hamlets 001B,E01004223,73,111,175,0,58,12,7,18,957,23,91,389
2021,Tower Hamlets 001D,E01004226,82,113,128,5,90,11,8,7,1175,44,160,527
2021,Tower Hamlets 003A,E01004228,87,71,69,3,84,15,6,8,1138,27,129,639
2021,Tower Hamlets 004C,E01004229,50,40,83,3,43,5,5,4,717,34,126,324
2021,Tower Hamlets 003B,E01004230,71,77,124,7,75,8,9,6,1099,37,131,554
2021,Tower Hamlets 004D,E01004231,49,60,99,4,53,5,4,3,737,48,163,249
2021,Tower Hamlets 003C,E01004232,85,34,77,4,54,5,7,4,1017,23,143,581
2021,Tower Hamlets 003D,E01004233,73,97,113,6,85,14,8,8,1000,30,96,470
2021,Tower Hamlets 003E,E01004234,140,96,139,5,117,47,13,5,1534,59,134,779
2021,Tower Hamlets 008A,E01004235,11,75,83,1,43,12,5,3,515,46,107,129
2021,Tower Hamlets 008B,E01004236,22,60,103,4,68,11,5,1,578,58,96,150
2021,Tower Hamlets 008C,E01004237,43,61,89,8,45,8,4,10,715,39,132,276
2021,Tower Hamlets 008E,E01004239,36,62,119,5,49,7,4,8,666,80,122,174
2021,Tower Hamlets 012A,E01004240,31,49,126,3,49,11,10,4,659,59,115,202
2021,Tower Hamlets 012B,E01004241,32,59,116,0,60,7,3,3,610,46,119,165
2021,Tower Hamlets 020A,E01004243,23,56,78,7,32,13,8,3,573,52,94,207
2021,Tower Hamlets 020B,E01004244,56,91,81,3,79,4,8,6,830,68,149,285
2021,Tower Hamlets 018A,E01004245,60,98,138,10,80,15,13,6,1443,67,226,730
2021,Tower Hamlets 020C,E01004247,36,129,126,8,83,12,11,6,1094,71,256,356
2021,Tower Hamlets 018C,E01004248,26,45,106,0,76,4,9,3,700,55,123,253
2021,Tower Hamlets 018D,E01004249,21,113,169,8,80,10,10,8,893,67,176,231
2021,Tower Hamlets 023A,E01004251,52,111,141,2,112,18,7,5,1139,66,158,467
2021,Tower Hamlets 023C,E01004255,21,61,77,3,70,14,5,4,742,42,150,295
2021,Tower Hamlets 024C,E01004256,23,60,94,5,69,5,9,3,642,45,129,200
2021,Tower Hamlets 024D,E01004257,33,107,141,3,88,13,11,5,860,67,146,246
2021,Tower Hamlets 023D,E01004258,38,28,41,2,79,6,2,3,849,26,95,529
2021,Tower Hamlets 007A,E01004259,63,46,61,7,100,19,4,5,1030,27,144,554
2021,Tower Hamlets 007B,E01004260,44,71,88,1,72,4,9,7,738,30,94,318
2021,Tower Hamlets 007C,E01004263,34,47,74,6,83,9,11,1,581,35,91,190
2021,Tower Hamlets 010C,E01004264,18,60,81,6,58,9,5,4,520,51,108,120
2021,Tower Hamlets 007D,E01004266,44,48,85,3,89,8,1,5,736,25,86,342
2021,Tower Hamlets 012D,E01004267,62,71,97,10,60,12,7,6,1143,74,230,514
2021,Tower Hamlets 012E,E01004268,31,74,104,5,63,10,16,1,764,53,163,244
2021,Tower Hamlets 014B,E01004270,84,68,125,3,94,14,7,3,1309,58,225,628
2021,Tower Hamlets 014C,E01004271,61,96,126,5,83,9,4,8,1178,61,177,548
2021,Tower Hamlets 014D,E01004272,83,123,161,27,79,15,8,5,1182,59,211,411
2021,Tower Hamlets 031A,E01004274,23,46,132,10,50,11,8,2,886,70,134,400
2021,Tower Hamlets 031B,E01004275,34,58,138,7,69,16,8,6,1149,63,181,569
2021,Tower Hamlets 031C,E01004276,27,24,80,4,55,11,0,8,1392,26,185,972
2021,Tower Hamlets 033A,E01004277,29,11,32,3,77,5,1,3,1110,11,151,787
2021,Tower Hamlets 032A,E01004280,26,60,109,12,109,13,8,2,938,41,134,424
2021,Tower Hamlets 031D,E01004281,48,47,122,1,45,11,9,7,1208,37,184,697
2021,Tower Hamlets 016A,E01004283,56,68,119,2,131,13,8,8,959,79,131,344
2021,Tower Hamlets 019C,E01004286,51,58,147,11,105,13,7,7,1051,73,174,405
2021,Tower Hamlets 016B,E01004287,53,93,100,5,128,14,8,4,867,43,113,306
2021,Tower Hamlets 019D,E01004288,29,62,129,5,71,6,9,8,691,49,125,198
2021,Tower Hamlets 016C,E01004289,52,84,108,13,106,9,4,5,843,46,115,301
2021,Tower Hamlets 016D,E01004290,69,54,68,8,111,8,8,10,974,43,165,430
2021,Tower Hamlets 027A,E01004291,36,36,66,5,93,11,4,10,1234,25,107,841
2021,Tower Hamlets 026A,E01004292,52,30,40,3,99,7,1,5,1160,14,100,809
2021,Tower Hamlets 027B,E01004293,40,14,67,4,152,7,3,8,1341,24,99,923
2021,Tower Hamlets 026C,E01004295,35,51,100,5,134,20,3,5,835,60,130,292
2021,Tower Hamlets 026D,E01004296,58,43,111,8,134,11,3,7,1352,33,164,780
2021,Tower Hamlets 027C,E01004297,45,18,91,3,73,6,24,8,1268,30,121,849
2021,Tower Hamlets 022A,E01004298,28,39,70,3,103,13,2,1,652,51,101,241
2021,Tower Hamlets 022B,E01004300,29,37,84,5,91,9,6,4,584,44,99,176
2021,Tower Hamlets 025B,E01004301,41,22,76,2,72,7,3,3,633,48,107,252
2021,Tower Hamlets 025C,E01004302,29,38,87,5,107,10,3,2,698,69,123,225
2021,Tower Hamlets 025D,E01004303,89,58,174,7,121,17,8,7,1236,62,161,532
2021,Tower Hamlets 022C,E01004304,45,71,85,6,136,16,3,4,822,67,126,263
2021,Tower Hamlets 022D,E01004305,39,71,70,10,91,6,5,7,767,56,115,297
2021,Tower Hamlets 015A,E01004306,50,44,77,8,132,10,4,4,923,41,81,472
2021,Tower Hamlets 015B,E01004307,44,33,34,6,136,7,6,4,1303,45,85,903
2021,Tower Hamlets 015C,E01004308,42,35,50,1,102,21,1,3,698,28,86,329
2021,Tower Hamlets 015D,E01004309,71,83,98,8,216,11,4,5,1228,49,177,506
2021,Tower Hamlets 015E,E01004310,37,57,62,5,139,14,3,9,999,61,110,502
2021,Tower Hamlets 006A,E01004311,52,54,87,4,115,16,2,3,870,31,70,436
2021,Tower Hamlets 009A,E01004312,34,65,68,3,89,5,5,5,612,28,86,224
2021,Tower Hamlets 009B,E01004313,47,79,92,8,125,16,3,8,1025,46,103,498
2021,Tower Hamlets 006C,E01004315,48,45,56,5,91,9,6,3,795,28,71,433
2021,Tower Hamlets 009C,E01004316,26,28,40,3,81,1,2,2,564,23,61,297
2021,Tower Hamlets 021A,E01004319,43,81,110,7,166,18,11,4,1093,84,115,454
2021,Tower Hamlets 021C,E01004321,44,79,85,3,199,11,4,5,1028,49,128,421
2021,Tower Hamlets 017A,E01004322,47,39,59,5,111,8,2,4,648,37,91,245
2021,Tower Hamlets 017B,E01004323,40,48,95,6,93,5,5,8,725,37,93,295
2021,Tower Hamlets 017C,E01004324,32,67,84,0,109,12,4,4,658,39,93,214
2021,Tower Hamlets 017D,E01004326,41,78,75,2,143,16,2,5,941,53,134,392
2021,Waltham Forest 028A,E01004327,26,56,147,5,27,9,14,6,691,49,133,219
2021,Waltham Forest 028B,E01004328,43,87,151,6,42,16,13,6,977,54,228,331
2021,Waltham Forest 028C,E01004329,49,80,159,5,55,7,14,3,988,73,219,324
2021,Waltham Forest 028D,E01004330,41,71,149,4,38,7,19,9,924,59,188,339
2021,Waltham Forest 028E,E01004331,49,66,126,1,36,10,11,14,854,55,180,306
2021,Waltham Forest 028F,E01004332,50,90,150,12,80,14,14,6,996,57,271,252
2021,Waltham Forest 024A,E01004333,20,49,128,4,64,8,7,3,796,80,155,278
2021,Waltham Forest 024B,E01004334,24,73,105,5,46,10,15,6,875,116,313,162
2021,Waltham Forest 027A,E01004335,23,105,160,2,65,32,9,2,772,69,114,191
2021,Waltham Forest 026A,E01004336,26,57,100,5,54,5,13,4,840,65,285,226
2021,Waltham Forest 027B,E01004337,41,72,130,6,50,9,9,6,857,59,208,267
2021,Waltham Forest 027C,E01004338,29,46,122,7,54,26,12,13,1213,85,501,318
2021,Waltham Forest 027D,E01004339,43,75,169,9,33,15,10,1,1076,50,260,411
2021,Waltham Forest 027E,E01004340,34,78,158,4,77,16,7,4,897,61,217,241
2021,Waltham Forest 027F,E01004341,33,94,191,4,67,15,13,5,927,86,200,219
2021,Waltham Forest 011A,E01004342,46,77,186,2,70,19,10,11,1060,42,190,407
2021,Waltham Forest 008A,E01004343,24,43,218,5,46,9,17,5,964,30,140,427
2021,Waltham Forest 008B,E01004344,21,101,249,3,47,7,15,3,876,37,139,254
2021,Waltham Forest 010A,E01004345,33,99,189,11,55,9,17,5,954,42,161,333
2021,Waltham Forest 011B,E01004346,31,59,197,2,47,6,17,7,905,38,142,359
2021,Waltham Forest 011C,E01004347,61,76,155,8,58,18,12,3,1179,43,185,560
2021,Waltham Forest 010B,E01004348,65,116,296,8,89,12,15,11,1621,56,259,694
2021,Waltham Forest 001A,E01004349,7,45,292,9,23,8,19,4,701,23,53,218
2021,Waltham Forest 001B,E01004350,15,46,267,7,32,10,16,7,724,41,48,235
2021,Waltham Forest 001C,E01004351,13,35,273,3,27,16,16,12,799,41,45,318
2021,Waltham Forest 002A,E01004352,10,40,261,4,35,7,17,6,937,49,53,455
2021,Waltham Forest 002B,E01004353,18,36,233,3,44,7,14,7,896,62,71,401
2021,Waltham Forest 002C,E01004354,19,46,274,3,55,13,26,8,1007,63,55,445
2021,Waltham Forest 004A,E01004355,14,55,278,5,31,12,14,7,758,28,48,266
2021,Waltham Forest 001D,E01004356,10,54,342,9,41,13,24,5,807,31,57,221
2021,Waltham Forest 001E,E01004357,11,51,280,5,26,11,17,4,738,22,39,272
2021,Waltham Forest 002D,E01004358,8,48,306,6,52,14,20,1,970,48,77,390
2021,Waltham Forest 002E,E01004359,14,29,265,4,47,5,13,8,846,35,70,356
2021,Waltham Forest 004B,E01004360,12,27,237,4,27,9,13,6,632,32,47,218
2021,Waltham Forest 005A,E01004361,14,24,307,4,18,7,18,5,692,12,33,250
2021,Waltham Forest 021A,E01004362,34,36,123,4,50,18,11,3,892,30,149,434
2021,Waltham Forest 019A,E01004363,26,56,166,4,81,2,10,4,824,37,167,271
2021,Waltham Forest 019B,E01004364,31,91,194,5,81,4,11,3,865,53,131,261
2021,Waltham Forest 020A,E01004365,31,144,227,7,103,15,17,1,1143,85,238,275
2021,Waltham Forest 019C,E01004366,40,46,173,6,75,22,13,3,993,30,207,378
2021,Waltham Forest 019D,E01004367,24,81,131,5,59,7,13,3,770,25,160,262
2021,Waltham Forest 019E,E01004368,36,47,233,9,83,22,18,3,1111,57,217,386
2021,Waltham Forest 023A,E01004369,51,74,134,6,49,9,13,4,1018,55,225,398
2021,Waltham Forest 023B,E01004370,49,60,162,9,51,19,17,3,1242,55,286,531
2021,Waltham Forest 025A,E01004371,53,40,120,4,45,13,5,3,885,30,211,361
2021,Waltham Forest 023C,E01004372,56,24,111,1,37,8,9,4,1044,42,261,491
2021,Waltham Forest 025B,E01004373,34,84,120,5,57,21,7,5,931,54,211,333
2021,Waltham Forest 025C,E01004374,56,64,150,14,52,10,13,2,1121,76,284,400
2021,Waltham Forest 025D,E01004375,45,79,151,18,62,16,9,5,1086,43,299,359
2021,Waltham Forest 025E,E01004376,35,76,131,6,71,6,4,3,1063,44,364,323
2021,Waltham Forest 010C,E01004377,19,45,240,2,50,13,9,14,891,21,147,331
2021,Waltham Forest 010D,E01004378,36,69,201,10,54,8,8,3,911,29,137,356
2021,Waltham Forest 007A,E01004379,30,27,230,3,53,11,9,5,1074,63,119,524
2021,Waltham Forest 007B,E01004380,11,43,266,4,40,11,17,5,826,33,77,319
2021,Waltham Forest 007C,E01004381,45,39,230,4,56,15,15,7,1074,57,119,487
2021,Waltham Forest 008C,E01004382,22,74,176,7,40,8,14,6,781,58,97,279
2021,Waltham Forest 007D,E01004383,18,31,231,2,36,14,10,5,840,42,86,365
2021,Waltham Forest 003A,E01004384,19,55,335,7,49,13,16,5,882,49,65,269
2021,Waltham Forest 003B,E01004385,16,55,188,4,37,5,8,1,723,20,89,300
2021,Waltham Forest 003C,E01004386,21,30,267,4,27,8,20,15,873,25,67,389
2021,Waltham Forest 007E,E01004387,12,18,172,2,40,6,8,10,738,45,62,363
2021,Waltham Forest 007F,E01004388,28,31,187,6,45,8,10,2,788,59,73,339
2021,Waltham Forest 003D,E01004389,13,50,302,7,41,14,23,8,793,36,70,229
2021,Waltham Forest 003E,E01004390,13,50,278,1,37,7,17,4,717,22,66,222
2021,Waltham Forest 014A,E01004391,70,59,150,4,70,15,8,8,1338,54,275,625
2021,Waltham Forest 017A,E01004392,50,86,163,5,93,16,16,16,1400,65,319,571
2021,Waltham Forest 014B,E01004393,37,47,97,1,46,15,9,1,867,47,203,364
2021,Waltham Forest 017B,E01004394,42,70,150,3,61,11,6,1,1020,62,179,435
2021,Waltham Forest 018A,E01004395,63,39,117,8,40,3,4,3,928,41,164,446
2021,Waltham Forest 012A,E01004396,40,64,136,11,63,9,12,6,1061,48,258,414
2021,Waltham Forest 017C,E01004397,62,85,178,12,105,14,18,11,1659,91,376,707
2021,Waltham Forest 009A,E01004398,18,93,248,8,47,14,23,2,876,41,155,227
2021,Waltham Forest 009B,E01004399,22,89,219,4,43,9,17,4,758,37,142,172
2021,Waltham Forest 009C,E01004400,38,97,194,4,46,13,10,5,958,44,176,331
2021,Waltham Forest 014C,E01004401,54,63,184,11,54,6,10,4,1283,63,308,526
2021,Waltham Forest 009D,E01004402,24,63,166,12,52,19,12,6,858,41,141,322
2021,Waltham Forest 009E,E01004403,61,90,276,12,50,14,20,6,1274,54,188,503
2021,Waltham Forest 014D,E01004404,41,118,238,13,63,11,22,5,1355,70,301,473
2021,Waltham Forest 020B,E01004405,30,71,123,2,44,8,9,2,820,30,129,372
2021,Waltham Forest 016A,E01004406,37,86,120,6,81,11,6,1,994,51,209,386
2021,Waltham Forest 013A,E01004407,18,79,138,5,47,11,10,4,635,36,127,160
2021,Waltham Forest 016B,E01004408,42,51,103,4,63,8,15,3,939,21,182,447
2021,Waltham Forest 016C,E01004409,24,55,111,1,50,7,9,2,911,35,180,437
2021,Waltham Forest 013B,E01004410,31,45,137,5,34,9,17,1,843,37,140,387
2021,Waltham Forest 016D,E01004411,33,83,128,4,64,13,16,11,1202,67,237,546
2021,Waltham Forest 015A,E01004412,45,26,105,0,38,3,20,1,1031,26,168,599
2021,Waltham Forest 004C,E01004413,14,66,246,8,28,11,22,4,674,32,44,199
2021,Waltham Forest 005B,E01004414,12,81,292,9,46,14,26,5,869,34,79,271
2021,Waltham Forest 004D,E01004415,8,51,264,6,33,9,18,4,699,35,53,218
2021,Waltham Forest 004E,E01004416,23,40,268,11,34,7,20,11,940,59,86,381
2021,Waltham Forest 005C,E01004417,29,72,269,7,49,12,17,4,853,36,103,255
2021,Waltham Forest 008D,E01004418,15,56,280,5,52,12,15,3,850,30,106,276
2021,Waltham Forest 008E,E01004419,23,112,394,8,70,18,21,5,1290,53,156,430
2021,Waltham Forest 020C,E01004420,38,165,205,6,67,21,9,3,1099,55,248,282
2021,Waltham Forest 018B,E01004421,34,118,208,8,68,19,17,6,968,51,174,265
2021,Waltham Forest 022A,E01004422,83,146,217,14,69,12,20,5,1383,64,199,554
2021,Waltham Forest 020D,E01004423,46,127,156,8,76,10,19,4,914,26,187,255
2021,Waltham Forest 022B,E01004424,33,161,179,7,60,14,31,6,1016,42,170,313
2021,Waltham Forest 022C,E01004425,69,130,148,12,47,11,6,10,1101,47,159,462
2021,Waltham Forest 022D,E01004426,79,121,161,7,61,13,15,3,891,37,128,266
2021,Waltham Forest 022E,E01004427,103,158,165,8,50,22,7,9,1113,54,167,370
2021,Waltham Forest 026B,E01004428,28,111,179,6,66,6,13,7,834,62,156,200
2021,Waltham Forest 026C,E01004429,33,97,154,10,36,17,11,2,917,53,223,281
2021,Waltham Forest 026D,E01004430,72,90,170,4,82,13,11,15,1627,83,420,667
2021,Waltham Forest 023D,E01004432,44,91,161,4,60,15,14,8,979,62,194,326
2021,Waltham Forest 026E,E01004434,52,136,179,10,55,9,11,9,947,60,155,271
2021,Waltham Forest 023E,E01004435,47,98,155,7,53,16,16,3,991,54,226,316
2021,Waltham Forest 021B,E01004436,22,38,139,3,45,10,10,5,823,34,168,349
2021,Waltham Forest 021C,E01004437,43,34,136,3,53,15,10,0,956,47,242,373
2021,Waltham Forest 024C,E01004438,36,58,155,7,62,17,12,6,1245,58,276,558
2021,Waltham Forest 021D,E01004439,34,45,123,3,46,14,5,5,897,35,212,375
2021,Waltham Forest 024D,E01004440,49,47,136,7,66,16,7,2,1191,54,322,485
2021,Waltham Forest 024E,E01004441,37,33,108,8,33,10,10,6,836,20,167,404
2021,Waltham Forest 021E,E01004442,41,35,110,4,39,10,9,4,899,34,194,419
2021,Waltham Forest 016E,E01004443,51,72,140,0,91,17,7,7,1208,52,252,519
2021,Waltham Forest 017D,E01004444,53,115,179,9,103,16,15,7,1553,96,288,672
2021,Waltham Forest 018C,E01004445,40,59,146,14,56,5,10,4,1089,41,305,409
2021,Waltham Forest 017E,E01004446,56,106,156,8,67,7,7,10,1419,100,402,500
2021,Waltham Forest 016F,E01004447,37,53,109,3,60,13,17,2,1006,41,222,449
2021,Waltham Forest 018D,E01004448,47,57,142,12,49,12,10,5,1034,59,155,486
2021,Waltham Forest 018E,E01004449,27,108,165,8,54,7,9,8,750,61,114,189
2021,Waltham Forest 006A,E01004450,19,40,363,8,50,8,19,3,841,28,73,230
2021,Waltham Forest 005D,E01004451,11,69,326,5,49,8,19,17,866,28,101,233
2021,Waltham Forest 005E,E01004452,19,90,334,8,67,16,27,5,901,27,112,196
2021,Waltham Forest 006B,E01004453,8,56,334,8,52,12,24,8,845,32,91,220
2021,Waltham Forest 006C,E01004454,20,97,311,6,58,14,32,6,907,28,98,237
2021,Waltham Forest 006D,E01004455,18,99,242,7,55,11,24,4,816,24,119,213
2021,Waltham Forest 006E,E01004456,11,120,225,3,49,7,19,4,690,29,81,142
2021,Waltham Forest 012B,E01004457,44,53,127,5,59,8,11,3,1096,32,184,570
2021,Waltham Forest 012C,E01004458,39,67,167,6,61,6,10,4,1038,48,232,398
2021,Waltham Forest 012D,E01004459,18,88,150,2,49,9,9,4,622,42,95,156
2021,Waltham Forest 011D,E01004460,35,69,187,6,52,11,16,3,1066,41,224,422
2021,Waltham Forest 011E,E01004462,38,72,164,3,56,12,11,6,1214,38,297,517
2021,Waltham Forest 012E,E01004463,61,40,152,9,52,14,10,6,1222,27,174,677
2021,Waltham Forest 013C,E01004464,33,52,115,3,53,16,9,7,797,58,132,319
2021,Waltham Forest 015B,E01004465,27,40,118,3,50,9,15,3,844,33,120,426
2021,Waltham Forest 015C,E01004466,48,31,110,5,54,4,7,4,973,16,133,561
2021,Waltham Forest 015D,E01004467,46,123,200,2,79,22,9,6,1102,62,183,370
2021,Waltham Forest 015E,E01004468,45,39,154,4,51,10,8,4,954,34,153,452
2021,Waltham Forest 013D,E01004469,19,74,214,1,54,12,18,2,807,52,120,241
2021,Waltham Forest 013E,E01004470,27,48,146,2,44,3,1,2,814,60,137,344
2021,Waltham Forest 013F,E01004471,23,45,155,5,57,6,11,4,828,48,143,331
2021,Wandsworth 021A,E01004472,51,23,50,5,52,0,6,2,1169,20,125,835
2021,Wandsworth 026A,E01004473,44,29,54,8,42,5,3,4,1162,28,141,804
2021,Wandsworth 021B,E01004474,47,55,52,6,75,3,1,13,1486,50,200,984
2021,Wandsworth 026B,E01004475,26,23,66,2,30,3,3,1,937,39,109,635
2021,Wandsworth 021C,E01004476,46,39,59,7,47,7,4,10,1246,25,168,834
2021,Wandsworth 017A,E01004477,36,8,64,5,25,7,3,2,863,15,84,614
2021,Wandsworth 017B,E01004478,40,10,51,9,35,3,1,6,798,11,75,557
2021,Wandsworth 017C,E01004479,39,24,66,6,47,3,3,4,870,24,69,585
2021,Wandsworth 026C,E01004480,41,22,70,1,40,2,3,2,1225,20,158,866
2021,Wandsworth 029A,E01004481,57,46,85,3,56,3,6,5,1160,25,172,702
2021,Wandsworth 030A,E01004482,48,48,65,9,57,5,8,2,995,24,128,601
2021,Wandsworth 026D,E01004483,51,56,137,10,81,9,4,3,1415,20,195,849
2021,Wandsworth 026E,E01004484,39,19,66,3,40,6,4,2,1006,36,127,664
2021,Wandsworth 030B,E01004485,34,42,69,9,55,9,4,2,1114,40,130,720
2021,Wandsworth 026F,E01004486,43,19,79,7,41,9,1,4,991,22,119,647
2021,Wandsworth 030C,E01004487,44,33,77,13,40,5,6,4,947,28,118,579
2021,Wandsworth 029B,E01004488,32,20,53,10,36,2,6,5,753,29,65,495
2021,Wandsworth 030D,E01004489,31,30,63,6,32,3,4,2,743,18,88,466
2021,Wandsworth 031A,E01004490,38,29,66,7,51,8,3,2,979,63,52,660
