date,geography,geography code,Schoolchild or full-time student indicator: Not a student,Schoolchild or full-time student indicator: Student,Schoolchild or full-time student indicator: Total
2021,Brent 007B,E01000573,1220,328,1548
2021,Brent 007C,E01000574,1161,357,1518
2021,Brent 007D,E01000575,1577,423,2000
2021,Brent 012C,E01000576,1392,390,1782
2021,Brent 007E,E01000577,1667,698,2365
2021,Brent 012D,E01000578,1681,499,2180
2021,Brent 032A,E01000579,1240,255,1495
2021,Brent 032B,E01000580,1501,408,1909
2021,Brent 030E,E01000581,1105,334,1439
2021,Brent 032C,E01000582,1282,412,1694
2021,Brent 032D,E01000583,1597,349,1946
2021,Brent 033E,E01000584,1168,280,1448
2021,Brent 033F,E01000585,1125,268,1393
2021,Brent 032E,E01000586,1834,406,2240
2021,Brent 001A,E01000587,1235,301,1536
2021,Brent 001B,E01000589,1884,517,2401
2021,Brent 001C,E01000590,1456,353,1809
2021,Brent 003F,E01000591,1597,445,2042
2021,Brent 001D,E01000592,1401,340,1741
2021,Brent 001E,E01000593,1553,445,1998
2021,Brent 001F,E01000594,1341,380,1721
2021,Brent 027A,E01000595,1114,533,1647
2021,Brent 021A,E01000596,1182,550,1732
2021,Brent 027D,E01000599,1328,454,1782
2021,Brent 021B,E01000601,892,436,1328
2021,Brent 021C,E01000602,1009,381,1390
2021,Brent 021D,E01000603,979,345,1324
2021,Brent 021E,E01000604,1146,510,1656
2021,Brent 021F,E01000605,1176,528,1704
2021,Brent 016B,E01000606,1327,444,1771
2021,Brent 013C,E01000607,1728,673,2401
2021,Brent 013D,E01000608,1701,464,2165
2021,Brent 016C,E01000609,1509,437,1946
2021,Brent 019A,E01000610,1570,482,2052
2021,Brent 016D,E01000611,1362,431,1793
2021,Brent 019B,E01000612,1283,394,1677
2021,Brent 013E,E01000613,1268,354,1622
2021,Brent 036A,E01000615,1637,1389,3026
2021,Brent 020A,E01000616,1457,396,1853
2021,Brent 036B,E01000617,1725,427,2152
2021,Brent 036D,E01000618,1259,331,1590
2021,Brent 036C,E01000619,1232,388,1620
2021,Brent 020B,E01000620,1377,304,1681
2021,Brent 020C,E01000621,1349,374,1723
2021,Brent 010D,E01000622,1296,472,1768
2021,Brent 005C,E01000623,1392,364,1756
2021,Brent 005D,E01000624,1325,323,1648
2021,Brent 009E,E01000625,1215,363,1578
2021,Brent 010E,E01000626,1099,336,1435
2021,Brent 014E,E01000627,1439,507,1946
2021,Brent 014F,E01000628,1337,348,1685
2021,Brent 005E,E01000629,1458,406,1864
2021,Brent 026E,E01000630,2040,527,2567
2021,Brent 019C,E01000631,1581,369,1950
2021,Brent 029E,E01000632,1829,521,2350
2021,Brent 019D,E01000633,1895,532,2427
2021,Brent 019E,E01000634,1837,643,2480
2021,Brent 020E,E01000636,1933,504,2437
2021,Brent 022B,E01000637,1131,299,1430
2021,Brent 024A,E01000638,1472,490,1962
2021,Brent 022C,E01000639,1312,306,1618
2021,Brent 024B,E01000640,1536,500,2036
2021,Brent 024C,E01000641,1362,445,1807
2021,Brent 022D,E01000642,1794,320,2114
2021,Brent 024D,E01000643,1584,548,2132
2021,Brent 022E,E01000644,1465,336,1801
2021,Bromley 007A,E01000645,1105,273,1378
2021,Bromley 016A,E01000646,1400,314,1714
2021,Bromley 016B,E01000647,1224,380,1604
2021,Bromley 016C,E01000648,1399,382,1781
2021,Bromley 007B,E01000649,1527,431,1958
2021,Bromley 022A,E01000650,1376,358,1734
2021,Bromley 020A,E01000651,1324,282,1606
2021,Bromley 022B,E01000652,1324,306,1630
2021,Bromley 016D,E01000653,1194,277,1471
2021,Bromley 039A,E01000654,969,247,1216
2021,Bromley 039B,E01000655,999,253,1252
2021,Bromley 039C,E01000656,1180,251,1431
2021,Bromley 039D,E01000657,1227,251,1478
2021,Bromley 042A,E01000658,1121,177,1298
2021,Bromley 039E,E01000659,1089,297,1386
2021,Bromley 026A,E01000661,1961,636,2597
2021,Bromley 026B,E01000662,1316,372,1688
2021,Bromley 026C,E01000663,1224,351,1575
2021,Bromley 026D,E01000664,1209,357,1566
2021,Bromley 033A,E01000665,1417,330,1747
2021,Bromley 033B,E01000666,1542,275,1817
2021,Bromley 033C,E01000667,1305,303,1608
2021,Bromley 020B,E01000668,1687,360,2047
2021,Bromley 020C,E01000669,1292,320,1612
2021,Bromley 018A,E01000670,1518,321,1839
2021,Bromley 020D,E01000671,1726,394,2120
2021,Bromley 011A,E01000672,1275,301,1576
2021,Bromley 011B,E01000673,1201,366,1567
2021,Bromley 008A,E01000674,1285,317,1602
2021,Bromley 008B,E01000676,1514,380,1894
2021,Bromley 018C,E01000677,1408,356,1764
2021,Bromley 016E,E01000678,1362,371,1733
2021,Bromley 020E,E01000679,1286,362,1648
2021,Bromley 037A,E01000680,1319,271,1590
2021,Bromley 035A,E01000681,1305,355,1660
2021,Bromley 035B,E01000682,1226,307,1533
2021,Bromley 035C,E01000683,1277,337,1614
2021,Bromley 035D,E01000684,1518,462,1980
2021,Bromley 037B,E01000685,1196,321,1517
2021,Bromley 037C,E01000686,1140,275,1415
2021,Bromley 037D,E01000687,1244,242,1486
2021,Bromley 037E,E01000688,1053,271,1324
2021,Bromley 002A,E01000689,1141,404,1545
2021,Bromley 002B,E01000690,1051,244,1295
2021,Bromley 002C,E01000691,1168,261,1429
2021,Bromley 002D,E01000692,1263,288,1551
2021,Bromley 010A,E01000693,1227,229,1456
2021,Bromley 007C,E01000694,1715,450,2165
2021,Bromley 007D,E01000695,1162,285,1447
2021,Bromley 007E,E01000696,1295,256,1551
2021,Bromley 007F,E01000697,1376,316,1692
2021,Bromley 010B,E01000698,913,217,1130
2021,Bromley 015A,E01000699,1105,239,1344
2021,Bromley 013A,E01000700,1148,267,1415
2021,Bromley 015B,E01000701,1071,247,1318
2021,Bromley 013B,E01000702,1123,200,1323
2021,Bromley 013C,E01000703,1235,390,1625
2021,Bromley 015C,E01000704,1108,260,1368
2021,Bromley 015D,E01000705,1042,232,1274
2021,Bromley 013D,E01000706,1052,230,1282
2021,Bromley 041A,E01000707,1034,350,1384
2021,Bromley 041B,E01000708,1251,328,1579
2021,Bromley 006A,E01000709,1143,144,1287
2021,Bromley 006B,E01000710,1926,266,2192
2021,Bromley 006C,E01000711,1571,188,1759
2021,Bromley 012A,E01000712,1477,221,1698
2021,Bromley 012B,E01000713,1483,221,1704
2021,Bromley 006D,E01000714,1713,310,2023
2021,Bromley 012C,E01000715,1458,217,1675
2021,Bromley 011C,E01000716,1317,257,1574
2021,Bromley 011D,E01000717,1372,220,1592
2021,Bromley 006E,E01000718,1503,431,1934
2021,Bromley 019A,E01000719,1492,461,1953
2021,Bromley 019B,E01000720,1241,428,1669
2021,Bromley 019C,E01000721,1099,375,1474
2021,Bromley 023A,E01000722,1409,324,1733
2021,Bromley 029A,E01000723,1029,161,1190
2021,Bromley 019D,E01000724,1138,409,1547
2021,Bromley 023B,E01000725,1332,295,1627
2021,Bromley 029B,E01000726,1058,169,1227
2021,Bromley 028A,E01000727,1319,270,1589
2021,Bromley 019E,E01000728,1269,242,1511
2021,Bromley 014A,E01000729,1354,453,1807
2021,Bromley 014B,E01000730,1228,415,1643
2021,Bromley 023C,E01000731,992,282,1274
2021,Bromley 023D,E01000732,1164,267,1431
2021,Bromley 023E,E01000733,1241,329,1570
2021,Bromley 028B,E01000734,995,289,1284
2021,Bromley 014C,E01000735,1091,349,1440
2021,Bromley 010C,E01000736,1194,336,1530
2021,Bromley 010D,E01000737,1038,266,1304
2021,Bromley 014D,E01000738,1296,280,1576
2021,Bromley 014E,E01000739,1165,380,1545
2021,Bromley 005B,E01000741,1478,211,1689
2021,Bromley 005C,E01000742,1646,341,1987
2021,Bromley 009A,E01000743,1451,313,1764
2021,Bromley 009B,E01000744,1156,308,1464
2021,Bromley 005D,E01000745,1451,286,1737
2021,Bromley 005E,E01000746,1578,290,1868
2021,Bromley 042B,E01000747,1525,381,1906
2021,Bromley 042C,E01000748,1411,222,1633
2021,Bromley 036A,E01000749,1317,293,1610
2021,Bromley 036B,E01000750,1117,288,1405
2021,Bromley 036C,E01000751,1661,464,2125
2021,Bromley 036D,E01000752,1377,307,1684
2021,Bromley 031A,E01000753,1467,403,1870
2021,Bromley 031B,E01000754,1326,332,1658
2021,Bromley 031C,E01000755,1231,326,1557
2021,Bromley 033D,E01000756,1298,338,1636
2021,Bromley 031D,E01000757,1215,302,1517
2021,Bromley 031E,E01000758,1088,305,1393
2021,Bromley 034A,E01000759,1238,338,1576
2021,Bromley 034B,E01000760,1251,309,1560
2021,Bromley 034C,E01000761,1174,303,1477
2021,Bromley 018D,E01000762,1331,306,1637
2021,Bromley 027A,E01000763,1092,321,1413
2021,Bromley 027B,E01000764,1347,364,1711
2021,Bromley 034D,E01000765,1337,376,1713
2021,Bromley 027C,E01000766,1326,410,1736
2021,Bromley 027D,E01000767,1228,345,1573
2021,Bromley 034E,E01000768,1145,296,1441
2021,Bromley 024A,E01000769,1063,285,1348
2021,Bromley 012D,E01000770,1215,238,1453
2021,Bromley 041C,E01000771,1237,333,1570
2021,Bromley 012E,E01000772,1301,197,1498
2021,Bromley 024B,E01000773,1162,356,1518
2021,Bromley 041D,E01000774,1108,293,1401
2021,Bromley 024C,E01000775,1694,478,2172
2021,Bromley 024D,E01000777,1192,361,1553
2021,Bromley 024E,E01000778,1222,310,1532
2021,Bromley 001A,E01000779,1107,217,1324
2021,Bromley 001B,E01000780,1187,320,1507
2021,Bromley 001C,E01000781,1101,353,1454
2021,Bromley 001D,E01000782,1103,322,1425
2021,Bromley 001E,E01000783,1138,353,1491
2021,Bromley 002E,E01000784,1141,307,1448
2021,Bromley 001F,E01000785,1117,356,1473
2021,Bromley 032A,E01000786,1206,187,1393
2021,Bromley 029C,E01000787,1177,237,1414
2021,Bromley 029D,E01000788,1208,313,1521
2021,Bromley 032B,E01000789,1171,559,1730
2021,Bromley 028C,E01000790,1841,338,2179
2021,Bromley 029E,E01000791,1209,226,1435
2021,Bromley 032C,E01000792,1098,310,1408
2021,Bromley 032D,E01000793,1233,251,1484
2021,Bromley 035E,E01000794,1212,252,1464
2021,Bromley 032E,E01000795,1020,275,1295
2021,Bromley 009C,E01000796,1062,383,1445
2021,Bromley 013E,E01000797,1249,294,1543
2021,Bromley 009D,E01000798,1154,276,1430
2021,Bromley 004A,E01000799,1345,323,1668
2021,Bromley 009E,E01000800,1282,286,1568
2021,Bromley 015E,E01000801,1159,247,1406
2021,Bromley 004B,E01000802,1443,264,1707
2021,Bromley 004C,E01000803,1276,240,1516
2021,Bromley 004D,E01000804,1095,295,1390
2021,Bromley 004E,E01000805,1291,308,1599
2021,Bromley 009F,E01000806,1208,380,1588
2021,Bromley 022C,E01000807,1213,325,1538
2021,Bromley 025A,E01000808,1192,267,1459
2021,Bromley 022D,E01000809,1201,257,1458
2021,Bromley 025B,E01000810,1167,275,1442
2021,Bromley 025C,E01000811,1027,228,1255
2021,Bromley 028D,E01000812,1267,276,1543
2021,Bromley 025D,E01000813,1198,273,1471
2021,Bromley 028E,E01000814,1196,251,1447
2021,Bromley 025E,E01000815,1159,274,1433
2021,Bromley 040A,E01000816,1182,251,1433
2021,Bromley 040B,E01000818,1314,283,1597
2021,Bromley 040C,E01000819,1373,355,1728
2021,Bromley 008C,E01000820,1222,302,1524
2021,Bromley 008D,E01000822,1187,306,1493
2021,Bromley 008E,E01000823,1293,291,1584
2021,Bromley 008F,E01000824,1052,264,1316
2021,Bromley 008G,E01000825,1284,262,1546
2021,Bromley 021A,E01000826,1209,372,1581
2021,Bromley 021B,E01000827,1354,299,1653
2021,Bromley 011E,E01000828,1310,287,1597
2021,Bromley 018E,E01000829,1327,315,1642
2021,Bromley 021C,E01000830,1182,354,1536
2021,Bromley 021D,E01000831,1320,282,1602
2021,Bromley 030A,E01000832,1189,314,1503
2021,Bromley 021E,E01000833,1069,325,1394
2021,Bromley 027E,E01000834,985,291,1276
2021,Bromley 030B,E01000835,1312,346,1658
2021,Bromley 030C,E01000836,1035,281,1316
2021,Bromley 030D,E01000837,1161,338,1499
2021,Bromley 030E,E01000838,1122,231,1353
2021,Bromley 030F,E01000839,1108,223,1331
2021,Bromley 030G,E01000840,1264,199,1463
2021,Bromley 030H,E01000841,1334,287,1621
2021,Camden 011A,E01000842,1155,194,1349
2021,Camden 014A,E01000843,957,187,1144
2021,Camden 011B,E01000844,1230,304,1534
2021,Camden 014B,E01000845,1136,281,1417
2021,Camden 014C,E01000846,1003,379,1382
2021,Camden 014D,E01000847,1094,427,1521
2021,Camden 011C,E01000848,1177,229,1406
2021,Camden 011D,E01000849,1107,182,1289
2021,Camden 026A,E01000850,914,486,1400
2021,Camden 026B,E01000851,753,693,1446
2021,Camden 029H,E01000853,1026,330,1356
2021,Camden 028A,E01000855,974,296,1270
2021,Camden 019A,E01000856,1129,402,1531
2021,Camden 018A,E01000857,1063,264,1327
2021,Camden 018B,E01000858,1398,453,1851
2021,Camden 018C,E01000859,1137,248,1385
2021,Camden 018D,E01000860,891,166,1057
2021,Camden 019B,E01000861,1062,260,1322
2021,Camden 018E,E01000862,1286,298,1584
2021,Camden 021A,E01000863,1050,374,1424
2021,Camden 009A,E01000866,1452,418,1870
2021,Camden 015C,E01000867,1237,438,1675
2021,Camden 015D,E01000868,1201,428,1629
2021,Camden 015E,E01000869,1428,452,1880
2021,Camden 009B,E01000870,1231,293,1524
2021,Camden 005A,E01000871,1218,353,1571
2021,Camden 005B,E01000872,1362,273,1635
2021,Camden 005C,E01000873,1208,294,1502
2021,Camden 005D,E01000874,1119,278,1397
2021,Camden 013A,E01000875,1263,232,1495
2021,Camden 013B,E01000876,1455,375,1830
2021,Camden 005E,E01000877,1129,268,1397
2021,Camden 004A,E01000878,1261,345,1606
2021,Camden 004B,E01000879,984,243,1227
2021,Camden 004C,E01000880,1031,280,1311
2021,Camden 008A,E01000881,1009,284,1293
2021,Camden 008B,E01000882,1081,277,1358
2021,Camden 008C,E01000883,1155,275,1430
2021,Camden 004D,E01000884,1045,329,1374
2021,Camden 004E,E01000885,962,249,1211
2021,Camden 006A,E01000886,1052,235,1287
2021,Camden 006B,E01000887,1102,218,1320
2021,Camden 006C,E01000888,1096,305,1401
2021,Camden 007A,E01000889,1288,397,1685
2021,Camden 007B,E01000890,960,250,1210
2021,Camden 007C,E01000891,1067,350,1417
2021,Camden 006D,E01000892,1349,344,1693
2021,Camden 002A,E01000893,1086,247,1333
2021,Camden 002B,E01000894,958,248,1206
2021,Camden 002C,E01000895,1223,248,1471
2021,Camden 002D,E01000896,1122,256,1378
2021,Camden 008D,E01000897,1121,317,1438
2021,Camden 008E,E01000898,1290,219,1509
2021,Camden 002E,E01000899,1199,268,1467
2021,Camden 012A,E01000900,1279,325,1604
2021,Camden 007D,E01000901,1272,572,1844
2021,Camden 012B,E01000902,996,354,1350
2021,Camden 006E,E01000903,1082,253,1335
2021,Camden 012C,E01000904,1527,450,1977
2021,Camden 012D,E01000905,1272,491,1763
2021,Camden 012E,E01000906,1152,213,1365
2021,Camden 001A,E01000907,1085,307,1392
2021,Camden 001B,E01000908,1194,271,1465
2021,Camden 001C,E01000909,1214,284,1498
2021,Camden 003A,E01000910,1027,262,1289
2021,Camden 003B,E01000911,1064,312,1376
2021,Camden 001D,E01000912,1226,281,1507
2021,Camden 001E,E01000913,1275,276,1551
2021,Camden 028B,E01000914,984,401,1385
2021,Camden 027A,E01000915,1029,429,1458
2021,Camden 027B,E01000916,1389,417,1806
2021,Camden 027C,E01000917,1205,361,1566
2021,Camden 028C,E01000918,1160,582,1742
2021,Camden 028D,E01000919,996,411,1407
2021,Camden 027D,E01000920,1250,325,1575
2021,Camden 003C,E01000921,1498,280,1778
2021,Camden 007E,E01000922,1277,579,1856
2021,Camden 003D,E01000923,1159,223,1382
2021,Camden 009C,E01000924,1204,292,1496
2021,Camden 009D,E01000925,989,437,1426
2021,Camden 009E,E01000926,1039,361,1400
2021,Camden 007F,E01000927,1173,288,1461
2021,Camden 003E,E01000928,1325,312,1637
2021,Camden 020A,E01000929,1271,553,1824
2021,Camden 020B,E01000930,1565,397,1962
2021,Camden 013C,E01000931,1519,395,1914
2021,Camden 013D,E01000932,1421,257,1678
2021,Camden 020C,E01000933,1372,312,1684
2021,Camden 020D,E01000934,1115,333,1448
2021,Camden 020E,E01000935,1127,371,1498
2021,Camden 029G,E01000937,503,592,1095
2021,Camden 029A,E01000938,940,360,1300
2021,Camden 029B,E01000939,892,490,1382
2021,Camden 029D,E01000941,854,274,1128
2021,Camden 029C,E01000942,601,390,991
2021,Camden 029F,E01000943,579,995,1574
2021,Camden 023A,E01000944,960,450,1410
2021,Camden 021B,E01000946,1102,388,1490
2021,Camden 021C,E01000947,1112,499,1611
2021,Camden 021D,E01000948,1128,336,1464
2021,Camden 023C,E01000949,1142,365,1507
2021,Camden 023E,E01000951,953,488,1441
2021,Camden 022A,E01000952,1088,536,1624
2021,Camden 022C,E01000954,1027,601,1628
2021,Camden 022D,E01000955,867,408,1275
2021,Camden 022E,E01000956,966,468,1434
2021,Camden 019C,E01000957,1033,222,1255
2021,Camden 019D,E01000958,1519,1294,2813
2021,Camden 019E,E01000959,1087,527,1614
2021,Camden 017A,E01000960,1398,357,1755
2021,Camden 017B,E01000961,1265,423,1688
2021,Camden 016A,E01000962,1233,230,1463
2021,Camden 017C,E01000963,1364,416,1780
2021,Camden 016B,E01000964,1327,306,1633
2021,Camden 016C,E01000965,1310,313,1623
2021,Camden 016D,E01000966,1232,278,1510
2021,Camden 017D,E01000967,1114,321,1435
2021,Camden 016E,E01000968,1213,172,1385
2021,Camden 010A,E01000969,1467,278,1745
2021,Camden 010B,E01000970,1210,135,1345
2021,Camden 010C,E01000971,1012,230,1242
2021,Camden 010D,E01000972,1488,377,1865
2021,Camden 010E,E01000973,1850,592,2442
2021,Camden 013E,E01000974,1275,234,1509
2021,Croydon 022A,E01000975,1771,411,2182
2021,Croydon 022B,E01000976,1550,416,1966
2021,Croydon 022C,E01000977,1513,279,1792
2021,Croydon 022D,E01000978,1327,265,1592
2021,Croydon 022E,E01000979,1367,273,1640
2021,Croydon 017A,E01000980,1045,356,1401
2021,Croydon 017B,E01000981,1265,347,1612
2021,Croydon 017C,E01000982,1222,321,1543
2021,Croydon 017D,E01000983,1418,309,1727
2021,Croydon 022F,E01000984,1378,356,1734
2021,Croydon 021A,E01000985,1121,263,1384
2021,Croydon 021B,E01000986,1351,303,1654
2021,Croydon 021C,E01000987,1080,205,1285
2021,Croydon 018A,E01000989,1320,336,1656
2021,Croydon 045A,E01000990,1038,341,1379
2021,Croydon 018B,E01000991,1407,264,1671
2021,Croydon 014A,E01000992,1378,400,1778
2021,Croydon 021D,E01000993,1185,337,1522
2021,Croydon 009A,E01000994,1155,359,1514
2021,Croydon 009B,E01000995,1199,405,1604
2021,Croydon 009C,E01000996,1010,249,1259
2021,Croydon 009D,E01000997,1080,356,1436
2021,Croydon 010A,E01000998,1079,299,1378
2021,Croydon 009E,E01000999,965,302,1267
2021,Croydon 010B,E01001000,980,283,1263
2021,Croydon 013A,E01001001,999,313,1312
2021,Croydon 009F,E01001002,1013,370,1383
2021,Croydon 010C,E01001003,1115,371,1486
2021,Croydon 015A,E01001004,1520,505,2025
2021,Croydon 019A,E01001005,1189,428,1617
2021,Croydon 016A,E01001006,1187,479,1666
2021,Croydon 016B,E01001007,1365,543,1908
2021,Croydon 019B,E01001008,1128,445,1573
2021,Croydon 019C,E01001009,1372,512,1884
2021,Croydon 019D,E01001010,1178,436,1614
2021,Croydon 019E,E01001011,1515,580,2095
2021,Croydon 020A,E01001012,1468,457,1925
2021,Croydon 020B,E01001013,1489,486,1975
2021,Croydon 041A,E01001015,1069,334,1403
2021,Croydon 041B,E01001016,1306,349,1655
2021,Croydon 043A,E01001017,1263,276,1539
2021,Croydon 044A,E01001018,1275,284,1559
2021,Croydon 044B,E01001019,1165,205,1370
2021,Croydon 044C,E01001020,1232,289,1521
2021,Croydon 044D,E01001021,963,316,1279
2021,Croydon 044E,E01001022,1191,218,1409
2021,Croydon 041C,E01001023,1886,466,2352
2021,Croydon 043B,E01001024,1026,234,1260
2021,Croydon 043C,E01001025,1015,241,1256
2021,Croydon 043D,E01001026,1336,399,1735
2021,Croydon 043E,E01001027,2022,604,2626
2021,Croydon 038A,E01001028,1287,304,1591
2021,Croydon 038B,E01001029,1339,269,1608
2021,Croydon 038C,E01001030,1091,288,1379
2021,Croydon 038D,E01001031,1120,265,1385
2021,Croydon 035A,E01001032,1169,308,1477
2021,Croydon 031A,E01001033,1275,267,1542
2021,Croydon 031B,E01001034,1208,273,1481
2021,Croydon 047C,E01001035,1452,275,1727
2021,Croydon 029A,E01001036,1291,258,1549
2021,Croydon 029B,E01001037,1118,275,1393
2021,Croydon 029C,E01001038,1486,299,1785
2021,Croydon 029D,E01001039,1173,299,1472
2021,Croydon 029E,E01001040,1262,332,1594
2021,Croydon 031C,E01001041,1241,368,1609
2021,Croydon 024B,E01001042,1592,406,1998
2021,Croydon 023A,E01001044,1535,418,1953
2021,Croydon 023B,E01001046,1397,371,1768
2021,Croydon 047A,E01001047,1335,270,1605
2021,Croydon 023C,E01001049,1137,223,1360
2021,Croydon 023D,E01001050,1305,313,1618
2021,Croydon 030A,E01001051,1016,480,1496
2021,Croydon 030B,E01001052,931,471,1402
2021,Croydon 032A,E01001053,1106,394,1500
2021,Croydon 030C,E01001054,1207,546,1753
2021,Croydon 032B,E01001055,1120,373,1493
2021,Croydon 030D,E01001056,1045,648,1693
2021,Croydon 030E,E01001057,1021,655,1676
2021,Croydon 034A,E01001058,1003,269,1272
2021,Croydon 034B,E01001059,1074,264,1338
2021,Croydon 034C,E01001060,1182,328,1510
2021,Croydon 034D,E01001061,1243,284,1527
2021,Croydon 026A,E01001062,1214,246,1460
2021,Croydon 026B,E01001063,1195,260,1455
2021,Croydon 026C,E01001064,1280,256,1536
2021,Croydon 034E,E01001065,1092,178,1270
2021,Croydon 034F,E01001066,1001,376,1377
2021,Croydon 041D,E01001067,1256,320,1576
2021,Croydon 042A,E01001068,1401,315,1716
2021,Croydon 040A,E01001069,1049,226,1275
2021,Croydon 040B,E01001070,1286,398,1684
2021,Croydon 042B,E01001071,1438,353,1791
2021,Croydon 042C,E01001072,1199,217,1416
2021,Croydon 037A,E01001073,1093,232,1325
2021,Croydon 041E,E01001074,1420,394,1814
2021,Croydon 040C,E01001075,1219,302,1521
2021,Croydon 036A,E01001076,1097,448,1545
2021,Croydon 032C,E01001077,1010,256,1266
2021,Croydon 032D,E01001078,1008,364,1372
2021,Croydon 036B,E01001079,1144,387,1531
2021,Croydon 036C,E01001080,1059,335,1394
2021,Croydon 036D,E01001081,1021,375,1396
2021,Croydon 032E,E01001082,1088,365,1453
2021,Croydon 003A,E01001083,1254,289,1543
2021,Croydon 002A,E01001084,1482,353,1835
2021,Croydon 004A,E01001085,1303,310,1613
2021,Croydon 003B,E01001086,1358,276,1634
2021,Croydon 003C,E01001087,2088,494,2582
2021,Croydon 004B,E01001088,1238,363,1601
2021,Croydon 004C,E01001089,1285,411,1696
2021,Croydon 004D,E01001090,1648,485,2133
2021,Croydon 004E,E01001091,1198,308,1506
2021,Croydon 037B,E01001092,1521,312,1833
2021,Croydon 037C,E01001093,1335,353,1688
2021,Croydon 038E,E01001094,1272,308,1580
2021,Croydon 031D,E01001095,1071,341,1412
2021,Croydon 037D,E01001096,1144,247,1391
2021,Croydon 037E,E01001097,1841,382,2223
2021,Croydon 037F,E01001098,1121,272,1393
2021,Croydon 040D,E01001099,1132,339,1471
2021,Croydon 031E,E01001100,1159,254,1413
2021,Croydon 035B,E01001101,1084,257,1341
2021,Croydon 035C,E01001102,1171,269,1440
2021,Croydon 039A,E01001103,1276,278,1554
