date,geography,geography code,Distance travelled to work: 10km to less than 20km,Distance travelled to work: 20km to less than 30km,Distance travelled to work: 2km to less than 5km,Distance travelled to work: 30km to less than 40km,Distance travelled to work: 40km to less than 60km,Distance travelled to work: 5km to less than 10km,Distance travelled to work: 60km and over,Distance travelled to work: Less than 2km,Distance travelled to work: Total: All usual residents aged 16 years and over in employment the week before the census,"Distance travelled to work: Works mainly at an offshore installation, in no fixed place, or outside the UK",Distance travelled to work: Works mainly from home
2021,Bexley 020C,E01000361,92,16,98,7,3,86,3,65,845,149,326
2021,Bexley 015B,E01000362,103,35,86,5,6,92,8,69,910,148,358
2021,Bexley 020D,E01000363,86,17,73,10,1,74,3,64,744,125,291
2021,Bexley 023A,E01000364,89,46,96,10,7,95,5,48,829,148,285
2021,Bexley 015C,E01000365,98,27,69,6,3,85,3,74,781,129,287
2021,Bexley 015D,E01000366,121,34,69,1,4,84,9,57,872,107,386
2021,Bexley 010A,E01000367,133,65,147,10,8,123,14,78,983,171,234
2021,Bexley 010B,E01000368,74,51,112,9,1,104,3,68,754,134,198
2021,Bexley 014C,E01000369,97,46,89,3,3,103,4,68,839,156,270
2021,Bexley 014D,E01000370,82,31,73,1,4,80,6,54,750,124,295
2021,Bexley 014E,E01000371,102,42,85,7,5,91,9,73,834,152,268
2021,Bexley 010C,E01000372,81,40,101,4,8,95,7,66,737,154,181
2021,Bexley 008A,E01000373,108,55,78,10,8,75,10,35,636,87,170
2021,Bexley 019A,E01000374,85,56,68,7,4,76,4,53,644,130,161
2021,Bexley 019B,E01000375,120,93,94,14,1,143,4,85,1104,200,350
2021,Bexley 019C,E01000376,90,50,99,7,6,112,7,68,873,159,275
2021,Bexley 019D,E01000377,78,45,61,10,4,81,6,63,732,123,261
2021,Bexley 019F,E01000379,78,67,73,11,4,99,6,66,877,134,339
2021,Bexley 010D,E01000380,113,65,125,4,6,118,6,86,917,161,233
2021,Bexley 028A,E01000381,83,21,89,3,1,97,7,47,715,117,250
2021,Bexley 027A,E01000382,72,20,73,6,3,86,7,46,769,111,345
2021,Bexley 028B,E01000383,90,34,88,2,3,100,4,28,731,137,245
2021,Bexley 027B,E01000384,99,38,50,5,2,120,7,66,867,133,347
2021,Bexley 028C,E01000385,121,48,98,9,4,136,6,63,839,160,194
2021,Bexley 028D,E01000386,81,30,46,2,4,94,6,58,631,137,173
2021,Bexley 027C,E01000387,97,20,63,6,2,76,3,39,756,132,318
2021,Bexley 016A,E01000388,83,15,81,9,2,67,4,38,684,115,270
2021,Bexley 020E,E01000389,94,21,68,10,3,78,4,61,811,113,359
2021,Bexley 020F,E01000390,67,14,66,3,5,61,3,54,631,108,250
2021,Bexley 021E,E01000391,115,19,126,5,4,116,3,49,887,164,286
2021,Bexley 016B,E01000392,167,20,126,9,6,106,8,49,987,189,307
2021,Bexley 020G,E01000393,114,24,86,10,4,86,7,53,872,139,349
2021,Bexley 015E,E01000394,97,22,74,9,4,67,4,60,783,120,326
2021,Bexley 018B,E01000395,102,10,102,11,2,101,0,24,790,140,298
2021,Bexley 018C,E01000396,104,17,94,3,4,74,7,42,761,121,295
2021,Bexley 029A,E01000398,117,11,111,13,1,93,4,37,724,128,209
2021,Bexley 029B,E01000399,108,11,94,10,4,88,4,37,774,134,284
2021,Bexley 029C,E01000400,133,14,97,2,3,100,4,37,775,127,258
2021,Bexley 013A,E01000401,128,16,99,5,2,100,5,52,773,148,218
2021,Bexley 005B,E01000402,77,41,100,4,3,86,5,84,722,131,191
2021,Bexley 004A,E01000403,132,73,117,9,7,118,10,86,993,165,276
2021,Bexley 004B,E01000404,146,78,87,6,12,137,11,115,1023,171,260
2021,Bexley 004C,E01000405,112,43,72,7,12,97,8,74,753,136,192
2021,Bexley 005C,E01000406,144,61,103,9,6,140,5,90,1105,206,341
2021,Bexley 005D,E01000407,102,56,95,11,2,106,2,60,908,147,327
2021,Bexley 004D,E01000408,120,40,81,6,8,108,12,89,844,150,230
2021,Bexley 016C,E01000409,109,14,127,7,7,113,6,36,892,151,322
2021,Bexley 018D,E01000410,146,15,94,3,3,109,2,44,893,174,303
2021,Bexley 016D,E01000411,93,11,101,4,10,88,5,36,746,148,250
2021,Bexley 018E,E01000412,151,19,110,4,0,117,8,43,952,178,322
2021,Bexley 018F,E01000413,104,6,89,10,4,97,4,37,700,136,213
2021,Bexley 016E,E01000414,147,21,102,9,4,91,0,53,916,158,331
2021,Bexley 016F,E01000415,104,9,86,2,3,72,7,34,722,139,266
2021,Bexley 002A,E01000416,126,41,98,4,3,100,15,33,735,160,155
2021,Bexley 006B,E01000417,119,22,106,7,3,90,3,28,819,153,288
2021,Bexley 002B,E01000418,163,27,117,8,7,105,8,54,951,176,286
2021,Bexley 006C,E01000419,91,15,109,5,0,63,5,32,695,140,235
2021,Bexley 006D,E01000420,92,29,112,5,6,100,6,37,735,132,216
2021,Bexley 009D,E01000421,94,14,114,2,7,60,2,29,744,123,299
2021,Bexley 002C,E01000422,95,22,75,5,2,67,5,52,566,109,134
2021,Bexley 025C,E01000423,105,12,49,10,3,84,7,35,759,103,351
2021,Bexley 026A,E01000424,95,11,65,8,0,84,5,58,866,88,452
2021,Bexley 025D,E01000425,106,8,72,6,4,80,8,44,800,105,367
2021,Bexley 026B,E01000426,143,19,59,0,4,106,9,72,915,128,375
2021,Bexley 026C,E01000427,134,13,80,2,3,131,6,70,921,148,334
2021,Bexley 027D,E01000428,140,23,65,4,7,118,3,83,852,98,311
2021,Bexley 008B,E01000429,102,65,117,12,5,86,6,52,723,123,155
2021,Bexley 008C,E01000430,125,106,130,8,12,118,7,43,994,168,277
2021,Bexley 008D,E01000431,61,37,73,5,3,68,8,30,490,88,117
2021,Bexley 008F,E01000433,101,73,112,9,3,100,12,60,826,173,183
2021,Bexley 008G,E01000434,72,50,101,6,0,106,9,62,682,137,139
2021,Bexley 010E,E01000435,73,35,95,4,3,82,6,46,664,116,204
2021,Bexley 011E,E01000436,82,21,100,10,3,107,2,54,865,151,335
2021,Bexley 007A,E01000437,66,31,108,5,5,85,1,44,711,134,232
2021,Bexley 007B,E01000438,103,38,109,9,1,87,8,61,791,138,237
2021,Bexley 007C,E01000439,67,41,105,5,5,78,7,49,646,131,158
2021,Bexley 007D,E01000440,77,19,89,7,3,86,5,52,679,112,229
2021,Bexley 007E,E01000441,82,24,99,3,3,89,5,73,780,165,237
2021,Bexley 006E,E01000442,80,32,94,3,2,109,5,71,817,141,280
2021,Bexley 024B,E01000443,76,14,64,8,3,72,4,36,647,112,258
2021,Bexley 023B,E01000444,70,43,72,2,4,83,4,20,763,96,369
2021,Bexley 024C,E01000445,80,24,64,6,4,81,6,32,788,112,379
2021,Bexley 024D,E01000446,106,33,85,6,0,86,2,45,837,129,345
2021,Bexley 023C,E01000447,120,47,104,6,2,86,4,45,1055,133,508
2021,Bexley 023D,E01000448,75,14,47,5,2,77,7,21,641,72,321
2021,Bexley 023E,E01000449,72,29,55,9,3,64,2,51,699,62,352
2021,Bexley 009E,E01000450,154,19,126,7,3,93,7,43,868,158,258
2021,Bexley 009F,E01000451,135,20,133,8,4,96,9,49,923,143,326
2021,Bexley 009G,E01000452,102,17,118,6,1,87,6,39,787,140,271
2021,Bexley 013B,E01000453,114,22,96,7,3,68,3,48,760,124,275
2021,Bexley 013C,E01000454,114,20,143,9,1,87,6,32,777,122,243
2021,Bexley 013D,E01000455,133,26,120,6,6,90,2,55,895,160,297
2021,Bexley 013E,E01000456,104,16,88,5,2,59,6,47,729,112,290
2021,Bexley 026D,E01000457,136,23,82,13,2,128,13,77,1066,142,450
2021,Bexley 027E,E01000458,63,17,50,4,3,58,4,56,685,91,339
2021,Bexley 027F,E01000459,70,16,85,3,2,101,1,76,830,118,358
2021,Bexley 022E,E01000460,69,6,38,5,4,62,2,45,625,75,319
2021,Bexley 024E,E01000461,80,31,64,8,4,91,1,54,805,107,365
2021,Bexley 026E,E01000462,128,22,65,6,7,113,9,64,955,143,398
2021,Bexley 025E,E01000463,84,6,40,5,4,88,1,44,642,94,276
2021,Bexley 002D,E01000464,119,22,105,13,1,75,8,42,660,147,128
2021,Bexley 002E,E01000465,137,26,115,13,4,82,7,66,727,141,136
2021,Bexley 001A,E01000466,133,37,74,5,6,91,9,63,741,160,163
2021,Bexley 001B,E01000467,148,36,66,12,2,110,5,48,725,129,169
2021,Bexley 001C,E01000468,271,54,114,12,8,176,16,59,1280,269,301
2021,Bexley 001D,E01000469,159,40,73,18,8,123,5,43,827,150,208
2021,Bexley 002F,E01000470,75,26,79,2,7,79,6,35,505,95,101
2021,Brent 026A,E01000471,129,14,135,3,5,143,14,185,911,163,120
2021,Brent 029A,E01000472,182,17,156,13,4,182,4,142,1219,198,321
2021,Brent 029B,E01000473,132,14,238,7,2,191,14,264,1290,177,251
2021,Brent 026B,E01000474,121,15,215,3,6,165,9,276,1109,164,135
2021,Brent 029C,E01000475,128,16,191,3,4,134,12,143,1017,176,210
2021,Brent 026C,E01000476,119,16,169,5,2,145,11,283,1081,201,130
2021,Brent 026D,E01000477,111,11,155,3,4,175,14,329,1190,244,144
2021,Brent 029D,E01000478,101,10,175,4,6,161,16,284,1201,202,242
2021,Brent 009A,E01000479,102,6,112,5,1,98,13,38,793,123,295
2021,Brent 006A,E01000480,127,14,91,5,2,72,4,45,792,149,283
2021,Brent 009B,E01000481,107,6,128,1,1,101,5,40,749,127,233
2021,Brent 009D,E01000483,90,10,130,5,2,132,10,61,771,179,152
2021,Brent 006B,E01000484,99,12,101,2,5,95,4,46,729,164,201
2021,Brent 006C,E01000485,102,8,99,4,1,74,4,40,698,170,196
2021,Brent 006D,E01000486,111,16,92,5,0,68,5,53,772,149,273
2021,Brent 006E,E01000487,137,19,111,2,3,77,6,63,892,222,252
2021,Brent 022A,E01000488,41,3,107,3,2,137,1,46,857,107,410
2021,Brent 030A,E01000489,40,20,99,0,0,157,2,50,849,112,369
2021,Brent 023A,E01000490,57,6,111,2,5,142,6,43,1002,112,518
2021,Brent 030B,E01000491,47,6,96,2,0,170,7,61,1029,105,535
2021,Brent 030C,E01000492,25,4,84,1,4,89,5,40,642,69,321
2021,Brent 030D,E01000493,24,8,77,1,2,113,4,44,801,96,432
2021,Brent 023B,E01000494,45,9,77,2,8,128,4,37,794,92,392
2021,Brent 023C,E01000495,35,7,83,1,0,157,3,31,806,109,380
2021,Brent 011A,E01000497,64,20,154,3,2,232,12,77,997,218,215
2021,Brent 010B,E01000498,28,5,134,4,0,108,8,61,620,181,91
2021,Brent 011B,E01000499,66,5,115,3,1,156,12,52,754,161,183
2021,Brent 011C,E01000501,76,18,151,0,2,130,4,58,850,179,232
2021,Brent 011D,E01000502,61,4,90,4,2,135,3,41,731,169,222
2021,Brent 011E,E01000503,84,11,109,4,7,156,13,75,925,218,248
2021,Brent 018A,E01000504,60,8,100,1,4,190,2,31,938,143,399
2021,Brent 018B,E01000505,46,7,105,1,2,137,9,35,708,123,243
2021,Brent 014A,E01000506,75,3,110,3,3,163,4,62,781,177,181
2021,Brent 018C,E01000507,63,6,98,2,2,124,0,47,758,144,272
2021,Brent 025A,E01000508,81,19,134,4,2,195,5,66,922,231,185
2021,Brent 014B,E01000509,66,7,81,4,6,92,6,43,594,179,110
2021,Brent 014C,E01000510,62,12,94,6,7,116,3,38,682,206,138
2021,Brent 014D,E01000511,60,8,103,3,3,142,2,60,737,173,183
2021,Brent 018D,E01000512,57,5,90,2,2,135,3,33,800,145,328
2021,Brent 002A,E01000513,92,15,104,5,2,82,9,61,765,187,208
2021,Brent 002B,E01000514,123,13,95,1,2,95,14,56,789,211,179
2021,Brent 003A,E01000515,129,13,112,3,6,125,8,70,879,213,200
2021,Brent 002C,E01000516,161,17,134,6,9,143,12,84,1199,282,351
2021,Brent 003B,E01000517,109,12,92,4,2,72,15,32,769,182,249
2021,Brent 005A,E01000518,119,10,150,7,3,118,13,64,919,255,180
2021,Brent 005B,E01000519,116,10,134,2,1,121,7,46,956,298,221
2021,Brent 002D,E01000520,83,6,81,2,2,111,4,66,740,182,203
2021,Brent 025B,E01000521,64,8,171,5,3,187,9,120,922,189,166
2021,Brent 025C,E01000522,46,8,154,0,1,142,6,79,837,203,198
2021,Brent 031A,E01000523,82,13,143,3,2,180,8,102,1019,231,255
2021,Brent 031B,E01000524,92,20,159,1,5,199,9,105,1061,226,245
2021,Brent 031C,E01000525,69,10,117,0,4,164,7,87,853,170,225
2021,Brent 025D,E01000526,67,7,160,4,3,138,11,82,855,204,179
2021,Brent 025E,E01000527,54,7,114,1,0,153,12,67,726,158,160
2021,Brent 025F,E01000528,61,5,111,3,2,158,6,70,754,149,189
2021,Brent 033A,E01000530,40,1,111,2,2,143,6,51,944,129,459
2021,Brent 033B,E01000531,47,10,111,2,0,139,3,44,863,154,353
2021,Brent 033C,E01000532,44,12,102,1,1,129,4,42,835,105,395
2021,Brent 031E,E01000533,63,12,139,4,2,160,8,66,919,181,284
2021,Brent 033D,E01000534,55,10,110,1,2,160,6,53,935,143,395
2021,Brent 031F,E01000535,49,8,139,5,1,196,12,73,1046,180,383
2021,Brent 004A,E01000536,84,15,84,8,3,62,11,71,734,76,320
2021,Brent 004B,E01000538,95,19,81,11,9,59,11,50,752,102,315
2021,Brent 004C,E01000539,105,12,71,3,3,49,15,31,755,135,331
2021,Brent 004D,E01000540,114,11,72,5,4,54,5,53,736,120,298
2021,Brent 004E,E01000541,103,15,83,6,6,94,12,43,705,151,192
2021,Brent 003E,E01000543,120,23,108,3,9,91,5,39,791,166,227
2021,Brent 034A,E01000544,48,13,174,1,4,92,7,92,871,113,327
2021,Brent 028A,E01000545,36,9,175,2,2,188,6,72,1051,104,457
2021,Brent 028B,E01000546,37,5,104,2,1,116,6,57,875,114,433
2021,Brent 028C,E01000547,29,6,106,0,1,132,8,59,872,85,446
2021,Brent 028D,E01000548,25,5,193,2,4,161,10,68,1132,157,507
2021,Brent 028E,E01000549,41,9,131,0,0,153,3,51,1119,116,615
2021,Brent 034B,E01000550,39,16,143,2,3,137,7,72,929,122,388
2021,Brent 034C,E01000551,86,19,247,0,4,206,6,110,1321,233,410
2021,Brent 034D,E01000552,48,4,114,0,1,86,2,48,640,102,235
2021,Brent 015A,E01000553,79,12,154,3,2,234,9,51,1072,211,317
2021,Brent 015B,E01000554,68,5,130,2,4,187,3,55,961,162,345
2021,Brent 015C,E01000555,35,11,114,0,0,139,3,40,762,124,296
2021,Brent 015D,E01000556,80,18,146,2,0,246,3,74,1122,270,283
2021,Brent 015E,E01000557,52,2,98,2,3,207,9,48,934,166,347
2021,Brent 015F,E01000558,32,10,61,0,4,120,2,26,672,63,354
2021,Brent 018E,E01000559,48,7,75,2,1,132,14,40,766,88,359
2021,Brent 023D,E01000560,44,6,80,4,3,141,1,32,854,89,454
2021,Brent 023E,E01000561,61,14,112,3,2,174,2,34,983,123,458
2021,Brent 008A,E01000562,87,19,97,9,4,78,8,54,738,87,295
2021,Brent 008B,E01000563,108,17,121,4,9,73,7,49,815,102,325
2021,Brent 013A,E01000564,125,8,128,6,4,75,6,59,782,182,189
2021,Brent 013B,E01000565,87,13,101,5,5,97,8,45,657,95,201
2021,Brent 008C,E01000566,121,12,102,6,4,85,5,45,783,145,258
2021,Brent 016A,E01000567,91,14,94,2,2,77,4,34,649,120,211
2021,Brent 008D,E01000568,146,14,70,2,1,121,13,332,1139,181,259
2021,Brent 008E,E01000569,104,16,98,3,1,86,7,43,738,112,268
2021,Brent 012A,E01000570,95,9,113,4,0,103,8,64,764,185,183
2021,Brent 012B,E01000571,122,13,144,9,4,104,14,91,896,157,238
2021,Brent 007A,E01000572,136,16,75,4,4,57,7,33,717,145,240
2021,Brent 007B,E01000573,145,22,94,5,3,78,22,47,823,174,233
2021,Brent 007C,E01000574,158,16,115,2,13,69,5,46,858,192,242
2021,Brent 007D,E01000575,186,30,131,8,2,92,14,83,1202,410,246
2021,Brent 012C,E01000576,139,12,150,5,1,76,30,63,959,177,306
2021,Brent 007E,E01000577,154,18,175,9,3,160,7,92,1110,246,246
2021,Brent 012D,E01000578,131,19,118,2,0,95,12,69,965,189,330
2021,Brent 032A,E01000579,31,8,98,0,2,144,2,47,864,100,432
2021,Brent 032B,E01000580,32,5,87,0,3,116,5,46,1009,89,626
2021,Brent 030E,E01000581,20,6,70,2,1,94,6,51,767,75,442
2021,Brent 032C,E01000582,22,1,68,2,5,124,1,38,924,80,583
2021,Brent 032D,E01000583,34,5,154,0,3,127,4,49,1111,104,631
2021,Brent 033E,E01000584,38,5,90,0,1,102,2,55,799,86,420
2021,Brent 033F,E01000585,33,2,86,3,2,135,2,58,846,93,432
2021,Brent 032E,E01000586,37,13,191,2,4,216,5,87,1400,192,653
2021,Brent 001A,E01000587,103,20,76,4,3,96,5,73,826,235,211
2021,Brent 001B,E01000589,193,25,144,2,5,131,12,73,1271,314,372
2021,Brent 001C,E01000590,149,20,103,6,7,101,10,69,968,230,273
2021,Brent 003F,E01000591,153,19,122,8,1,98,10,86,1054,310,247
2021,Brent 001D,E01000592,153,30,77,5,0,110,6,74,958,236,267
2021,Brent 001E,E01000593,132,19,112,6,6,135,18,73,1018,251,266
2021,Brent 001F,E01000594,163,13,91,4,2,103,11,78,940,282,193
2021,Brent 027A,E01000595,63,10,99,2,2,131,3,64,649,156,119
2021,Brent 021A,E01000596,54,6,96,4,2,118,3,81,635,157,114
2021,Brent 027D,E01000599,72,4,115,3,3,172,10,94,802,134,195
2021,Brent 021B,E01000601,35,4,65,2,2,81,1,66,463,115,92
2021,Brent 021C,E01000602,69,5,93,2,4,78,3,69,557,113,121
2021,Brent 021D,E01000603,64,12,75,3,0,110,5,56,547,113,109
2021,Brent 021E,E01000604,84,7,114,2,3,98,4,102,670,136,120
2021,Brent 021F,E01000605,41,6,80,0,2,105,7,80,574,151,102
2021,Brent 016B,E01000606,160,13,135,14,0,144,5,51,858,169,167
2021,Brent 013C,E01000607,207,14,255,4,6,180,23,76,1204,225,214
2021,Brent 013D,E01000608,156,19,267,6,2,150,20,59,1143,225,239
2021,Brent 016C,E01000609,202,9,213,4,8,131,11,70,1009,158,203
2021,Brent 019A,E01000610,143,15,228,3,3,145,10,78,989,157,207
2021,Brent 016D,E01000611,160,14,177,5,5,151,6,69,996,161,248
2021,Brent 019B,E01000612,111,18,198,1,6,107,5,72,842,136,188
2021,Brent 013E,E01000613,113,15,139,5,3,113,6,66,829,165,204
2021,Brent 036A,E01000615,194,23,144,10,10,162,28,114,1314,198,431
2021,Brent 020A,E01000616,140,9,238,8,1,148,11,134,1070,182,199
2021,Brent 036B,E01000617,131,14,196,7,3,150,14,173,1145,166,291
2021,Brent 036D,E01000618,80,9,125,3,2,118,14,111,814,172,180
2021,Brent 036C,E01000619,64,10,117,2,4,107,10,117,769,173,165
2021,Brent 020B,E01000620,97,5,141,1,12,107,15,166,825,132,149
2021,Brent 020C,E01000621,95,12,121,3,1,136,10,176,903,179,170
2021,Brent 010D,E01000622,82,11,137,6,2,131,12,55,841,251,154
2021,Brent 005C,E01000623,110,16,136,5,3,112,9,61,932,247,233
2021,Brent 005D,E01000624,87,11,124,6,2,93,10,49,800,181,237
2021,Brent 009E,E01000625,86,11,123,1,3,89,9,40,703,156,185
2021,Brent 010E,E01000626,74,2,108,1,3,110,7,46,661,169,141
2021,Brent 014E,E01000627,81,8,137,5,5,163,5,68,917,295,150
2021,Brent 014F,E01000628,74,7,113,4,3,138,9,42,774,212,172
2021,Brent 005E,E01000629,103,17,150,7,3,127,11,73,949,248,210
2021,Brent 026E,E01000630,174,20,294,1,1,194,17,174,1361,188,298
2021,Brent 019C,E01000631,138,13,202,4,2,136,11,135,1004,148,215
2021,Brent 029E,E01000632,150,14,249,2,4,154,16,242,1167,132,204
2021,Brent 019D,E01000633,130,17,286,4,4,189,12,239,1204,140,183
2021,Brent 019E,E01000634,202,28,329,3,3,156,7,115,1268,191,234
2021,Brent 020E,E01000636,166,19,292,5,2,202,11,213,1340,191,239
2021,Brent 022B,E01000637,59,4,90,3,2,145,2,35,737,132,265
2021,Brent 024A,E01000638,67,18,163,5,5,259,6,49,982,231,179
2021,Brent 022C,E01000639,54,5,100,3,3,210,3,36,979,180,385
2021,Brent 024B,E01000640,57,4,165,4,2,225,7,82,990,245,199
2021,Brent 024C,E01000641,62,10,117,3,4,201,3,50,852,195,207
2021,Brent 022D,E01000642,56,3,174,3,2,338,8,69,1268,202,413
2021,Brent 024D,E01000643,54,6,176,1,2,193,8,65,899,147,247
2021,Brent 022E,E01000644,62,3,125,1,1,200,12,57,948,172,315
2021,Bromley 007A,E01000645,92,3,48,10,1,45,11,25,717,44,438
2021,Bromley 016A,E01000646,131,18,60,4,4,64,1,66,896,105,443
2021,Bromley 016B,E01000647,130,6,69,5,2,78,3,64,902,108,437
2021,Bromley 016C,E01000648,121,16,81,11,0,79,6,68,987,118,487
2021,Bromley 007B,E01000649,121,19,85,6,5,65,8,26,997,71,591
2021,Bromley 022A,E01000650,100,7,66,8,2,54,4,20,772,74,437
2021,Bromley 020A,E01000651,119,7,73,9,1,49,3,35,804,93,415
2021,Bromley 022B,E01000652,88,11,83,9,4,66,1,36,846,118,430
2021,Bromley 016D,E01000653,74,5,42,8,3,60,7,26,654,59,370
2021,Bromley 039A,E01000654,101,60,11,6,3,85,3,45,668,146,208
2021,Bromley 039B,E01000655,125,50,19,6,4,87,2,36,689,154,206
2021,Bromley 039C,E01000656,104,62,12,4,6,131,5,53,767,142,248
2021,Bromley 039D,E01000657,129,55,15,8,6,116,3,55,810,180,243
2021,Bromley 042A,E01000658,81,38,15,2,1,82,4,43,581,103,212
2021,Bromley 039E,E01000659,147,54,16,5,8,132,2,46,793,150,233
2021,Bromley 026A,E01000661,165,21,177,15,3,96,8,58,1225,205,477
2021,Bromley 026B,E01000662,109,17,128,7,6,74,4,54,923,177,347
2021,Bromley 026C,E01000663,104,26,92,8,2,64,2,47,774,122,307
2021,Bromley 026D,E01000664,91,27,91,6,1,65,2,57,821,138,343
2021,Bromley 033A,E01000665,110,29,110,9,4,81,6,69,925,137,370
2021,Bromley 033B,E01000666,105,28,91,7,3,96,8,26,879,108,407
2021,Bromley 033C,E01000667,87,27,57,7,5,68,7,32,783,108,385
2021,Bromley 020B,E01000668,148,26,109,9,2,111,3,79,1199,149,563
2021,Bromley 020C,E01000669,143,20,105,10,2,73,1,44,971,121,452
2021,Bromley 018A,E01000670,130,12,71,1,4,81,2,64,1025,97,563
2021,Bromley 020D,E01000671,171,25,90,12,1,100,6,79,1197,122,591
2021,Bromley 011A,E01000672,110,13,73,5,0,76,5,59,860,98,421
2021,Bromley 011B,E01000673,89,9,65,6,3,55,7,60,882,114,474
2021,Bromley 008A,E01000674,123,3,66,7,3,98,6,56,936,132,442
2021,Bromley 008B,E01000676,142,12,90,6,5,114,7,95,1083,144,468
2021,Bromley 018C,E01000677,133,12,53,6,1,103,5,67,1065,137,548
2021,Bromley 016E,E01000678,121,12,85,10,0,54,1,65,973,99,526
2021,Bromley 020E,E01000679,98,19,76,6,2,80,8,92,981,113,487
2021,Bromley 037A,E01000680,73,68,42,2,8,82,3,19,779,120,362
2021,Bromley 035A,E01000681,99,49,47,11,3,69,5,71,894,100,440
2021,Bromley 035B,E01000682,59,49,45,2,3,61,4,67,706,67,349
2021,Bromley 035C,E01000683,78,65,73,8,1,60,3,77,853,102,386
2021,Bromley 035D,E01000684,85,72,59,7,6,62,11,62,1022,105,553
2021,Bromley 037B,E01000685,74,71,84,6,5,60,3,57,813,95,358
2021,Bromley 037C,E01000686,52,42,38,7,1,60,5,32,667,77,353
2021,Bromley 037D,E01000687,72,43,60,3,1,70,6,28,760,87,390
2021,Bromley 037E,E01000688,57,55,37,7,3,53,3,15,666,71,365
2021,Bromley 002A,E01000689,94,3,65,8,3,86,6,19,682,131,267
2021,Bromley 002B,E01000690,91,10,56,7,5,61,3,20,666,76,337
2021,Bromley 002C,E01000691,103,7,68,3,1,84,4,44,782,112,356
2021,Bromley 002D,E01000692,102,17,80,8,5,77,1,34,831,111,396
2021,Bromley 010A,E01000693,73,13,48,5,1,45,3,28,563,54,293
2021,Bromley 007C,E01000694,147,8,56,4,2,88,4,22,1065,78,656
2021,Bromley 007D,E01000695,94,11,42,12,4,68,5,20,733,68,409
2021,Bromley 007E,E01000696,96,7,56,4,1,45,2,22,723,55,435
2021,Bromley 007F,E01000697,119,13,56,10,0,74,6,30,972,63,601
2021,Bromley 010B,E01000698,66,19,40,5,2,61,1,20,534,50,270
2021,Bromley 015A,E01000699,103,9,53,0,1,102,3,39,833,109,414
2021,Bromley 013A,E01000700,100,8,62,4,0,74,5,49,827,81,444
2021,Bromley 015B,E01000701,90,4,55,3,0,77,2,33,807,81,462
2021,Bromley 013B,E01000702,108,7,51,4,2,71,1,41,851,82,484
2021,Bromley 013C,E01000703,91,7,48,7,1,86,1,54,897,89,513
2021,Bromley 015C,E01000704,107,11,68,1,1,83,2,50,787,102,362
2021,Bromley 015D,E01000705,96,11,66,2,3,78,6,35,718,81,340
2021,Bromley 013D,E01000706,89,8,53,4,4,71,3,48,726,98,348
2021,Bromley 041A,E01000707,89,6,44,4,2,57,2,38,804,58,504
2021,Bromley 041B,E01000708,112,6,65,2,2,86,1,49,864,90,451
2021,Bromley 006A,E01000709,90,8,48,1,0,71,4,40,723,73,388
2021,Bromley 006B,E01000710,197,12,82,7,4,132,3,45,1431,118,831
2021,Bromley 006C,E01000711,144,6,74,3,1,97,1,41,1104,123,614
2021,Bromley 012A,E01000712,138,7,74,4,3,95,7,26,1023,107,562
2021,Bromley 012B,E01000713,113,11,75,3,1,94,7,35,1044,104,601
2021,Bromley 006D,E01000714,154,17,88,8,2,130,2,78,1242,128,635
2021,Bromley 012C,E01000715,107,5,63,3,2,71,4,40,943,91,557
2021,Bromley 011C,E01000716,90,12,47,6,6,69,2,42,754,70,410
2021,Bromley 011D,E01000717,115,7,66,5,4,84,8,48,932,124,471
2021,Bromley 006E,E01000718,140,12,108,8,0,135,6,63,1032,152,408
2021,Bromley 019A,E01000719,169,64,77,6,3,115,3,70,996,186,303
2021,Bromley 019B,E01000720,103,59,84,9,0,116,6,59,801,134,231
2021,Bromley 019C,E01000721,88,48,79,6,5,81,10,30,687,119,221
2021,Bromley 023A,E01000722,134,63,103,6,5,77,6,57,940,159,330
2021,Bromley 029A,E01000723,61,41,53,2,2,60,4,36,560,108,193
2021,Bromley 019D,E01000724,104,55,87,6,9,80,10,52,732,124,205
2021,Bromley 023B,E01000725,119,47,93,8,3,90,8,64,823,132,259
2021,Bromley 029B,E01000726,65,54,82,3,2,61,1,40,646,115,223
2021,Bromley 028A,E01000727,90,46,107,3,5,58,5,52,807,103,338
2021,Bromley 019E,E01000728,106,52,68,5,2,99,1,51,720,136,200
2021,Bromley 014A,E01000729,123,33,79,6,3,127,6,78,859,165,239
