date,geography,geography code,Distance travelled to work: 10km to less than 20km,Distance travelled to work: 20km to less than 30km,Distance travelled to work: 2km to less than 5km,Distance travelled to work: 30km to less than 40km,Distance travelled to work: 40km to less than 60km,Distance travelled to work: 5km to less than 10km,Distance travelled to work: 60km and over,Distance travelled to work: Less than 2km,Distance travelled to work: Total: All usual residents aged 16 years and over in employment the week before the census,"Distance travelled to work: Works mainly at an offshore installation, in no fixed place, or outside the UK",Distance travelled to work: Works mainly from home
2021,Islington 004A,E01002768,30,6,99,4,3,103,0,80,894,92,477
2021,Islington 008A,E01002769,18,3,94,0,3,85,4,61,907,69,570
2021,Islington 004B,E01002770,29,8,108,1,2,123,4,61,1062,90,636
2021,Islington 004C,E01002771,25,5,101,2,3,112,1,73,853,98,433
2021,Islington 002F,E01002772,28,4,99,4,2,147,2,79,1101,107,629
2021,Islington 004D,E01002773,31,14,103,1,1,126,4,102,686,64,240
2021,Islington 004E,E01002774,48,10,176,4,1,166,12,82,1270,118,653
2021,Islington 014D,E01002775,13,0,119,1,0,61,5,31,906,60,616
2021,Islington 014E,E01002776,42,4,154,0,1,88,2,55,1023,73,604
2021,Islington 012A,E01002777,36,5,125,4,3,105,1,55,1007,91,582
2021,Islington 012B,E01002778,41,3,149,1,2,83,10,71,819,91,368
2021,Islington 012C,E01002779,29,6,149,2,3,66,1,32,1020,83,649
2021,Islington 014F,E01002780,24,12,169,3,0,115,6,56,996,93,518
2021,Islington 012D,E01002781,38,4,132,4,0,84,3,44,962,118,535
2021,Islington 012E,E01002782,19,5,124,2,0,76,5,56,619,88,244
2021,Islington 010B,E01002783,23,5,125,2,2,72,4,62,758,94,369
2021,Islington 010C,E01002784,30,4,134,0,0,81,8,80,831,102,392
2021,Islington 008B,E01002785,20,9,122,4,2,116,6,46,1071,110,636
2021,Islington 010D,E01002786,23,10,124,2,3,114,4,97,978,105,496
2021,Islington 010E,E01002787,28,5,137,3,3,82,3,70,772,85,356
2021,Islington 008C,E01002788,41,8,136,1,2,122,10,54,1112,80,658
2021,Islington 008D,E01002789,16,3,122,1,4,84,7,52,1062,83,690
2021,Islington 016D,E01002790,17,4,102,0,1,39,0,61,618,87,307
2021,Islington 016E,E01002791,16,5,129,1,1,58,3,32,1052,51,756
2021,Islington 017E,E01002792,27,3,179,0,2,62,3,56,1131,70,729
2021,Islington 016F,E01002793,24,7,148,2,0,60,8,71,991,93,578
2021,Islington 020B,E01002794,13,6,156,1,2,47,6,62,1293,82,918
2021,Islington 013D,E01002795,27,6,168,0,6,82,8,48,1105,78,682
2021,Islington 013E,E01002796,12,4,91,1,0,31,4,33,574,61,337
2021,Islington 018B,E01002797,31,2,138,1,0,66,5,73,956,90,550
2021,Islington 018C,E01002798,8,6,138,3,2,73,3,64,1148,85,766
2021,Islington 018D,E01002799,29,3,170,5,1,79,3,89,903,104,420
2021,Islington 018E,E01002800,25,1,152,4,0,80,4,72,905,91,476
2021,Islington 020C,E01002801,19,2,118,1,1,40,1,51,906,39,634
2021,Islington 020D,E01002802,25,3,139,3,0,51,7,81,1034,79,646
2021,Islington 001D,E01002804,32,5,93,1,2,125,2,51,752,68,373
2021,Islington 003B,E01002805,25,9,76,0,0,133,5,50,960,91,571
2021,Islington 003C,E01002806,27,10,77,3,2,138,8,38,938,80,555
2021,Islington 001E,E01002807,29,6,113,0,1,114,3,84,829,93,386
2021,Islington 003D,E01002808,35,2,120,2,3,139,6,65,1075,112,591
2021,Islington 003E,E01002809,39,10,94,14,9,118,1,91,936,70,490
2021,Islington 003F,E01002810,33,14,109,3,2,130,3,81,915,84,456
2021,Islington 001F,E01002811,30,14,74,2,1,138,3,69,850,101,418
2021,Kensington and Chelsea 013A,E01002812,18,4,68,0,7,49,2,54,749,53,494
2021,Kensington and Chelsea 011A,E01002813,11,0,95,1,4,57,0,48,803,36,551
2021,Kensington and Chelsea 015A,E01002814,32,7,118,4,1,71,6,99,931,98,495
2021,Kensington and Chelsea 011B,E01002815,11,2,59,1,1,48,4,55,603,37,385
2021,Kensington and Chelsea 011C,E01002816,11,0,49,0,1,29,4,34,542,43,371
2021,Kensington and Chelsea 011D,E01002817,12,0,82,1,0,39,6,45,644,44,415
2021,Kensington and Chelsea 012A,E01002818,14,2,58,0,3,28,1,66,643,59,412
2021,Kensington and Chelsea 012B,E01002819,12,0,72,0,0,36,4,37,532,46,325
2021,Kensington and Chelsea 014A,E01002821,12,2,54,0,0,28,5,39,552,43,369
2021,Kensington and Chelsea 014B,E01002823,9,5,73,2,0,37,2,72,503,57,246
2021,Kensington and Chelsea 008A,E01002824,17,5,95,0,3,33,4,16,646,30,443
2021,Kensington and Chelsea 008B,E01002825,23,1,83,0,3,69,4,29,765,55,498
2021,Kensington and Chelsea 008C,E01002826,11,1,70,0,0,27,1,47,653,39,457
2021,Kensington and Chelsea 008D,E01002827,17,1,129,0,8,51,2,32,943,56,647
2021,Kensington and Chelsea 008E,E01002828,21,1,68,0,3,51,10,20,615,44,397
2021,Kensington and Chelsea 004A,E01002829,21,5,78,0,4,46,2,64,732,103,409
2021,Kensington and Chelsea 004B,E01002830,22,6,140,4,1,103,2,78,877,143,378
2021,Kensington and Chelsea 004C,E01002831,16,2,135,1,0,83,7,86,857,148,379
2021,Kensington and Chelsea 004D,E01002832,17,0,134,0,2,56,5,78,874,96,486
2021,Kensington and Chelsea 007A,E01002833,18,3,74,0,0,65,1,35,718,52,470
2021,Kensington and Chelsea 013B,E01002834,15,3,70,0,0,54,3,33,628,46,404
2021,Kensington and Chelsea 016C,E01002835,29,2,78,3,1,36,1,47,725,51,477
2021,Kensington and Chelsea 016D,E01002836,5,3,78,0,3,62,5,42,727,56,473
2021,Kensington and Chelsea 016E,E01002837,10,3,69,0,5,37,0,29,569,39,377
2021,Kensington and Chelsea 013C,E01002839,15,1,84,0,1,73,6,58,787,50,499
2021,Kensington and Chelsea 021A,E01002840,6,1,67,1,0,33,3,50,407,65,181
2021,Kensington and Chelsea 021B,E01002841,13,3,81,0,0,63,5,62,642,48,367
2021,Kensington and Chelsea 021C,E01002842,10,3,70,0,0,33,1,62,335,60,96
2021,Kensington and Chelsea 021D,E01002843,15,2,87,0,1,51,2,59,481,78,186
2021,Kensington and Chelsea 019A,E01002844,12,0,58,2,0,40,6,38,561,44,361
2021,Kensington and Chelsea 019B,E01002845,14,3,62,2,0,35,6,35,536,37,342
2021,Kensington and Chelsea 017A,E01002846,20,5,68,1,1,59,4,53,653,60,382
2021,Kensington and Chelsea 015B,E01002847,17,7,80,1,1,74,5,44,792,59,504
2021,Kensington and Chelsea 015C,E01002848,14,3,76,3,0,58,3,61,719,68,433
2021,Kensington and Chelsea 017B,E01002849,16,2,79,0,0,66,2,57,773,61,490
2021,Kensington and Chelsea 013D,E01002850,27,5,79,0,2,70,1,56,729,72,417
2021,Kensington and Chelsea 015D,E01002851,24,5,87,1,1,43,4,65,585,58,297
2021,Kensington and Chelsea 001A,E01002852,39,5,122,2,0,120,5,104,884,120,367
2021,Kensington and Chelsea 001B,E01002853,29,1,102,2,5,77,10,87,660,77,270
2021,Kensington and Chelsea 001C,E01002854,15,3,120,0,3,45,1,71,482,76,148
2021,Kensington and Chelsea 001D,E01002855,9,2,117,2,4,74,3,85,676,110,270
2021,Kensington and Chelsea 004E,E01002856,20,8,85,3,1,78,4,88,699,77,335
2021,Kensington and Chelsea 001E,E01002857,16,1,155,1,1,82,10,111,652,132,143
2021,Kensington and Chelsea 014C,E01002858,48,5,123,1,0,44,4,71,632,62,274
2021,Kensington and Chelsea 012C,E01002859,9,2,90,1,3,37,4,63,676,47,420
2021,Kensington and Chelsea 012D,E01002860,7,0,69,1,3,45,0,39,561,27,370
2021,Kensington and Chelsea 014D,E01002861,7,1,69,2,0,24,4,39,594,42,406
2021,Kensington and Chelsea 014E,E01002862,8,1,73,1,1,38,4,55,488,55,252
2021,Kensington and Chelsea 012E,E01002863,4,1,53,3,0,34,3,60,560,54,348
2021,Kensington and Chelsea 009A,E01002864,8,1,86,0,0,49,3,42,624,43,392
2021,Kensington and Chelsea 011E,E01002865,7,2,52,0,3,61,3,25,666,44,469
2021,Kensington and Chelsea 009B,E01002866,17,7,104,1,4,94,1,70,921,88,535
2021,Kensington and Chelsea 009C,E01002867,22,6,83,3,2,78,4,82,871,73,518
2021,Kensington and Chelsea 009D,E01002868,15,4,56,0,0,40,3,26,621,39,438
2021,Kensington and Chelsea 009E,E01002869,15,4,78,2,0,87,6,49,816,83,492
2021,Kensington and Chelsea 005A,E01002870,38,3,78,0,0,87,4,96,677,102,269
2021,Kensington and Chelsea 007B,E01002871,21,2,66,1,2,64,4,30,756,46,520
2021,Kensington and Chelsea 005B,E01002872,15,6,76,3,2,102,5,65,539,60,205
2021,Kensington and Chelsea 007C,E01002873,15,2,54,0,3,105,3,55,698,41,420
2021,Kensington and Chelsea 007D,E01002874,13,3,83,0,1,44,4,58,625,40,379
2021,Kensington and Chelsea 007E,E01002875,11,1,80,0,2,56,2,30,650,42,426
2021,Kensington and Chelsea 003A,E01002876,17,2,107,2,4,98,3,52,799,72,442
2021,Kensington and Chelsea 003B,E01002877,26,4,173,1,3,117,8,98,931,143,358
2021,Kensington and Chelsea 003C,E01002878,28,3,71,0,1,75,3,68,742,92,401
2021,Kensington and Chelsea 005C,E01002879,19,11,112,0,4,115,2,95,737,102,277
2021,Kensington and Chelsea 005D,E01002880,25,4,84,2,2,69,3,48,417,67,113
2021,Kensington and Chelsea 005E,E01002881,16,0,105,1,0,72,6,85,572,108,179
2021,Kensington and Chelsea 006A,E01002882,7,4,61,1,1,39,1,32,507,44,317
2021,Kensington and Chelsea 006B,E01002883,14,0,112,1,2,49,8,40,744,50,468
2021,Kensington and Chelsea 006C,E01002884,20,0,95,6,0,83,6,35,736,52,439
2021,Kensington and Chelsea 006D,E01002885,22,2,106,0,2,59,2,51,844,67,533
2021,Kensington and Chelsea 006E,E01002886,15,2,91,0,1,43,1,28,692,55,456
2021,Kensington and Chelsea 010A,E01002887,14,2,65,1,3,35,1,32,582,36,393
2021,Kensington and Chelsea 013E,E01002888,18,2,80,1,1,52,7,53,751,54,483
2021,Kensington and Chelsea 010B,E01002889,11,3,85,2,0,47,12,28,672,45,439
2021,Kensington and Chelsea 010C,E01002890,11,2,68,0,3,34,5,33,581,41,384
2021,Kensington and Chelsea 010D,E01002891,9,2,69,2,0,51,7,35,587,44,368
2021,Kensington and Chelsea 010E,E01002892,17,2,67,0,1,32,4,53,634,41,417
2021,Kensington and Chelsea 017C,E01002893,25,4,100,0,0,69,4,68,871,85,516
2021,Kensington and Chelsea 017D,E01002894,13,2,71,2,1,48,5,31,698,49,476
2021,Kensington and Chelsea 020C,E01002896,15,2,83,0,2,66,5,54,891,60,604
2021,Kensington and Chelsea 020D,E01002897,14,2,92,0,0,93,0,48,859,71,539
2021,Kensington and Chelsea 017E,E01002898,20,2,59,0,0,55,4,47,731,49,495
2021,Kensington and Chelsea 018A,E01002899,8,2,70,2,0,32,1,51,551,66,319
2021,Kensington and Chelsea 018B,E01002900,50,0,96,0,14,90,13,41,1024,78,642
2021,Kensington and Chelsea 018C,E01002901,6,2,37,2,1,39,1,39,419,22,270
2021,Kensington and Chelsea 018D,E01002902,12,2,76,3,1,42,7,61,641,56,381
2021,Kensington and Chelsea 018E,E01002903,10,2,61,2,0,32,4,35,627,38,443
2021,Kensington and Chelsea 002A,E01002904,14,5,96,3,1,76,2,63,464,81,123
2021,Kensington and Chelsea 002B,E01002905,19,7,75,3,1,113,15,76,651,105,237
2021,Kensington and Chelsea 002C,E01002906,19,4,118,1,1,112,3,94,774,102,320
2021,Kensington and Chelsea 002D,E01002907,13,3,82,3,2,60,3,51,413,84,112
2021,Kensington and Chelsea 003D,E01002908,19,8,80,0,1,99,6,54,695,91,337
2021,Kensington and Chelsea 003E,E01002909,30,5,131,1,9,117,14,101,1187,164,615
2021,Kensington and Chelsea 019C,E01002910,17,1,63,0,0,49,3,45,636,42,416
2021,Kensington and Chelsea 019D,E01002911,17,9,65,0,2,46,4,57,680,41,439
2021,Kensington and Chelsea 020E,E01002912,16,1,97,2,0,64,5,149,811,41,436
2021,Kensington and Chelsea 021E,E01002913,21,2,88,1,1,69,2,62,870,78,546
2021,Kensington and Chelsea 019E,E01002914,8,6,79,4,2,40,2,30,548,29,348
2021,Kingston upon Thames 014A,E01002915,70,18,87,2,2,69,5,42,629,103,231
2021,Kingston upon Thames 014B,E01002916,64,15,71,2,4,83,2,42,676,78,315
2021,Kingston upon Thames 014C,E01002917,60,16,90,4,2,61,3,50,693,92,315
2021,Kingston upon Thames 017A,E01002918,108,20,191,6,5,112,7,81,946,168,248
2021,Kingston upon Thames 017B,E01002919,123,24,188,3,1,115,10,97,979,153,265
2021,Kingston upon Thames 014D,E01002920,67,9,92,5,2,42,4,56,787,89,421
2021,Kingston upon Thames 011A,E01002921,116,17,98,6,3,85,3,89,1072,151,504
2021,Kingston upon Thames 010A,E01002922,50,8,76,7,2,59,2,61,830,59,506
2021,Kingston upon Thames 013A,E01002923,80,11,113,5,0,76,5,83,775,125,277
2021,Kingston upon Thames 014E,E01002924,44,13,58,0,1,43,3,58,719,46,453
2021,Kingston upon Thames 013B,E01002925,93,13,101,1,2,81,2,76,1003,103,531
2021,Kingston upon Thames 010B,E01002926,64,11,81,4,3,67,2,53,822,99,438
2021,Kingston upon Thames 008A,E01002927,63,9,97,2,0,86,7,63,800,97,376
2021,Kingston upon Thames 008B,E01002928,90,13,136,4,2,90,3,88,919,116,377
2021,Kingston upon Thames 007A,E01002929,62,5,59,0,3,63,1,56,802,73,480
2021,Kingston upon Thames 007B,E01002930,109,10,102,11,1,99,4,88,1050,145,481
2021,Kingston upon Thames 007C,E01002931,94,8,100,6,0,72,2,75,980,80,543
2021,Kingston upon Thames 006A,E01002932,76,19,123,8,6,80,11,122,839,150,244
2021,Kingston upon Thames 004A,E01002933,77,9,79,6,1,88,6,112,968,76,514
2021,Kingston upon Thames 004B,E01002934,118,11,49,6,4,64,14,80,955,55,554
2021,Kingston upon Thames 003A,E01002935,102,8,75,1,3,92,4,169,1049,102,493
2021,Kingston upon Thames 004D,E01002937,67,9,43,1,0,49,10,94,948,71,604
2021,Kingston upon Thames 003B,E01002938,70,6,63,3,0,83,7,89,998,76,601
2021,Kingston upon Thames 018A,E01002939,80,21,127,4,5,114,4,76,837,150,256
2021,Kingston upon Thames 020A,E01002940,86,28,125,5,4,105,4,72,807,141,237
2021,Kingston upon Thames 018B,E01002941,64,29,111,10,5,96,7,69,839,163,285
2021,Kingston upon Thames 018C,E01002942,72,18,87,4,2,88,5,62,687,117,232
2021,Kingston upon Thames 020B,E01002943,66,16,92,3,0,105,2,84,758,172,218
2021,Kingston upon Thames 019A,E01002944,70,23,94,4,3,104,2,76,697,98,223
2021,Kingston upon Thames 019B,E01002945,103,36,93,3,0,148,4,63,896,149,297
2021,Kingston upon Thames 019C,E01002946,80,36,85,3,4,101,2,51,822,154,306
2021,Kingston upon Thames 019D,E01002947,84,31,101,7,2,117,5,95,883,156,285
2021,Kingston upon Thames 020C,E01002948,109,42,151,4,3,170,6,73,1144,211,375
2021,Kingston upon Thames 020D,E01002949,116,37,115,3,5,145,6,67,955,143,318
2021,Kingston upon Thames 020E,E01002950,76,33,104,3,2,131,7,79,831,139,257
2021,Kingston upon Thames 003C,E01002951,57,8,43,6,2,54,6,89,739,46,428
2021,Kingston upon Thames 002A,E01002952,52,0,28,9,1,43,2,19,563,37,372
2021,Kingston upon Thames 002B,E01002953,61,5,67,5,6,38,6,22,596,62,324
2021,Kingston upon Thames 003D,E01002954,46,8,61,2,2,58,6,199,660,68,210
2021,Kingston upon Thames 002C,E01002955,70,6,107,3,3,77,13,14,717,94,330
2021,Kingston upon Thames 002D,E01002956,46,12,81,1,0,67,8,10,532,63,244
2021,Kingston upon Thames 003E,E01002957,73,7,110,4,2,74,7,139,760,110,234
2021,Kingston upon Thames 008C,E01002958,109,13,63,1,3,75,3,60,923,80,516
2021,Kingston upon Thames 002E,E01002959,61,4,52,4,4,49,3,35,617,25,380
2021,Kingston upon Thames 006B,E01002960,73,17,82,2,3,66,9,113,805,57,383
2021,Kingston upon Thames 008D,E01002961,75,8,63,5,0,71,4,55,841,68,492
2021,Kingston upon Thames 006C,E01002962,67,9,101,4,2,88,6,110,766,121,258
2021,Kingston upon Thames 007D,E01002963,108,13,94,1,3,101,2,99,960,102,437
2021,Kingston upon Thames 005A,E01002964,96,21,88,4,4,110,8,205,1129,111,482
2021,Kingston upon Thames 009A,E01002965,132,18,87,6,3,74,10,154,1207,105,618
2021,Kingston upon Thames 010C,E01002966,88,17,58,3,5,73,0,104,1057,102,607
2021,Kingston upon Thames 009B,E01002967,92,22,67,8,4,50,8,85,1105,72,697
2021,Kingston upon Thames 009C,E01002968,139,19,105,2,9,130,12,248,1493,125,704
2021,Kingston upon Thames 005B,E01002969,70,13,72,5,3,95,5,132,642,123,124
2021,Kingston upon Thames 006D,E01002970,81,10,84,6,1,103,8,197,894,127,277
2021,Kingston upon Thames 005C,E01002971,68,6,65,6,1,84,4,130,961,87,510
2021,Kingston upon Thames 005D,E01002972,95,14,72,4,6,112,7,186,1034,96,442
2021,Kingston upon Thames 006E,E01002973,76,9,86,2,5,91,6,117,694,148,154
2021,Kingston upon Thames 005E,E01002974,95,5,62,5,6,84,7,122,964,88,490
2021,Kingston upon Thames 012A,E01002975,83,9,84,5,10,77,7,40,676,101,260
2021,Kingston upon Thames 015A,E01002976,89,13,96,10,3,99,3,54,888,136,385
2021,Kingston upon Thames 012B,E01002977,88,12,111,3,6,89,3,58,755,133,252
2021,Kingston upon Thames 015B,E01002978,99,15,122,4,4,89,5,43,904,105,418
2021,Kingston upon Thames 015C,E01002979,70,12,96,3,2,69,4,34,725,80,355
2021,Kingston upon Thames 012C,E01002980,69,14,87,3,2,76,3,49,658,85,270
2021,Kingston upon Thames 012D,E01002981,68,9,103,3,2,72,7,53,756,110,329
2021,Kingston upon Thames 015D,E01002982,75,18,111,3,1,75,5,49,695,95,263
2021,Kingston upon Thames 015E,E01002983,78,20,95,4,0,73,5,42,809,98,394
2021,Kingston upon Thames 012E,E01002984,71,10,87,4,2,50,2,44,613,71,272
2021,Kingston upon Thames 007E,E01002985,111,13,114,12,5,78,4,102,854,131,284
2021,Kingston upon Thames 008E,E01002986,46,9,70,3,0,67,3,33,577,68,278
2021,Kingston upon Thames 011B,E01002987,97,25,106,6,5,74,6,102,1183,133,629
2021,Kingston upon Thames 011C,E01002988,65,25,63,0,5,35,8,54,818,51,512
2021,Kingston upon Thames 011D,E01002989,107,33,86,6,5,61,2,66,1239,65,808
2021,Kingston upon Thames 009D,E01002990,106,17,86,8,5,91,6,99,1127,83,626
2021,Kingston upon Thames 009E,E01002991,76,17,61,2,6,54,2,89,916,81,528
2021,Kingston upon Thames 010D,E01002992,64,13,48,6,0,50,9,72,655,68,325
2021,Kingston upon Thames 013C,E01002993,98,20,94,3,2,85,5,48,937,78,504
2021,Kingston upon Thames 016A,E01002994,57,20,58,7,5,33,4,48,715,71,412
2021,Kingston upon Thames 013D,E01002995,65,22,52,3,6,48,2,28,823,55,542
2021,Kingston upon Thames 016B,E01002996,70,17,79,4,1,63,4,56,810,96,420
2021,Kingston upon Thames 016C,E01002997,62,27,72,3,1,48,0,43,843,58,529
2021,Kingston upon Thames 016D,E01002998,82,13,89,8,3,66,4,72,790,100,353
2021,Kingston upon Thames 013E,E01002999,84,18,110,9,1,68,2,59,915,98,466
2021,Kingston upon Thames 017C,E01003000,95,20,130,2,3,75,4,81,918,146,362
2021,Kingston upon Thames 017D,E01003001,105,22,146,10,3,110,8,99,989,156,330
2021,Kingston upon Thames 016E,E01003002,74,24,124,5,3,91,4,99,972,162,386
2021,Kingston upon Thames 017E,E01003003,87,24,115,6,2,81,1,82,867,171,298
2021,Kingston upon Thames 018D,E01003004,87,29,111,10,3,74,4,72,870,170,310
2021,Kingston upon Thames 018E,E01003005,92,25,122,5,3,101,4,73,816,137,254
2021,Kingston upon Thames 001A,E01003006,45,6,65,2,3,46,8,46,707,63,423
2021,Kingston upon Thames 001B,E01003007,54,7,81,7,1,45,1,50,739,60,433
2021,Kingston upon Thames 001C,E01003008,56,4,39,5,2,55,4,54,686,49,418
2021,Kingston upon Thames 001D,E01003009,67,10,92,6,1,80,0,113,969,91,509
2021,Kingston upon Thames 001E,E01003010,50,3,47,4,0,52,3,85,737,41,452
2021,Kingston upon Thames 004E,E01003011,63,9,41,5,1,36,3,71,795,62,504
2021,Lambeth 036A,E01003013,26,3,121,0,0,52,4,109,935,69,551
2021,Lambeth 036B,E01003014,25,10,116,2,3,56,1,77,718,107,321
2021,Lambeth 002A,E01003015,31,6,155,0,3,74,2,92,885,133,389
2021,Lambeth 036C,E01003016,24,3,59,4,4,36,10,76,529,42,271
2021,Lambeth 036D,E01003017,27,4,95,6,2,89,7,113,846,106,397
2021,Lambeth 020A,E01003018,40,6,109,5,1,194,5,44,1452,114,934
2021,Lambeth 015A,E01003019,36,6,129,4,4,190,6,57,1466,70,964
2021,Lambeth 016A,E01003020,34,1,90,3,2,155,4,60,1121,84,688
2021,Lambeth 021A,E01003021,44,13,102,0,6,130,8,44,826,137,342
2021,Lambeth 021B,E01003022,39,5,77,1,2,136,5,53,1047,101,628
2021,Lambeth 021C,E01003023,74,11,132,6,7,329,7,85,1665,198,816
2021,Lambeth 021D,E01003024,52,10,107,4,7,251,6,65,1023,148,373
2021,Lambeth 021E,E01003025,60,9,111,2,3,246,9,66,1194,153,535
2021,Lambeth 019A,E01003026,35,5,79,3,0,111,2,24,1044,77,708
2021,Lambeth 019B,E01003027,17,2,57,3,0,124,1,22,870,35,609
2021,Lambeth 019C,E01003028,26,5,61,3,3,126,4,30,907,61,588
2021,Lambeth 017A,E01003029,51,5,122,4,0,178,7,40,1252,83,762
2021,Lambeth 019D,E01003030,39,5,62,2,2,182,3,39,1265,55,876
2021,Lambeth 023A,E01003031,34,4,97,1,1,175,2,35,974,74,551
2021,Lambeth 017B,E01003032,35,8,102,3,3,157,6,38,1011,99,560
2021,Lambeth 019E,E01003033,24,5,80,1,0,124,4,40,934,54,602
2021,Lambeth 012A,E01003034,33,10,116,3,2,145,6,55,976,95,511
2021,Lambeth 012B,E01003035,29,4,117,4,11,153,8,37,1158,87,708
2021,Lambeth 012C,E01003036,33,16,129,4,5,177,5,53,1159,86,651
2021,Lambeth 013A,E01003037,36,8,126,2,0,109,5,40,774,80,368
2021,Lambeth 013B,E01003038,21,2,116,0,1,170,2,42,1158,67,737
2021,Lambeth 013C,E01003039,32,4,115,2,0,183,5,27,1409,55,986
2021,Lambeth 013D,E01003040,17,3,55,2,5,96,0,36,796,49,533
2021,Lambeth 017C,E01003041,47,6,115,3,4,154,9,42,833,85,368
2021,Lambeth 013E,E01003042,30,5,89,3,2,96,5,26,693,66,371
2021,Lambeth 018A,E01003043,31,3,71,1,2,158,3,44,1022,75,634
2021,Lambeth 018B,E01003044,27,7,68,1,2,128,9,60,646,81,263
2021,Lambeth 011A,E01003045,41,10,118,1,0,158,6,95,826,163,234
2021,Lambeth 009A,E01003046,40,5,170,5,1,139,12,78,844,132,262
2021,Lambeth 011B,E01003047,44,8,117,5,3,202,7,75,1061,109,491
2021,Lambeth 009B,E01003048,62,12,138,3,0,184,14,84,838,157,184
2021,Lambeth 011C,E01003049,35,10,112,1,2,184,10,74,947,135,384
2021,Lambeth 016B,E01003050,37,8,80,0,3,167,6,49,1088,78,660
2021,Lambeth 018C,E01003051,53,6,114,4,6,266,7,70,1312,140,646
2021,Lambeth 016C,E01003052,37,9,182,2,12,226,5,72,1053,200,308
2021,Lambeth 015B,E01003053,30,5,107,2,6,242,4,56,1289,98,739
2021,Lambeth 015C,E01003054,40,8,148,0,6,244,7,35,1725,56,1181
2021,Lambeth 016D,E01003055,39,6,83,5,1,172,5,36,1011,75,589
2021,Lambeth 015D,E01003056,45,4,120,2,0,181,3,35,1231,97,744
2021,Lambeth 017D,E01003057,41,10,111,1,4,149,6,63,950,99,466
2021,Lambeth 015E,E01003058,35,9,122,1,3,227,8,48,1416,104,859
2021,Lambeth 011D,E01003059,50,11,192,2,8,293,12,92,1261,144,457
2021,Lambeth 011E,E01003060,50,6,142,3,2,160,13,67,952,142,367
2021,Lambeth 011F,E01003061,48,5,109,1,4,126,11,64,845,85,392
2021,Lambeth 033A,E01003062,120,5,67,3,4,146,5,47,1166,115,654
2021,Lambeth 033B,E01003063,104,2,67,3,2,107,4,29,666,83,265
2021,Lambeth 028A,E01003064,46,3,67,1,1,99,4,34,844,82,507
2021,Lambeth 031A,E01003065,48,10,84,1,5,149,6,54,721,106,258
2021,Lambeth 028B,E01003066,62,6,83,3,2,168,8,63,897,130,372
2021,Lambeth 033C,E01003067,57,2,61,2,4,104,4,38,809,83,454
2021,Lambeth 031B,E01003068,56,1,68,2,3,131,2,41,781,100,377
2021,Lambeth 033D,E01003069,56,4,60,3,1,92,2,26,641,96,301
2021,Lambeth 033E,E01003070,79,7,51,2,2,131,6,27,712,125,282
2021,Lambeth 018D,E01003071,44,8,104,4,2,226,5,74,1521,101,953
2021,Lambeth 014A,E01003072,35,2,68,2,1,147,4,56,970,77,578
2021,Lambeth 014B,E01003073,27,6,79,1,6,144,1,73,824,71,416
2021,Lambeth 018E,E01003074,59,30,105,4,3,239,7,86,1568,158,877
2021,Lambeth 009C,E01003075,35,10,140,0,0,152,10,108,817,125,237
2021,Lambeth 014C,E01003076,56,10,180,4,3,246,8,198,1624,238,681
2021,Lambeth 014D,E01003077,42,7,134,3,5,188,6,144,1211,93,589
2021,Lambeth 014E,E01003078,29,2,73,2,1,108,5,75,935,66,574
2021,Lambeth 027A,E01003079,56,10,99,3,3,197,9,43,920,117,383
2021,Lambeth 027B,E01003080,49,8,72,0,1,163,3,30,925,110,489
2021,Lambeth 028C,E01003081,78,16,97,5,2,161,3,43,1001,123,473
2021,Lambeth 031C,E01003082,57,6,64,3,4,106,4,45,685,90,306
2021,Lambeth 030A,E01003083,39,4,73,6,3,119,3,60,781,108,366
2021,Lambeth 030B,E01003084,47,12,47,3,3,129,1,42,866,90,492
2021,Lambeth 030C,E01003085,50,4,66,5,5,123,3,42,867,106,463
2021,Lambeth 031D,E01003086,75,11,107,0,2,147,2,39,778,119,276
2021,Lambeth 031E,E01003087,81,9,89,1,9,143,6,41,699,125,195
2021,Lambeth 010A,E01003088,21,6,114,4,1,182,6,40,973,109,490
2021,Lambeth 008A,E01003089,55,7,218,2,5,159,6,80,1076,155,389
2021,Lambeth 012D,E01003090,48,10,167,2,2,242,7,79,1691,125,1009
2021,Lambeth 008B,E01003091,46,9,188,3,4,137,8,75,1046,134,442
2021,Lambeth 008C,E01003092,67,6,183,4,5,206,3,108,1264,149,533
2021,Lambeth 010B,E01003093,67,9,212,1,1,182,7,92,1107,154,382
2021,Lambeth 010C,E01003094,26,3,106,3,2,122,3,34,939,82,558
2021,Lambeth 012E,E01003095,25,5,102,3,0,126,1,37,1078,86,693
2021,Lambeth 010D,E01003096,32,8,145,2,4,217,9,48,1460,98,897
2021,Lambeth 006A,E01003097,24,2,183,3,2,75,6,73,797,108,321
2021,Lambeth 005A,E01003098,32,9,162,2,1,73,5,42,855,82,447
2021,Lambeth 005B,E01003099,37,5,174,8,1,101,3,64,1003,96,514
2021,Lambeth 005C,E01003100,30,7,263,3,6,107,4,62,1548,96,970
2021,Lambeth 003A,E01003101,22,4,163,1,5,72,5,74,832,88,398
2021,Lambeth 004A,E01003102,37,6,182,4,2,78,2,62,1012,79,560
2021,Lambeth 004C,E01003104,37,2,197,3,2,120,8,43,1048,94,542
2021,Lambeth 003B,E01003105,42,3,161,3,1,79,6,109,888,113,371
