date,geography,geography code,Type of central heating in household: District or communal heat networks only,Type of central heating in household: Electric only,Type of central heating in household: Mains gas only,Type of central heating in household: No central heating,Type of central heating in household: Oil only,Type of central heating in household: Other central heating only,Type of central heating in household: Renewable energy only,Type of central heating in household: Solid fuel only,Type of central heating in household: Tank or bottled gas only,Type of central heating in household: Total: All households,Type of central heating in household: Two or more types of central heating (including renewable energy),Type of central heating in household: Two or more types of central heating (not including renewable energy),Type of central heating in household: Wood only
2021,Enfield 020A,E01001419,1,59,631,10,0,9,0,0,2,768,2,54,0
2021,Enfield 020B,E01001420,22,62,478,8,0,5,1,0,4,635,3,52,0
2021,Enfield 020C,E01001421,10,83,448,14,0,8,2,0,1,625,4,55,0
2021,Enfield 011D,E01001422,0,20,520,7,0,10,1,0,4,617,3,52,0
2021,Enfield 027A,E01001423,15,68,454,18,0,11,0,0,3,626,1,56,0
2021,Enfield 030A,E01001424,2,65,324,13,0,12,0,0,1,476,1,58,0
2021,Enfield 027B,E01001425,4,238,357,17,0,30,0,0,3,738,0,89,0
2021,Enfield 030B,E01001426,0,71,431,14,0,19,2,0,5,617,0,74,1
2021,Enfield 030C,E01001427,7,79,411,23,0,27,0,0,8,643,0,88,0
2021,Enfield 027C,E01001428,2,47,410,11,0,12,0,0,10,567,2,73,0
2021,Enfield 030D,E01001429,19,610,262,19,0,23,0,0,6,1014,2,73,0
2021,Enfield 030E,E01001430,1,108,423,17,0,14,0,0,7,648,2,76,0
2021,Enfield 033A,E01001431,1,237,311,22,0,22,0,0,2,655,1,59,0
2021,Enfield 033B,E01001432,7,90,504,17,0,23,0,0,3,731,1,86,0
2021,Enfield 007A,E01001433,0,37,435,13,0,9,0,0,5,575,0,76,0
2021,Enfield 007B,E01001434,6,36,400,16,1,8,0,0,5,539,6,61,0
2021,Enfield 007C,E01001435,0,12,410,8,0,10,0,0,4,484,3,37,0
2021,Enfield 007D,E01001436,1,33,513,17,0,7,0,0,8,651,1,71,0
2021,Enfield 014A,E01001437,14,350,370,27,1,28,12,0,9,895,2,82,0
2021,Enfield 007E,E01001438,1,55,417,14,0,10,0,0,0,549,0,52,0
2021,Enfield 006A,E01001439,3,78,525,23,0,22,7,1,6,767,0,102,0
2021,Enfield 012A,E01001440,10,31,435,13,0,6,0,0,3,577,3,76,0
2021,Enfield 006B,E01001441,6,166,353,12,1,21,8,0,3,623,5,48,0
2021,Enfield 002A,E01001442,4,200,294,24,1,16,16,0,13,638,2,68,0
2021,Enfield 001A,E01001444,1,56,478,12,0,24,0,0,5,649,3,70,0
2021,Enfield 003B,E01001445,5,270,691,31,0,23,4,0,7,1144,7,106,0
2021,Enfield 001B,E01001446,2,57,530,14,0,13,3,0,0,706,2,85,0
2021,Enfield 003C,E01001447,1,70,545,22,1,14,1,0,2,744,2,86,0
2021,Enfield 003D,E01001448,0,74,480,14,0,11,0,0,3,665,4,79,0
2021,Enfield 003E,E01001449,0,41,412,13,2,21,1,0,3,543,0,50,0
2021,Enfield 015C,E01001450,13,374,564,43,0,24,1,0,5,1110,4,82,0
2021,Enfield 017A,E01001451,1,54,563,15,0,4,0,0,0,694,2,55,0
2021,Enfield 017B,E01001452,0,11,422,3,1,3,0,0,2,482,2,38,0
2021,Enfield 017C,E01001453,1,32,560,2,0,2,3,0,2,650,2,46,0
2021,Enfield 017D,E01001454,0,59,538,6,0,7,0,0,2,666,2,52,0
2021,Enfield 021F,E01001455,0,15,498,5,0,4,0,0,2,562,0,38,0
2021,Enfield 022A,E01001456,0,10,439,3,0,3,1,0,1,491,1,33,0
2021,Enfield 010A,E01001457,0,162,598,14,0,9,1,0,3,839,3,49,0
2021,Enfield 037A,E01001458,2,57,454,14,0,21,0,0,8,642,0,86,0
2021,Enfield 024A,E01001459,0,26,454,13,0,13,0,0,2,558,0,50,0
2021,Enfield 024B,E01001460,3,167,380,28,1,21,0,0,5,670,1,64,0
2021,Enfield 027D,E01001461,1,145,372,30,0,12,0,0,2,627,2,63,0
2021,Enfield 024C,E01001462,2,108,335,23,0,13,0,0,3,527,1,42,0
2021,Enfield 031A,E01001463,0,22,427,6,0,10,1,0,1,512,1,44,0
2021,Enfield 027E,E01001464,0,19,343,8,0,6,0,0,4,419,0,39,0
2021,Enfield 031B,E01001465,0,19,400,10,0,11,0,0,3,500,0,57,0
2021,Enfield 031C,E01001466,0,31,481,8,0,9,0,0,4,623,2,88,0
2021,Enfield 031D,E01001467,3,34,523,14,0,13,1,0,5,665,0,72,0
2021,Enfield 010B,E01001468,14,40,453,4,0,5,0,0,5,576,11,44,0
2021,Enfield 008A,E01001469,3,68,520,11,0,6,2,0,4,674,6,54,0
2021,Enfield 013B,E01001470,1,54,542,4,0,5,0,0,1,650,1,42,0
2021,Enfield 010C,E01001471,0,225,653,20,0,10,0,0,0,967,0,58,1
2021,Enfield 010D,E01001472,1,83,598,9,0,8,1,0,2,756,2,52,0
2021,Enfield 013C,E01001473,0,9,476,8,0,3,0,0,0,544,2,46,0
2021,Enfield 010E,E01001474,1,137,641,5,0,16,3,1,4,860,3,49,0
2021,Enfield 013D,E01001475,0,19,563,3,0,6,0,0,1,637,3,42,0
2021,Enfield 018A,E01001476,0,32,474,11,0,12,0,0,4,610,1,76,0
2021,Enfield 018B,E01001477,0,35,455,17,0,16,0,0,10,613,1,79,0
2021,Enfield 016B,E01001478,2,18,467,10,0,12,0,0,4,570,1,56,0
2021,Enfield 023A,E01001479,10,101,411,21,0,19,0,1,5,642,0,74,0
2021,Enfield 024D,E01001480,2,102,406,16,0,15,0,1,1,578,0,35,0
2021,Enfield 018C,E01001481,0,37,429,16,0,14,1,0,2,558,0,59,0
2021,Enfield 023B,E01001482,0,109,433,21,1,6,0,0,4,658,2,82,0
2021,Enfield 025A,E01001483,1,293,166,25,1,7,0,1,5,533,1,33,0
2021,Enfield 016C,E01001484,0,26,410,15,0,6,0,0,0,500,0,43,0
2021,Enfield 025B,E01001485,4,64,476,18,1,9,0,0,8,663,0,83,0
2021,Enfield 025C,E01001486,2,64,577,19,3,24,1,0,7,805,0,108,0
2021,Enfield 023C,E01001487,6,63,489,18,0,12,0,0,4,666,2,72,0
2021,Enfield 024E,E01001488,1,45,494,21,0,23,0,0,3,663,0,76,0
2021,Enfield 023D,E01001489,1,50,490,14,0,21,0,0,5,655,1,73,0
2021,Enfield 023E,E01001491,4,72,492,21,0,20,0,0,4,693,0,80,0
2021,Enfield 025E,E01001492,0,42,498,15,1,17,1,0,6,664,1,83,0
2021,Enfield 026B,E01001493,1,39,602,13,0,11,2,0,1,731,2,60,0
2021,Enfield 026C,E01001494,0,8,444,4,3,8,1,0,2,502,0,32,0
2021,Enfield 029A,E01001495,1,50,606,7,0,1,0,0,3,720,1,51,0
2021,Enfield 026D,E01001496,1,15,578,5,2,4,0,0,2,640,1,32,0
2021,Enfield 031E,E01001497,0,17,440,6,0,8,0,0,1,509,1,36,0
2021,Enfield 029B,E01001498,1,43,558,25,0,11,0,0,3,697,1,55,0
2021,Enfield 031F,E01001499,2,8,458,4,0,6,0,0,5,535,2,50,0
2021,Enfield 035D,E01001500,0,55,428,7,0,8,0,0,3,551,2,48,0
2021,Enfield 036E,E01001501,17,167,603,22,0,16,5,0,5,921,2,84,0
2021,Enfield 018D,E01001502,2,69,475,9,0,17,1,0,6,657,2,76,0
2021,Enfield 018E,E01001503,3,39,507,13,0,16,0,0,4,647,0,65,0
2021,Enfield 012B,E01001504,2,35,434,19,1,10,0,0,5,562,0,56,0
2021,Enfield 012C,E01001505,12,65,414,10,0,11,1,0,6,599,1,79,0
2021,Enfield 012D,E01001507,5,204,465,29,2,22,0,0,8,813,0,78,0
2021,Enfield 012E,E01001508,24,97,499,21,0,21,1,0,5,785,6,111,0
2021,Enfield 014C,E01001509,2,220,339,27,0,10,0,1,3,647,1,44,0
2021,Enfield 016D,E01001511,0,40,541,14,0,14,0,0,5,670,2,54,0
2021,Enfield 015D,E01001512,49,205,619,16,0,24,2,0,5,992,1,71,0
2021,Enfield 012F,E01001513,7,47,514,21,0,24,0,0,6,723,0,104,0
2021,Enfield 016E,E01001514,1,35,558,10,0,7,0,0,4,667,0,51,1
2021,Enfield 015E,E01001515,2,236,388,19,0,19,0,0,9,744,1,70,0
2021,Enfield 005D,E01001516,0,40,529,13,0,11,0,0,11,669,2,63,0
2021,Enfield 006C,E01001517,1,43,493,19,0,25,0,0,9,684,0,94,0
2021,Enfield 016F,E01001518,2,30,560,12,1,7,0,0,3,659,0,44,0
2021,Enfield 019A,E01001520,5,47,581,10,0,7,0,0,5,698,1,42,0
2021,Enfield 028A,E01001521,19,27,538,18,4,10,0,0,1,682,3,62,0
2021,Enfield 019B,E01001522,3,143,521,13,0,8,1,0,0,744,0,55,0
2021,Enfield 019C,E01001523,0,48,583,13,0,8,1,0,3,723,0,67,0
2021,Enfield 019D,E01001524,4,62,419,10,2,5,0,0,2,550,3,43,0
2021,Enfield 020E,E01001525,9,57,617,10,0,4,1,0,5,758,3,52,0
2021,Enfield 019E,E01001526,0,49,537,4,0,3,0,0,1,635,0,41,0
2021,Enfield 036F,E01001527,3,73,619,9,1,13,3,0,5,787,1,60,0
2021,Enfield 032B,E01001528,76,185,327,13,0,17,7,0,5,684,0,54,0
2021,Enfield 032C,E01001529,4,103,436,23,0,15,0,0,5,650,0,64,0
2021,Enfield 032D,E01001530,0,31,490,9,0,6,1,0,2,615,5,71,0
2021,Enfield 028B,E01001531,1,30,456,1,0,3,0,1,4,530,0,34,0
2021,Enfield 028C,E01001532,0,13,577,13,0,2,0,0,4,664,0,55,0
2021,Enfield 028D,E01001533,3,21,475,2,0,4,2,0,0,538,2,29,0
2021,Enfield 032E,E01001534,3,41,495,8,0,3,0,0,4,604,1,49,0
2021,Enfield 028E,E01001535,0,14,439,4,0,2,1,0,3,497,1,33,0
2021,Enfield 008B,E01001536,4,92,642,17,0,11,1,0,2,847,8,70,0
2021,Enfield 005E,E01001537,0,19,576,11,0,1,0,0,6,689,0,76,0
2021,Enfield 009A,E01001538,0,10,544,6,0,6,1,1,0,598,0,30,0
2021,Enfield 009B,E01001539,1,26,559,7,0,2,0,0,3,639,1,40,0
2021,Enfield 008C,E01001540,1,243,499,12,1,4,0,0,3,798,1,34,0
2021,Enfield 008D,E01001541,0,113,475,9,0,0,0,0,3,645,1,44,0
2021,Enfield 008E,E01001542,20,57,499,6,0,11,1,0,6,655,0,55,0
2021,Enfield 009C,E01001543,0,20,509,5,1,7,0,0,5,583,1,35,0
2021,Enfield 009D,E01001544,0,39,537,8,0,4,0,0,1,640,1,50,0
2021,Enfield 002B,E01001545,8,76,457,15,0,20,1,0,6,666,1,82,0
2021,Enfield 001C,E01001546,0,49,454,25,0,11,0,0,8,611,0,64,0
2021,Enfield 002C,E01001547,0,43,567,12,1,7,0,0,6,725,4,85,0
2021,Enfield 002D,E01001548,7,103,449,15,0,13,0,0,4,673,2,80,0
2021,Enfield 006D,E01001549,8,253,413,46,1,19,0,0,5,812,2,65,0
2021,Enfield 006E,E01001550,0,32,450,8,0,9,0,0,5,577,1,72,0
2021,Enfield 002E,E01001551,0,103,441,18,0,15,0,0,2,640,0,61,0
2021,Enfield 001D,E01001552,0,69,489,11,0,19,1,1,7,667,8,62,0
2021,Enfield 037B,E01001553,0,34,397,12,1,14,1,0,6,545,1,79,0
2021,Enfield 037C,E01001554,4,131,409,24,0,18,0,0,13,687,0,88,0
2021,Enfield 033C,E01001555,20,105,500,15,1,21,3,0,14,774,2,93,0
2021,Enfield 035E,E01001556,0,43,433,8,0,8,1,0,0,534,0,41,0
2021,Enfield 033D,E01001557,2,33,410,20,0,8,0,0,2,549,0,73,1
2021,Enfield 033E,E01001558,18,129,317,25,1,33,0,0,8,601,3,67,0
2021,Enfield 033F,E01001559,0,125,451,19,1,15,0,0,7,678,1,59,0
2021,Enfield 035F,E01001560,0,27,408,7,0,10,0,0,1,512,4,55,0
2021,Enfield 037D,E01001562,23,294,371,30,0,21,4,0,1,824,2,78,0
2021,Enfield 029C,E01001563,2,46,569,16,1,8,1,0,2,701,1,55,0
2021,Enfield 022B,E01001564,0,25,546,7,0,5,0,0,1,639,4,51,0
2021,Enfield 029D,E01001565,12,60,567,7,0,5,0,0,5,707,3,48,0
2021,Enfield 029E,E01001566,0,63,501,11,0,3,0,0,1,629,4,46,0
2021,Enfield 022C,E01001567,0,28,507,10,0,2,0,0,2,608,5,54,0
2021,Enfield 022D,E01001568,0,8,525,0,1,4,1,0,0,568,2,27,0
2021,Enfield 022E,E01001569,1,54,617,7,0,5,2,0,5,751,2,58,0
2021,Enfield 026E,E01001570,1,34,616,12,0,2,0,0,3,725,1,56,0
2021,Greenwich 008A,E01001571,2,23,519,15,0,5,0,0,4,631,0,63,0
2021,Greenwich 008B,E01001572,4,20,545,18,0,6,0,0,1,651,1,56,0
2021,Greenwich 008C,E01001573,1,22,428,11,0,10,0,1,0,521,0,48,0
2021,Greenwich 008D,E01001574,8,45,559,17,0,17,0,0,1,750,1,102,0
2021,Greenwich 003A,E01001575,1,37,444,10,5,26,0,0,15,622,2,82,0
2021,Greenwich 003B,E01001576,7,41,515,15,1,26,0,0,5,670,1,59,0
2021,Greenwich 003C,E01001577,5,37,551,18,4,17,2,0,20,726,2,70,0
2021,Greenwich 003D,E01001578,8,164,558,23,1,6,0,0,10,851,2,79,0
2021,Greenwich 003E,E01001579,3,30,478,12,0,11,1,0,10,623,1,77,0
2021,Greenwich 021A,E01001580,7,41,636,16,2,6,1,0,5,790,3,73,0
2021,Greenwich 016A,E01001581,27,31,568,9,2,8,0,0,3,728,1,79,0
2021,Greenwich 021B,E01001582,27,50,473,16,0,13,2,0,4,661,1,75,0
2021,Greenwich 021C,E01001583,7,77,599,25,1,4,0,0,2,767,1,51,0
2021,Greenwich 021D,E01001584,13,21,564,10,0,5,1,0,2,664,0,48,0
2021,Greenwich 016B,E01001585,1,28,511,4,2,4,2,0,0,602,3,47,0
2021,Greenwich 016C,E01001586,14,57,500,18,0,8,0,0,0,658,1,60,0
2021,Greenwich 016D,E01001587,140,136,576,18,2,12,1,0,2,952,4,61,0
2021,Greenwich 012A,E01001588,28,69,447,14,0,14,0,0,0,637,1,64,0
2021,Greenwich 012B,E01001589,9,61,505,7,0,16,0,0,7,675,5,65,0
2021,Greenwich 014A,E01001590,2,39,573,18,1,6,0,0,2,711,1,69,0
2021,Greenwich 012C,E01001591,43,57,574,20,0,20,3,0,8,811,0,86,0
2021,Greenwich 014B,E01001592,5,88,548,26,0,6,0,0,2,734,2,57,0
2021,Greenwich 014C,E01001593,3,25,651,17,0,3,0,0,1,764,2,62,0
2021,Greenwich 014D,E01001594,11,83,609,20,0,20,3,0,12,835,4,72,1
2021,Greenwich 012D,E01001595,6,40,577,11,1,19,0,0,3,735,9,69,0
2021,Greenwich 032A,E01001596,0,11,563,5,0,0,1,0,0,636,3,53,0
2021,Greenwich 031A,E01001597,7,50,514,8,0,5,0,0,4,634,1,45,0
2021,Greenwich 031B,E01001598,0,21,519,5,0,8,2,0,2,604,1,46,0
2021,Greenwich 032B,E01001599,1,17,505,9,0,6,1,0,2,602,2,59,0
2021,Greenwich 032C,E01001600,2,44,528,7,0,6,0,0,1,637,0,49,0
2021,Greenwich 032D,E01001601,19,20,478,2,0,2,0,0,0,567,0,46,0
2021,Greenwich 031C,E01001602,0,25,582,10,1,11,0,0,3,716,4,80,0
2021,Greenwich 031D,E01001603,5,25,613,12,0,10,2,0,3,741,1,70,0
2021,Greenwich 027A,E01001604,7,41,478,16,0,5,0,0,5,601,1,47,1
2021,Greenwich 023A,E01001605,1,9,505,6,1,6,0,0,2,568,1,37,0
2021,Greenwich 023B,E01001606,3,18,520,7,0,2,0,1,0,605,1,53,0
2021,Greenwich 027B,E01001607,2,18,581,11,0,4,1,0,0,667,1,49,0
2021,Greenwich 027C,E01001608,8,32,482,12,2,6,0,0,0,583,5,36,0
2021,Greenwich 027D,E01001609,8,58,591,15,0,8,0,0,0,740,2,58,0
2021,Greenwich 023C,E01001610,1,45,598,10,0,6,3,0,2,706,1,40,0
2021,Greenwich 023D,E01001611,29,23,585,10,0,3,0,1,1,709,2,55,0
2021,Greenwich 028A,E01001613,4,93,610,21,3,9,8,1,2,801,1,49,0
2021,Greenwich 028B,E01001614,2,9,486,3,0,3,1,0,2,545,1,38,0
2021,Greenwich 028C,E01001615,40,158,604,23,0,14,3,0,7,942,11,82,0
2021,Greenwich 028D,E01001617,4,65,601,15,0,7,1,0,1,733,0,39,0
2021,Greenwich 030C,E01001618,5,36,635,5,0,6,0,0,1,756,11,57,0
2021,Greenwich 030D,E01001619,3,109,631,8,0,9,2,0,6,825,2,55,0
2021,Greenwich 025A,E01001620,1,14,412,4,0,4,0,1,2,501,3,60,0
2021,Greenwich 025B,E01001621,82,66,454,14,1,10,0,0,3,668,0,38,0
2021,Greenwich 025C,E01001623,4,48,520,11,0,10,0,0,3,668,3,69,0
2021,Greenwich 025D,E01001624,1,13,536,7,0,8,0,0,0,628,1,62,0
2021,Greenwich 025E,E01001625,1,22,494,9,0,15,1,0,5,618,8,63,0
2021,Greenwich 009A,E01001629,25,92,569,20,0,22,0,0,13,835,4,90,0
2021,Greenwich 007B,E01001631,77,113,460,15,1,32,3,0,6,787,5,75,0
2021,Greenwich 007C,E01001632,4,51,496,17,0,17,1,0,2,666,5,73,0
2021,Greenwich 009B,E01001633,71,134,424,26,0,24,1,0,12,774,1,81,0
2021,Greenwich 009C,E01001634,44,58,429,16,0,22,2,0,10,654,3,70,0
2021,Greenwich 007D,E01001635,2,32,536,12,1,9,0,0,4,643,0,47,0
2021,Greenwich 007E,E01001636,5,51,435,13,1,17,1,0,3,597,7,64,0
2021,Greenwich 009D,E01001637,4,30,547,11,0,18,2,0,4,689,3,70,0
2021,Greenwich 038A,E01001638,21,65,473,19,2,11,2,0,5,680,0,82,0
2021,Greenwich 038B,E01001641,16,111,598,13,0,9,1,0,0,815,2,65,0
2021,Greenwich 038C,E01001642,6,46,617,9,3,5,3,0,2,762,6,65,0
2021,Greenwich 038D,E01001644,32,183,823,25,1,10,1,0,4,1180,3,98,0
2021,Greenwich 022A,E01001645,7,30,575,11,0,11,0,0,4,707,1,68,0
2021,Greenwich 019A,E01001646,32,227,704,27,0,28,1,0,5,1129,3,102,0
2021,Greenwich 022B,E01001647,1,23,462,8,0,8,3,0,1,567,2,59,0
2021,Greenwich 022C,E01001648,24,32,554,14,0,4,1,0,6,695,0,60,0
2021,Greenwich 022D,E01001649,3,22,474,21,0,7,1,0,3,574,1,42,0
2021,Greenwich 019B,E01001650,2,12,507,11,0,13,1,0,6,609,1,56,0
2021,Greenwich 019C,E01001651,11,31,594,10,0,10,1,0,3,740,1,79,0
2021,Greenwich 019D,E01001652,14,52,552,6,0,12,1,0,3,706,3,63,0
2021,Greenwich 029A,E01001653,5,33,473,9,0,8,1,1,5,599,0,64,0
2021,Greenwich 029B,E01001654,3,19,457,7,0,11,0,0,2,569,1,69,0
2021,Greenwich 029C,E01001655,6,42,482,12,0,15,0,0,3,632,0,72,0
2021,Greenwich 034A,E01001656,4,33,479,14,1,6,1,0,3,586,0,45,0
2021,Greenwich 034B,E01001657,15,84,523,13,0,6,3,0,1,704,6,53,0
2021,Greenwich 034C,E01001658,8,37,607,10,0,13,1,0,1,730,4,49,0
2021,Greenwich 034D,E01001659,9,29,447,7,0,3,0,0,0,547,3,49,0
2021,Greenwich 029D,E01001660,2,21,472,7,0,5,0,0,1,563,3,52,0
2021,Greenwich 029E,E01001661,2,21,473,9,0,4,1,0,2,578,2,64,0
2021,Greenwich 037B,E01001664,23,56,689,38,0,8,0,0,5,884,2,63,0
2021,Greenwich 037C,E01001665,3,147,530,12,1,13,1,0,3,774,1,63,0
2021,Greenwich 041G,E01001666,104,92,459,13,2,14,2,0,3,741,0,52,0
2021,Greenwich 033A,E01001669,5,102,660,19,1,17,2,2,7,918,6,97,0
2021,Greenwich 033B,E01001671,3,34,565,15,0,11,0,0,1,681,1,51,0
2021,Greenwich 006A,E01001672,2,44,502,12,0,16,0,0,4,644,2,62,0
2021,Greenwich 006B,E01001673,32,89,523,25,2,31,0,0,6,799,2,89,0
2021,Greenwich 006C,E01001674,0,61,541,19,0,19,0,0,4,709,1,64,0
2021,Greenwich 006D,E01001675,0,68,506,25,3,16,0,0,3,701,3,77,0
2021,Greenwich 033C,E01001676,9,49,494,15,2,16,1,0,7,672,1,78,0
2021,Greenwich 006E,E01001677,4,85,520,22,1,13,0,0,3,729,0,81,0
2021,Greenwich 017A,E01001678,7,36,514,10,0,15,0,0,4,648,2,60,0
2021,Greenwich 020A,E01001679,0,49,421,11,0,6,0,0,6,553,1,59,0
2021,Greenwich 020B,E01001680,0,37,512,9,0,6,0,1,3,617,2,47,0
2021,Greenwich 020C,E01001681,4,19,426,8,0,4,0,0,3,526,2,60,0
2021,Greenwich 020D,E01001682,1,33,448,6,1,3,0,0,4,550,2,52,0
2021,Greenwich 017B,E01001683,10,45,464,21,1,10,0,0,2,598,1,44,0
2021,Greenwich 017C,E01001684,2,54,442,12,0,5,0,0,1,566,1,49,0
2021,Greenwich 017D,E01001685,2,36,516,15,0,8,1,0,10,652,3,61,0
2021,Greenwich 020E,E01001686,21,66,547,17,0,20,0,0,4,752,1,76,0
2021,Greenwich 002A,E01001687,4,74,360,12,0,12,0,0,3,509,0,44,0
2021,Greenwich 002B,E01001688,7,165,594,29,1,27,1,0,4,937,3,106,0
2021,Greenwich 001A,E01001690,14,130,514,25,3,25,1,0,12,813,5,84,0
2021,Greenwich 001B,E01001692,3,40,393,22,0,13,1,0,3,557,2,80,0
2021,Greenwich 001C,E01001693,8,34,430,14,0,23,0,0,14,615,1,91,0
2021,Greenwich 001D,E01001694,5,25,471,18,0,18,0,0,3,613,1,72,0
2021,Greenwich 011A,E01001695,44,45,340,13,0,21,0,0,7,563,2,91,0
2021,Greenwich 011B,E01001696,237,367,368,30,0,18,6,0,6,1141,9,96,4
2021,Greenwich 011C,E01001697,44,123,617,24,0,18,2,0,5,937,2,102,0
2021,Greenwich 015A,E01001698,49,88,464,26,2,22,2,0,9,757,1,94,0
2021,Greenwich 015B,E01001699,142,144,273,7,0,14,7,0,5,665,5,68,0
2021,Greenwich 011D,E01001700,13,51,573,26,0,23,3,0,7,799,4,99,0
2021,Greenwich 015C,E01001701,103,113,446,18,0,11,1,0,6,776,3,75,0
2021,Greenwich 015D,E01001702,12,32,288,11,0,13,1,0,7,439,0,75,0
2021,Greenwich 011E,E01001703,15,65,548,19,0,28,0,0,11,764,2,76,0
2021,Greenwich 011F,E01001704,1,20,508,9,1,10,0,0,5,621,1,66,0
2021,Greenwich 005A,E01001705,31,174,471,29,0,28,1,0,11,849,0,104,0
2021,Greenwich 005C,E01001708,5,16,577,11,0,8,0,0,2,684,4,61,0
2021,Greenwich 005D,E01001710,22,70,441,22,2,17,1,0,6,651,0,70,0
2021,Greenwich 042A,E01001712,94,226,440,33,0,43,3,0,6,913,1,67,0
2021,Hackney 002A,E01001714,115,190,418,17,0,24,5,0,4,853,2,78,0
2021,Hackney 007A,E01001715,4,75,502,15,1,13,2,0,2,657,0,43,0
2021,Hackney 007B,E01001716,25,210,454,40,0,29,10,0,5,838,8,57,0
2021,Hackney 007C,E01001717,2,33,337,5,0,7,0,0,0,427,1,42,0
2021,Hackney 007D,E01001718,10,60,663,22,0,10,2,0,4,825,1,53,0
2021,Hackney 007E,E01001719,146,111,346,10,0,18,6,0,10,697,4,46,0
2021,Hackney 007F,E01001720,5,56,643,10,0,4,2,0,1,787,5,61,0
2021,Hackney 029A,E01001722,65,73,626,31,3,25,1,0,12,919,3,80,0
2021,Hackney 006A,E01001723,0,53,541,17,0,11,0,0,8,681,0,51,0
2021,Hackney 006B,E01001724,4,162,765,34,0,19,2,0,4,1068,4,74,0
2021,Hackney 004A,E01001725,7,34,428,16,0,16,1,0,7,563,0,54,0
2021,Hackney 004B,E01001726,4,32,354,16,0,11,1,0,7,463,1,37,0
2021,Hackney 006C,E01001727,0,22,470,6,2,10,0,0,4,562,1,47,0
2021,Hackney 029B,E01001728,8,40,444,26,1,19,0,0,5,587,0,44,0
2021,Hackney 019A,E01001729,11,97,301,9,0,17,2,1,4,498,1,55,0
2021,Hackney 019B,E01001730,70,165,677,20,0,43,5,0,14,1135,4,137,0
2021,Hackney 017A,E01001731,43,190,756,38,0,34,3,0,3,1156,0,89,0
2021,Hackney 019C,E01001732,44,81,498,17,1,20,0,0,6,753,7,79,0
2021,Hackney 015A,E01001733,6,69,574,22,0,8,0,0,0,734,1,54,0
2021,Hackney 017B,E01001734,4,103,611,35,1,21,4,0,6,851,3,63,0
2021,Hackney 019D,E01001735,18,52,489,0,0,11,0,0,3,650,4,73,0
2021,Hackney 012A,E01001736,1,29,558,8,0,8,0,0,2,678,5,67,0
2021,Hackney 012B,E01001737,8,131,488,16,0,9,0,0,8,708,3,45,0
2021,Hackney 012C,E01001738,5,63,617,14,0,13,2,0,10,793,7,62,0
2021,Hackney 012D,E01001739,10,40,724,16,0,9,1,0,0,883,5,78,0
2021,Hackney 014A,E01001740,34,55,415,15,1,20,1,0,2,625,0,82,0
2021,Hackney 009A,E01001741,0,41,467,11,0,12,1,0,3,576,8,33,0
2021,Hackney 008A,E01001742,10,80,583,18,0,17,0,0,4,781,5,64,0
2021,Hackney 031A,E01001744,8,56,633,11,0,19,0,0,3,815,2,83,0
2021,Hackney 016A,E01001745,16,111,619,28,2,26,1,0,15,918,1,99,0
2021,Hackney 016B,E01001746,13,39,412,18,0,30,0,0,5,599,2,80,0
2021,Hackney 014B,E01001747,40,132,724,32,0,29,6,0,9,1076,8,96,0
2021,Hackney 020B,E01001749,8,85,498,11,0,3,0,0,3,671,4,59,0
2021,Hackney 031D,E01001750,51,180,578,17,2,24,4,0,8,928,0,64,0
2021,Hackney 031B,E01001751,2,52,515,8,1,4,0,0,0,645,7,56,0
2021,Hackney 025B,E01001753,3,51,440,21,0,30,0,0,13,624,2,64,0
2021,Hackney 025D,E01001755,6,65,521,16,1,13,0,0,5,693,2,64,0
2021,Hackney 030C,E01001756,13,130,680,25,1,15,2,0,7,958,1,84,0
2021,Hackney 016C,E01001757,9,28,446,15,1,24,0,0,4,609,1,81,0
2021,Hackney 016D,E01001758,71,273,554,30,2,27,9,0,10,1080,9,95,0
2021,Hackney 016E,E01001759,9,63,542,15,0,8,7,0,5,725,1,75,0
2021,Hackney 017C,E01001760,36,136,560,21,1,18,4,0,6,873,5,86,0
2021,Hackney 016F,E01001761,17,122,613,26,1,24,1,0,6,924,0,113,1
2021,Hackney 017D,E01001762,11,89,584,28,0,9,2,0,4,802,3,70,2
2021,Hackney 020C,E01001763,32,85,579,17,0,14,1,0,2,817,3,84,0
2021,Hackney 010A,E01001764,9,64,502,15,0,15,7,0,4,673,3,54,0
2021,Hackney 010B,E01001765,5,76,540,15,0,16,0,0,6,750,6,86,0
2021,Hackney 010D,E01001767,3,40,499,15,2,9,0,0,7,629,3,51,0
2021,Hackney 006D,E01001768,3,41,627,9,1,4,1,0,2,749,1,60,0
2021,Hackney 006E,E01001769,5,48,516,9,0,12,0,0,3,635,2,40,0
2021,Hackney 010E,E01001770,15,95,524,16,0,26,0,0,13,772,0,83,0
2021,Hackney 024A,E01001772,104,137,389,14,0,28,4,0,4,765,0,84,1
2021,Hackney 025E,E01001773,106,242,546,26,2,24,5,0,8,1042,1,82,0
2021,Hackney 024B,E01001774,44,146,520,25,1,29,3,0,3,853,4,78,0
2021,Hackney 024C,E01001775,28,81,469,23,3,22,0,1,4,705,4,70,0
2021,Hackney 025F,E01001776,102,133,405,11,3,15,3,0,16,752,0,64,0
2021,Hackney 033A,E01001777,73,267,621,31,3,30,4,0,9,1148,6,104,0
