date,geography,geography code,Type of central heating in household: District or communal heat networks only,Type of central heating in household: Electric only,Type of central heating in household: Mains gas only,Type of central heating in household: No central heating,Type of central heating in household: Oil only,Type of central heating in household: Other central heating only,Type of central heating in household: Renewable energy only,Type of central heating in household: Solid fuel only,Type of central heating in household: Tank or bottled gas only,Type of central heating in household: Total: All households,Type of central heating in household: Two or more types of central heating (including renewable energy),Type of central heating in household: Two or more types of central heating (not including renewable energy),Type of central heating in household: Wood only
2021,Wandsworth 029D,E01004548,81,127,674,31,2,17,1,0,5,1022,4,80,0
2021,Wandsworth 027D,E01004549,2,53,536,14,1,9,1,0,2,666,2,46,0
2021,Wandsworth 017D,E01004550,25,39,390,9,0,11,2,0,2,521,3,40,0
2021,Wandsworth 012E,E01004551,48,166,472,12,1,15,1,0,5,789,3,66,0
2021,Wandsworth 008C,E01004552,2,75,695,14,0,9,1,0,4,887,3,84,0
2021,Wandsworth 015A,E01004553,5,58,606,17,0,7,1,0,5,774,2,73,0
2021,Wandsworth 009A,E01004554,1,25,530,5,1,4,0,0,1,619,4,48,0
2021,Wandsworth 017E,E01004555,0,18,498,9,1,2,0,0,0,577,1,48,0
2021,Wandsworth 009B,E01004556,0,17,506,8,1,3,0,0,1,582,1,45,0
2021,Wandsworth 015B,E01004557,3,22,576,7,0,3,0,0,0,661,1,49,0
2021,Wandsworth 015C,E01004558,4,32,561,9,0,5,0,0,3,669,2,53,0
2021,Wandsworth 015D,E01004559,0,30,434,11,0,3,0,0,0,517,1,38,0
2021,Wandsworth 001A,E01004560,47,211,491,31,4,10,0,0,3,883,2,84,0
2021,Wandsworth 039E,E01004563,189,300,241,19,1,42,2,0,6,868,1,67,0
2021,Wandsworth 039D,E01004564,7,54,657,15,0,7,0,0,6,827,2,79,0
2021,Wandsworth 005A,E01004565,4,46,622,17,1,9,0,0,2,780,3,76,0
2021,Wandsworth 001B,E01004566,24,86,554,49,0,11,0,0,4,788,0,60,0
2021,Wandsworth 039A,E01004567,52,129,639,19,0,30,0,0,6,981,11,95,0
2021,Wandsworth 013A,E01004568,7,54,314,16,1,11,3,0,7,459,2,44,0
2021,Wandsworth 023A,E01004569,26,42,526,22,0,16,0,0,7,726,4,83,0
2021,Wandsworth 023B,E01004570,37,51,531,17,1,18,0,0,4,721,0,62,0
2021,Wandsworth 023C,E01004571,83,120,387,11,0,24,0,0,3,688,2,58,0
2021,Wandsworth 016A,E01004572,28,42,520,11,1,14,0,0,0,670,2,52,0
2021,Wandsworth 023D,E01004573,6,41,490,20,1,11,0,0,3,631,0,58,1
2021,Wandsworth 013B,E01004574,7,57,501,22,1,32,1,0,5,705,0,79,0
2021,Wandsworth 013C,E01004575,53,55,472,20,1,21,0,0,2,680,1,55,0
2021,Wandsworth 013D,E01004576,16,32,458,7,0,14,0,0,1,592,4,60,0
2021,Wandsworth 003C,E01004577,22,98,599,15,1,10,0,0,6,821,1,69,0
2021,Wandsworth 004B,E01004579,34,85,597,10,2,11,3,0,1,826,3,80,0
2021,Wandsworth 004C,E01004580,15,214,532,39,0,12,1,0,5,892,9,65,0
2021,Wandsworth 004D,E01004581,88,189,438,23,9,17,1,0,3,833,2,63,0
2021,Wandsworth 001C,E01004582,38,221,586,29,2,18,3,2,10,987,3,75,0
2021,Wandsworth 001D,E01004583,11,121,599,16,1,9,1,0,6,814,0,50,0
2021,Wandsworth 003D,E01004584,14,84,461,28,2,22,5,0,4,716,4,92,0
2021,Wandsworth 008D,E01004585,3,55,662,18,2,7,2,0,4,824,2,69,0
2021,Wandsworth 009C,E01004586,2,98,674,9,0,8,0,0,2,850,2,55,0
2021,Wandsworth 009D,E01004587,1,23,606,10,1,1,1,0,2,696,0,51,0
2021,Wandsworth 008E,E01004588,2,81,709,13,0,5,0,0,3,881,1,67,0
2021,Wandsworth 009E,E01004589,2,59,571,15,1,3,2,0,5,735,7,70,0
2021,Wandsworth 005B,E01004590,8,64,622,12,0,17,0,0,10,818,2,83,0
2021,Wandsworth 005C,E01004591,7,80,653,19,0,12,0,0,6,862,2,83,0
2021,Wandsworth 005D,E01004592,3,26,661,11,0,7,2,0,3,777,2,62,0
2021,Wandsworth 025A,E01004593,6,55,685,17,0,5,0,0,5,833,2,58,0
2021,Wandsworth 020D,E01004594,0,53,514,11,0,1,0,0,2,627,0,46,0
2021,Wandsworth 025B,E01004595,6,45,661,8,0,8,0,0,1,792,3,60,0
2021,Wandsworth 020E,E01004596,1,30,542,14,0,2,0,0,3,643,0,51,0
2021,Wandsworth 025C,E01004597,0,29,647,16,0,4,3,0,6,769,0,64,0
2021,Wandsworth 025D,E01004598,77,88,682,13,0,16,2,0,2,955,6,69,0
2021,Wandsworth 025E,E01004599,2,21,482,6,0,4,0,0,3,568,0,50,0
2021,Wandsworth 018D,E01004601,85,158,721,20,0,25,3,0,4,1095,4,75,0
2021,Wandsworth 010C,E01004602,1,47,580,8,2,5,1,0,4,713,2,63,0
2021,Wandsworth 006A,E01004604,4,15,515,6,0,3,0,0,0,591,5,43,0
2021,Wandsworth 006B,E01004605,5,52,653,12,1,2,1,1,5,804,2,70,0
2021,Wandsworth 006C,E01004606,2,40,640,15,0,1,0,0,0,751,3,50,0
2021,Wandsworth 006D,E01004607,3,45,582,5,0,5,0,0,1,685,2,42,0
2021,Wandsworth 006E,E01004608,10,60,618,11,2,6,0,0,2,780,4,67,0
2021,Wandsworth 010E,E01004609,9,174,704,24,0,9,2,0,2,1014,4,86,0
2021,Wandsworth 033C,E01004610,9,40,571,13,1,17,0,0,4,717,5,57,0
2021,Wandsworth 032B,E01004611,1,33,464,8,3,3,0,0,3,555,0,40,0
2021,Wandsworth 032C,E01004612,1,31,434,8,1,11,0,0,3,542,3,50,0
2021,Wandsworth 033D,E01004613,9,89,490,20,0,9,0,0,4,698,0,77,0
2021,Wandsworth 034A,E01004614,18,58,674,7,2,13,2,0,5,835,2,54,0
2021,Wandsworth 034B,E01004615,7,43,526,20,1,18,0,0,6,706,2,83,0
2021,Wandsworth 034C,E01004616,3,45,624,12,2,11,0,0,4,764,1,62,0
2021,Wandsworth 034D,E01004617,7,76,556,11,1,12,1,0,3,727,0,60,0
2021,Wandsworth 032D,E01004618,0,16,461,12,0,4,0,0,1,530,0,36,0
2021,Wandsworth 015E,E01004619,5,74,367,6,0,6,2,0,3,502,4,35,0
2021,Wandsworth 019C,E01004620,1,29,571,9,0,8,0,0,1,682,3,60,0
2021,Wandsworth 019D,E01004621,5,49,547,7,0,10,2,0,7,697,6,64,0
2021,Wandsworth 024D,E01004622,120,84,243,14,0,17,0,0,2,520,0,40,0
2021,Wandsworth 019E,E01004623,3,27,588,10,0,4,1,0,0,701,0,68,0
2021,Wandsworth 024E,E01004624,2,24,500,4,1,3,0,0,2,606,2,68,0
2021,Wandsworth 027E,E01004625,0,12,416,3,1,1,1,0,2,473,2,35,0
2021,Wandsworth 027F,E01004626,2,54,624,18,1,2,2,0,2,766,8,53,0
2021,Wandsworth 019F,E01004627,0,34,498,12,0,3,0,0,1,606,2,56,0
2021,Wandsworth 022A,E01004628,12,129,650,18,0,7,0,0,3,890,5,66,0
2021,Wandsworth 020F,E01004629,3,55,493,10,0,6,1,0,0,602,0,34,0
2021,Wandsworth 022B,E01004630,21,55,485,17,1,21,0,0,3,658,2,53,0
2021,Wandsworth 022C,E01004631,14,135,467,22,0,10,13,0,5,741,12,63,0
2021,Wandsworth 028A,E01004632,4,25,485,12,0,8,0,0,3,575,3,35,0
2021,Wandsworth 022D,E01004633,5,114,396,18,0,16,0,0,4,601,0,48,0
2021,Wandsworth 028B,E01004634,20,142,422,15,3,11,1,0,3,680,0,63,0
2021,Wandsworth 028C,E01004635,2,78,494,12,0,8,0,0,4,667,3,66,0
2021,Wandsworth 028D,E01004636,21,68,441,13,1,9,0,0,8,621,0,60,0
2021,Wandsworth 028E,E01004637,10,27,470,7,1,9,0,0,2,568,2,40,0
2021,Wandsworth 011B,E01004638,1,8,434,4,1,6,3,0,3,505,6,39,0
2021,Wandsworth 011C,E01004639,78,71,533,12,0,18,2,0,4,769,1,50,0
2021,Wandsworth 011D,E01004640,58,43,570,8,5,14,1,1,6,769,2,61,0
2021,Wandsworth 011E,E01004641,16,57,629,6,0,7,0,0,1,785,1,68,0
2021,Wandsworth 016B,E01004642,12,104,608,9,0,8,3,0,3,829,19,63,0
2021,Wandsworth 016C,E01004643,48,99,676,16,0,26,3,0,4,966,6,88,0
2021,Wandsworth 016D,E01004644,96,106,733,14,2,9,6,0,5,1067,7,89,0
2021,Wandsworth 016E,E01004645,21,44,623,24,0,14,0,0,4,817,1,86,0
2021,Westminster 002A,E01004646,23,68,460,19,2,6,0,0,7,640,5,50,0
2021,Westminster 001A,E01004647,69,55,406,17,0,10,0,0,6,622,2,57,0
2021,Westminster 002B,E01004648,88,91,668,31,5,25,1,0,5,1032,6,112,0
2021,Westminster 001B,E01004649,86,67,354,16,5,13,2,0,2,593,0,48,0
2021,Westminster 002C,E01004650,89,81,536,33,5,28,1,0,9,853,1,70,0
2021,Westminster 003A,E01004651,220,202,385,50,17,44,0,0,6,1009,3,82,0
2021,Westminster 017A,E01004652,123,151,422,29,12,29,1,1,12,850,2,68,0
2021,Westminster 014A,E01004653,13,93,586,18,1,9,0,0,12,798,4,62,0
2021,Westminster 014B,E01004654,49,277,681,45,1,26,2,0,13,1199,1,104,0
2021,Westminster 014D,E01004656,59,221,647,53,1,25,4,1,5,1105,3,86,0
2021,Westminster 012A,E01004657,22,89,360,31,7,22,0,1,8,601,0,61,0
2021,Westminster 012B,E01004658,67,139,413,35,0,44,0,0,5,772,0,69,0
2021,Westminster 008A,E01004659,41,206,440,53,5,16,0,0,18,845,3,63,0
2021,Westminster 008B,E01004660,98,125,334,22,8,23,0,0,3,667,0,54,0
2021,Westminster 012C,E01004661,71,152,442,47,2,22,2,0,4,846,1,103,0
2021,Westminster 012D,E01004662,18,213,429,44,2,16,0,0,3,779,2,52,0
2021,Westminster 012E,E01004663,44,107,476,21,2,13,1,0,1,722,0,57,0
2021,Westminster 024A,E01004665,324,63,95,18,1,31,5,0,4,577,1,35,0
2021,Westminster 023D,E01004668,221,57,232,15,1,19,4,0,2,588,0,37,0
2021,Westminster 024B,E01004669,375,63,168,20,0,46,1,0,3,729,0,53,0
2021,Westminster 009A,E01004670,165,115,486,28,0,46,1,0,12,926,1,72,0
2021,Westminster 005A,E01004674,42,60,554,12,2,19,0,0,6,769,2,72,0
2021,Westminster 005B,E01004675,68,145,683,25,3,29,3,0,13,1073,0,104,0
2021,Westminster 006A,E01004676,4,66,543,15,1,15,0,0,4,710,5,57,0
2021,Westminster 005C,E01004677,7,66,618,15,0,16,1,1,1,803,3,75,0
2021,Westminster 005D,E01004678,1,77,622,19,0,22,1,0,6,834,2,84,0
2021,Westminster 005E,E01004679,23,192,565,29,0,22,13,3,6,919,4,61,1
2021,Westminster 015A,E01004680,54,164,267,14,3,11,2,0,3,568,1,49,0
2021,Westminster 016A,E01004681,30,262,452,62,7,21,0,0,6,918,2,76,0
2021,Westminster 016B,E01004682,60,123,336,51,4,23,1,1,9,672,0,64,0
2021,Westminster 015B,E01004683,63,58,392,11,10,17,2,1,3,625,2,66,0
2021,Westminster 015C,E01004684,43,150,194,30,1,8,0,0,5,472,0,41,0
2021,Westminster 015E,E01004686,165,139,285,32,4,61,3,0,2,745,1,53,0
2021,Westminster 019A,E01004687,25,81,470,16,3,8,1,0,6,672,1,61,0
2021,Westminster 019D,E01004690,13,48,299,12,4,2,0,0,8,436,0,50,0
2021,Westminster 019E,E01004691,26,54,311,11,7,9,1,0,1,474,2,52,0
2021,Westminster 019F,E01004692,48,62,245,17,2,23,0,0,2,445,3,43,0
2021,Westminster 017B,E01004693,49,76,376,19,0,18,0,0,3,588,2,45,0
2021,Westminster 016C,E01004694,98,149,335,40,17,65,2,0,2,773,2,63,0
2021,Westminster 017C,E01004695,115,75,256,8,9,27,2,0,2,546,0,52,0
2021,Westminster 017D,E01004696,23,82,473,29,0,14,2,1,9,694,0,61,0
2021,Westminster 016D,E01004697,22,129,403,31,5,14,0,0,8,668,3,53,0
2021,Westminster 017E,E01004698,45,137,331,33,5,28,2,1,5,634,1,46,0
2021,Westminster 017F,E01004699,47,173,517,46,1,29,1,0,5,895,0,76,0
2021,Westminster 016E,E01004700,18,156,471,47,3,14,2,0,5,772,1,55,0
2021,Westminster 007A,E01004701,42,188,406,45,5,13,1,0,8,769,0,61,0
2021,Westminster 009E,E01004702,70,172,639,54,0,32,3,0,13,1071,0,88,0
2021,Westminster 007B,E01004703,21,102,605,16,0,19,0,0,6,864,3,92,0
2021,Westminster 007D,E01004705,4,57,435,25,0,9,2,0,5,584,1,46,0
2021,Westminster 006B,E01004706,19,50,524,23,2,7,0,0,7,682,0,50,0
2021,Westminster 006C,E01004707,11,42,620,21,3,11,1,0,2,755,2,42,0
2021,Westminster 006D,E01004708,16,66,539,20,0,17,1,0,1,725,4,61,0
2021,Westminster 007E,E01004709,15,62,508,37,2,8,2,0,6,716,2,74,0
2021,Westminster 002D,E01004710,99,114,402,26,3,22,2,0,9,722,3,42,0
2021,Westminster 002E,E01004711,37,105,538,31,1,18,4,0,6,817,2,75,0
2021,Westminster 008C,E01004712,63,131,400,44,5,21,6,0,6,737,2,59,0
2021,Westminster 011A,E01004713,46,126,402,25,2,23,1,0,14,695,0,56,0
2021,Westminster 011B,E01004714,61,177,437,34,7,16,0,1,6,819,2,78,0
2021,Westminster 013A,E01004715,167,173,311,54,3,48,4,1,3,827,1,62,0
2021,Westminster 011C,E01004716,59,77,306,16,10,9,1,0,1,532,2,51,0
2021,Westminster 011D,E01004717,38,222,362,34,5,9,1,0,9,744,1,63,0
2021,Westminster 004A,E01004718,3,69,584,25,0,17,0,0,7,792,0,87,0
2021,Westminster 004B,E01004719,6,38,616,19,1,12,1,0,2,780,3,81,1
2021,Westminster 004C,E01004720,7,54,666,15,0,15,0,0,6,857,2,92,0
2021,Westminster 004D,E01004721,144,93,470,23,1,23,1,0,12,838,4,66,1
2021,Westminster 004E,E01004722,18,145,562,24,1,28,0,1,10,869,2,78,0
2021,Westminster 005F,E01004723,7,92,673,40,2,32,3,0,9,961,0,103,0
2021,Westminster 001C,E01004724,91,111,527,29,6,21,5,0,7,868,0,71,0
2021,Westminster 003B,E01004725,22,107,336,26,3,19,2,1,5,590,2,67,0
2021,Westminster 003C,E01004726,85,137,425,48,1,23,4,0,7,791,3,58,0
2021,Westminster 008D,E01004727,115,157,361,23,18,25,2,0,7,765,0,57,0
2021,Westminster 003D,E01004728,148,138,316,23,3,17,1,0,3,727,1,77,0
2021,Westminster 003E,E01004729,69,154,415,23,5,18,1,0,4,735,0,46,0
2021,Westminster 001D,E01004730,103,68,385,31,11,26,1,0,6,696,0,65,0
2021,Westminster 020A,E01004731,71,381,380,50,12,26,4,1,6,1036,15,90,0
2021,Westminster 020B,E01004732,15,109,464,19,1,16,0,0,1,689,0,64,0
2021,Westminster 020C,E01004733,72,335,364,44,12,25,6,0,8,947,8,73,0
2021,Westminster 018A,E01004734,33,309,500,47,5,16,3,0,9,1005,4,79,0
2021,Westminster 018B,E01004735,70,336,537,46,4,36,2,0,19,1152,12,90,0
2021,Westminster 018C,E01004736,53,168,248,26,9,19,1,0,4,580,2,50,0
2021,Westminster 024C,E01004737,14,86,403,13,1,15,2,0,7,602,1,60,0
2021,Westminster 021A,E01004740,306,88,167,14,5,21,0,0,2,658,0,55,0
2021,Westminster 024F,E01004741,173,94,299,24,2,18,3,0,3,667,0,51,0
2021,Westminster 022A,E01004742,19,109,461,25,0,6,2,0,4,708,2,80,0
2021,Westminster 021B,E01004743,13,240,354,21,2,14,0,0,8,723,2,69,0
2021,Westminster 020D,E01004744,65,166,392,29,2,20,4,0,6,734,0,50,0
2021,Westminster 021D,E01004746,38,170,372,19,0,7,1,0,2,674,0,65,0
2021,Westminster 021E,E01004747,47,306,569,32,1,14,2,0,4,1045,1,69,0
2021,Westminster 020E,E01004748,32,85,322,21,4,11,0,0,5,519,1,37,1
2021,Westminster 022B,E01004749,51,178,651,41,3,7,0,0,11,1052,2,108,0
2021,Westminster 023E,E01004750,229,197,286,27,5,24,3,0,5,839,2,61,0
2021,Westminster 022C,E01004751,26,68,566,23,3,10,0,0,1,770,3,70,0
2021,Westminster 022D,E01004752,61,128,410,20,1,20,0,0,8,702,1,53,0
2021,Westminster 022E,E01004753,19,85,682,34,3,13,1,0,5,926,0,84,0
2021,Westminster 010A,E01004754,58,217,294,26,4,25,0,0,0,678,3,51,0
2021,Westminster 010B,E01004755,32,300,498,41,1,24,1,0,7,986,2,80,0
2021,Westminster 006E,E01004756,4,74,566,17,1,15,0,0,7,748,0,64,0
2021,Westminster 010C,E01004757,20,142,362,25,3,16,0,0,2,624,0,54,0
2021,Westminster 014E,E01004760,128,96,369,19,1,18,1,0,3,698,2,61,0
2021,Westminster 018D,E01004761,64,161,313,42,12,17,3,0,9,699,2,76,0
2021,Westminster 011E,E01004762,44,104,469,24,7,20,1,0,8,764,3,84,0
2021,Westminster 013B,E01004763,51,360,497,64,0,36,10,0,4,1118,7,89,0
2021,Westminster 013D,E01004765,30,212,602,64,1,27,1,0,21,1048,0,90,0
2021,Westminster 010F,E01032512,25,393,334,38,1,21,0,0,2,894,0,80,0
2021,Westminster 010G,E01032513,76,76,280,17,2,26,0,1,5,533,0,50,0
2021,Bromley 040D,E01032562,0,20,518,12,0,15,0,0,4,620,0,51,0
2021,Bromley 040E,E01032563,0,29,488,9,0,4,3,0,1,573,4,35,0
2021,Lewisham 037E,E01032564,1,19,396,9,0,8,2,0,3,492,0,54,0
2021,Lewisham 038E,E01032565,2,13,511,12,0,8,0,0,2,604,2,54,0
2021,Bexley 029D,E01032566,0,91,579,14,0,7,1,0,3,749,1,53,0
2021,Greenwich 033D,E01032567,1,27,488,20,0,11,0,0,2,600,0,51,0
2021,Bromley 041E,E01032568,4,32,532,18,2,7,0,0,1,642,0,46,0
2021,Croydon 045E,E01032569,3,55,500,16,0,5,4,0,9,682,1,89,0
2021,Bromley 042D,E01032570,0,113,562,1,2,3,1,0,3,731,4,42,0
2021,Ealing 040D,E01032572,9,115,533,16,1,12,0,1,3,753,0,63,0
2021,Hounslow 029E,E01032573,130,131,522,17,15,14,0,0,5,902,1,67,0
2021,Enfield 037E,E01032574,1,58,518,28,0,16,0,0,2,691,0,68,0
2021,Haringey 037D,E01032575,6,45,480,18,0,24,4,0,6,662,2,77,0
2021,Harrow 032E,E01032576,0,10,439,6,0,6,0,0,4,513,0,48,0
2021,Hillingdon 033E,E01032577,1,19,529,5,0,3,0,0,6,608,1,44,0
2021,Lewisham 039E,E01032579,108,173,543,37,4,29,7,0,5,973,5,62,0
2021,Barking and Dagenham 023F,E01032580,2,21,392,13,0,11,0,0,4,485,0,42,0
2021,Redbridge 034G,E01032581,1,169,465,20,0,27,1,0,6,743,1,53,0
2021,Lambeth 036E,E01032582,67,384,506,56,1,23,1,0,14,1164,8,104,0
2021,Southwark 034D,E01032583,102,213,465,23,0,26,8,0,6,919,3,73,0
2021,Southwark 034E,E01032584,44,102,328,17,2,9,1,0,4,564,1,56,0
2021,Sutton 025E,E01032623,1,6,533,5,0,2,2,0,0,605,11,45,0
2021,Southwark 035E,E01032637,12,311,172,43,0,2,1,0,2,566,1,22,0
2021,Southwark 035D,E01032638,13,295,210,15,8,14,1,0,2,598,0,40,0
2021,Southwark 014F,E01032639,194,350,138,27,2,9,5,0,6,782,9,42,0
2021,Southwark 035B,E01032640,10,294,234,29,0,3,0,0,5,609,3,31,0
2021,Southwark 036B,E01032646,20,236,457,23,2,9,2,0,7,806,5,45,0
2021,Southwark 014G,E01032719,183,248,215,30,1,28,4,0,15,803,5,74,0
2021,City of London 001F,E01032739,19,489,241,60,3,17,1,0,6,879,2,41,0
2021,City of London 001G,E01032740,79,430,242,44,1,17,4,0,9,876,2,48,0
2021,Havering 013E,E01032741,14,348,283,16,0,17,0,0,2,730,1,49,0
2021,Havering 013F,E01032742,13,139,598,10,0,11,0,0,1,829,0,57,0
2021,Ealing 010F,E01032743,3,114,572,18,1,20,0,3,8,821,2,80,0
2021,Ealing 010G,E01032744,1,92,345,17,0,6,2,0,3,519,0,53,0
2021,Tower Hamlets 004E,E01032764,65,389,472,42,1,17,1,0,3,1054,3,61,0
2021,Tower Hamlets 004F,E01032765,22,127,453,12,0,20,5,0,8,740,8,85,0
2021,Tower Hamlets 021F,E01032767,34,459,180,58,0,12,2,0,4,794,4,41,0
2021,Tower Hamlets 025E,E01032768,14,477,99,55,5,5,2,0,1,684,0,26,0
2021,Tower Hamlets 025F,E01032769,14,297,255,24,1,8,0,0,1,632,1,31,0
2021,Tower Hamlets 032B,E01032770,137,354,429,30,6,21,5,0,13,1086,6,85,0
2021,Tower Hamlets 033B,E01032771,128,445,69,30,0,40,10,1,2,777,6,46,0
2021,Tower Hamlets 032C,E01032772,229,534,220,41,1,51,3,0,4,1178,4,91,0
2021,Tower Hamlets 032E,E01032774,113,284,222,18,0,18,3,0,8,727,2,59,0
2021,Tower Hamlets 031F,E01032775,11,407,78,31,2,14,0,0,4,564,1,16,0
2021,Tower Hamlets 034D,E01032776,168,522,198,34,1,30,5,2,7,1052,8,77,0
2021,Tower Hamlets 035A,E01032777,62,173,240,13,2,15,3,0,6,576,2,60,0
2021,Tower Hamlets 035C,E01032779,45,467,55,42,0,13,1,0,5,652,0,24,0
2021,Tower Hamlets 035D,E01032780,96,513,191,65,7,24,17,2,9,1011,7,79,1
2021,Tower Hamlets 033C,E01032781,37,350,264,47,2,12,1,0,3,760,1,42,1
2021,Tower Hamlets 033D,E01032782,232,524,154,44,0,69,8,0,5,1138,10,91,1
2021,Tower Hamlets 031G,E01032783,15,269,197,39,1,8,0,0,4,580,0,47,0
2021,Tower Hamlets 004G,E01032784,68,301,256,27,1,12,4,0,23,745,1,51,1
2021,Tower Hamlets 010E,E01032785,167,547,208,31,0,14,2,0,3,1021,0,49,0
2021,Tower Hamlets 010F,E01032786,14,104,418,17,0,12,0,0,4,621,1,51,0
2021,Tower Hamlets 011F,E01032787,18,82,555,21,0,29,2,0,3,776,2,64,0
2021,Hammersmith and Fulham 023D,E01032788,42,153,412,15,2,19,1,0,6,712,8,54,0
2021,Hammersmith and Fulham 023E,E01032789,39,396,65,43,0,27,2,0,3,596,3,18,0
2021,Hammersmith and Fulham 023F,E01032790,77,260,93,10,2,20,0,0,6,486,1,17,0
2021,Southwark 036C,E01032803,37,354,298,39,0,9,4,0,4,785,6,34,0
2021,Southwark 035C,E01032834,17,332,183,29,2,14,1,0,3,619,1,37,0
2021,Hounslow 025F,E01033000,136,183,216,6,4,15,0,0,14,624,0,50,0
2021,Hounslow 025G,E01033030,11,547,88,47,0,5,2,0,2,720,0,18,0
2021,Hounslow 031D,E01033081,72,115,458,23,10,14,6,0,6,777,3,70,0
2021,Hounslow 031C,E01033082,347,62,157,11,1,21,0,1,8,649,0,40,1
2021,Hounslow 018F,E01033083,19,585,88,59,0,13,5,0,2,788,0,17,0
2021,Hounslow 018G,E01033084,5,159,436,23,1,17,2,0,4,705,1,57,0
2021,Haringey 020F,E01033086,3,35,380,19,0,20,0,0,5,513,2,49,0
2021,Wandsworth 038C,E01033098,125,542,116,50,1,29,8,0,6,949,11,61,0
2021,Wandsworth 004E,E01033099,116,384,263,28,4,20,15,0,5,908,10,63,0
2021,Wandsworth 039B,E01033100,95,338,287,28,0,25,2,0,4,850,6,65,0
2021,Wandsworth 038D,E01033132,180,559,219,46,0,40,6,0,4,1148,16,75,3
2021,Wandsworth 004G,E01033133,23,325,193,41,5,11,1,0,1,646,1,45,0
2021,Wandsworth 010G,E01033135,0,17,399,7,0,2,0,0,0,466,0,41,0
2021,Enfield 025F,E01033146,0,142,316,10,0,6,0,0,8,554,1,71,0
2021,Enfield 003F,E01033148,1,86,464,16,0,9,0,0,8,672,3,85,0
2021,Enfield 003G,E01033150,3,343,220,24,0,13,0,0,2,648,0,43,0
2021,Enfield 025G,E01033151,0,95,310,16,0,19,2,0,3,502,1,56,0
2021,Lambeth 004G,E01033208,17,752,79,60,0,15,2,0,3,955,6,21,0
2021,Lewisham 017E,E01033320,5,97,445,19,0,7,1,0,2,637,0,61,0
2021,Lewisham 017F,E01033322,9,339,155,35,0,6,1,0,3,574,1,25,0
2021,Lewisham 008E,E01033324,22,37,484,15,0,12,2,0,1,625,2,50,0
2021,Lewisham 008F,E01033325,14,527,83,73,2,4,1,0,1,717,2,10,0
2021,Lewisham 041B,E01033327,30,252,571,26,3,23,7,1,3,1005,3,86,0
2021,Lewisham 041C,E01033341,8,118,355,26,0,13,0,0,4,563,0,39,0
2021,Brent 031G,E01033455,4,89,303,26,5,16,1,0,1,497,0,52,0
2021,Brent 027F,E01033456,8,101,615,19,0,35,2,0,14,876,0,82,0
2021,Brent 035A,E01033457,1,83,429,12,0,4,1,0,7,580,1,42,0
2021,Brent 003G,E01033463,1,35,765,10,0,17,1,0,12,910,1,68,0
2021,Brent 031H,E01033485,8,75,503,29,0,11,0,0,5,707,2,74,0
2021,Islington 011E,E01033486,4,41,307,8,1,9,0,0,7,421,1,43,0
2021,Islington 011F,E01033487,4,81,442,12,0,3,0,0,5,589,1,41,0
2021,Islington 011G,E01033488,43,79,403,11,0,11,0,0,7,620,2,64,0
2021,Islington 022G,E01033489,16,224,336,26,1,8,3,0,10,679,4,51,0
2021,Islington 022H,E01033490,134,112,211,16,3,23,2,0,5,557,2,49,0
2021,Islington 011H,E01033491,33,223,572,33,2,20,1,0,9,966,0,73,0
2021,Islington 006F,E01033493,236,189,134,10,1,27,12,0,2,685,15,59,0
2021,Islington 006G,E01033494,10,87,481,15,0,5,0,0,0,650,4,48,0
2021,Kingston upon Thames 004G,E01033569,26,241,457,16,0,12,2,0,1,807,5,47,0
2021,Richmond upon Thames 004G,E01033570,59,413,267,17,0,23,3,0,3,834,4,45,0
2021,Richmond upon Thames 004H,E01033571,1,17,519,4,0,2,1,0,6,608,3,55,0
2021,Newham 040C,E01033579,182,371,203,31,1,30,7,0,11,899,7,54,2
2021,Newham 042A,E01033580,7,45,462,15,1,6,0,0,6,586,1,43,0
2021,Newham 041A,E01033581,10,179,460,19,0,13,1,0,4,745,2,57,0
2021,Newham 041B,E01033582,8,412,121,30,1,4,0,0,4,598,1,17,0
2021,Newham 034I,E01033584,33,58,384,12,0,22,1,0,5,563,0,48,0
2021,Newham 040D,E01033586,59,301,383,47,1,18,2,2,5,902,3,79,2
2021,Barking and Dagenham 021E,E01033587,102,381,421,25,5,30,1,0,5,1039,6,61,2
2021,Redbridge 039B,E01033589,19,214,294,40,1,19,3,0,11,666,2,63,0
2021,Redbridge 037C,E01033590,1,99,266,12,0,10,0,0,2,418,0,28,0
2021,Redbridge 039A,E01033591,4,164,662,36,2,45,5,0,3,1014,4,89,0
2021,Redbridge 037D,E01033592,0,21,521,11,0,10,0,0,5,624,0,56,0
2021,Westminster 015F,E01033593,114,479,151,38,3,28,3,0,2,871,3,50,0
2021,Westminster 015G,E01033594,23,195,359,27,2,20,1,0,6,702,0,69,0
2021,Westminster 023F,E01033597,55,208,233,18,2,18,1,2,5,583,1,40,0
2021,Westminster 009F,E01033598,45,129,284,24,0,19,0,0,3,547,1,42,0
2021,Westminster 023G,E01033599,58,175,200,26,1,22,0,0,2,524,1,39,0
2021,Westminster 009G,E01033601,21,93,410,9,1,11,0,0,3,607,1,58,0
2021,Westminster 009H,E01033602,57,69,375,40,0,15,0,2,4,632,1,69,0
2021,Westminster 009I,E01033603,3,120,371,30,1,11,1,0,4,591,1,49,0
2021,Westminster 009J,E01033604,10,84,346,22,1,27,0,0,10,542,1,41,0
2021,Westminster 009K,E01033605,88,133,344,29,6,37,0,0,2,701,0,62,0
