date,geography,geography code,Second address indicator: No second address,Second address indicator: Second address is in the UK,Second address indicator: Second address is outside the UK,Second address indicator: Total: All usual residents
2021,Brent 004D,E01000540,1396,36,24,1456
2021,Brent 004E,E01000541,1337,35,38,1410
2021,Brent 003E,E01000543,1540,28,57,1625
2021,Brent 034A,E01000544,1659,59,50,1768
2021,Brent 028A,E01000545,1802,65,54,1921
2021,Brent 028B,E01000546,1516,66,61,1643
2021,Brent 028C,E01000547,1542,71,43,1656
2021,Brent 028D,E01000548,1842,87,54,1983
2021,Brent 028E,E01000549,1667,84,58,1809
2021,Brent 034B,E01000550,1926,42,53,2021
2021,Brent 034C,E01000551,2801,51,42,2894
2021,Brent 034D,E01000552,1448,38,26,1512
2021,Brent 015A,E01000553,1954,42,44,2040
2021,Brent 015B,E01000554,1883,52,35,1970
2021,Brent 015C,E01000555,1508,38,40,1586
2021,Brent 015D,E01000556,1977,45,69,2091
2021,Brent 015E,E01000557,1751,63,52,1866
2021,Brent 015F,E01000558,1270,46,73,1389
2021,Brent 018E,E01000559,1297,40,42,1379
2021,Brent 023D,E01000560,1447,70,44,1561
2021,Brent 023E,E01000561,1768,101,68,1937
2021,Brent 008A,E01000562,1450,21,36,1507
2021,Brent 008B,E01000563,1511,22,56,1589
2021,Brent 013A,E01000564,1569,24,31,1624
2021,Brent 013B,E01000565,1472,36,28,1536
2021,Brent 008C,E01000566,1494,32,24,1550
2021,Brent 016A,E01000567,1341,29,31,1401
2021,Brent 008D,E01000568,1809,253,156,2218
2021,Brent 008E,E01000569,1369,47,40,1456
2021,Brent 012A,E01000570,1483,24,39,1546
2021,Brent 012B,E01000571,1689,40,31,1760
2021,Brent 007A,E01000572,1413,22,60,1495
2021,Brent 007B,E01000573,1593,25,53,1671
2021,Brent 007C,E01000574,1561,26,68,1655
2021,Brent 007D,E01000575,2044,27,83,2154
2021,Brent 012C,E01000576,1753,61,61,1875
2021,Brent 007E,E01000577,2498,48,39,2585
2021,Brent 012D,E01000578,2234,41,49,2324
2021,Brent 032A,E01000579,1461,71,57,1589
2021,Brent 032B,E01000580,1902,88,97,2087
2021,Brent 030E,E01000581,1358,97,56,1511
2021,Brent 032C,E01000582,1672,118,61,1851
2021,Brent 032D,E01000583,1858,105,87,2050
2021,Brent 033E,E01000584,1461,51,47,1559
2021,Brent 033F,E01000585,1414,61,30,1505
2021,Brent 032E,E01000586,2204,98,79,2381
2021,Brent 001A,E01000587,1566,24,39,1629
2021,Brent 001B,E01000589,2447,35,67,2549
2021,Brent 001C,E01000590,1836,33,67,1936
2021,Brent 003F,E01000591,2087,39,57,2183
2021,Brent 001D,E01000592,1737,47,46,1830
2021,Brent 001E,E01000593,2049,29,44,2122
2021,Brent 001F,E01000594,1731,35,49,1815
2021,Brent 027A,E01000595,1743,19,24,1786
2021,Brent 021A,E01000596,1813,28,7,1848
2021,Brent 027D,E01000599,1839,34,16,1889
2021,Brent 021B,E01000601,1353,15,17,1385
2021,Brent 021C,E01000602,1422,17,14,1453
2021,Brent 021D,E01000603,1409,23,14,1446
2021,Brent 021E,E01000604,1688,19,28,1735
2021,Brent 021F,E01000605,1709,31,22,1762
2021,Brent 016B,E01000606,1784,46,42,1872
2021,Brent 013C,E01000607,2491,59,41,2591
2021,Brent 013D,E01000608,2270,32,35,2337
2021,Brent 016C,E01000609,1996,32,32,2060
2021,Brent 019A,E01000610,2099,45,43,2187
2021,Brent 016D,E01000611,1849,50,29,1928
2021,Brent 019B,E01000612,1697,36,33,1766
2021,Brent 013E,E01000613,1681,36,36,1753
2021,Brent 036A,E01000615,2376,623,192,3191
2021,Brent 020A,E01000616,1870,22,46,1938
2021,Brent 036B,E01000617,2128,62,77,2267
2021,Brent 036D,E01000618,1617,29,31,1677
2021,Brent 036C,E01000619,1630,40,26,1696
2021,Brent 020B,E01000620,1713,17,22,1752
2021,Brent 020C,E01000621,1758,22,31,1811
2021,Brent 010D,E01000622,1898,35,47,1980
2021,Brent 005C,E01000623,1808,26,48,1882
2021,Brent 005D,E01000624,1696,20,29,1745
2021,Brent 009E,E01000625,1597,36,39,1672
2021,Brent 010E,E01000626,1495,24,29,1548
2021,Brent 014E,E01000627,1960,30,58,2048
2021,Brent 014F,E01000628,1667,37,62,1766
2021,Brent 005E,E01000629,1878,32,67,1977
2021,Brent 026E,E01000630,2623,50,57,2730
2021,Brent 019C,E01000631,1996,34,43,2073
2021,Brent 029E,E01000632,2365,52,63,2480
2021,Brent 019D,E01000633,2517,47,52,2616
2021,Brent 019E,E01000634,2547,35,61,2643
2021,Brent 020E,E01000636,2501,38,62,2601
2021,Brent 022B,E01000637,1411,57,40,1508
2021,Brent 024A,E01000638,2066,48,28,2142
2021,Brent 022C,E01000639,1589,59,67,1715
2021,Brent 024B,E01000640,2129,52,34,2215
2021,Brent 024C,E01000641,1874,36,41,1951
2021,Brent 022D,E01000642,2075,66,72,2213
2021,Brent 024D,E01000643,2166,39,36,2241
2021,Brent 022E,E01000644,1821,53,37,1911
2021,Bromley 007A,E01000645,1347,57,46,1450
2021,Bromley 016A,E01000646,1725,67,36,1828
2021,Bromley 016B,E01000647,1632,58,17,1707
2021,Bromley 016C,E01000648,1801,75,14,1890
2021,Bromley 007B,E01000649,1960,61,47,2068
2021,Bromley 022A,E01000650,1684,72,49,1805
2021,Bromley 020A,E01000651,1593,56,32,1681
2021,Bromley 022B,E01000652,1638,48,25,1711
2021,Bromley 016D,E01000653,1454,58,28,1540
2021,Bromley 039A,E01000654,1266,26,4,1296
2021,Bromley 039B,E01000655,1290,33,5,1328
2021,Bromley 039C,E01000656,1459,37,12,1508
2021,Bromley 039D,E01000657,1522,33,17,1572
2021,Bromley 042A,E01000658,1290,32,8,1330
2021,Bromley 039E,E01000659,1402,50,12,1464
2021,Bromley 026A,E01000661,2720,64,33,2817
2021,Bromley 026B,E01000662,1755,38,10,1803
2021,Bromley 026C,E01000663,1633,39,8,1680
2021,Bromley 026D,E01000664,1608,45,10,1663
2021,Bromley 033A,E01000665,1791,45,23,1859
2021,Bromley 033B,E01000666,1784,60,48,1892
2021,Bromley 033C,E01000667,1587,42,31,1660
2021,Bromley 020B,E01000668,2137,55,30,2222
2021,Bromley 020C,E01000669,1685,47,4,1736
2021,Bromley 018A,E01000670,1812,72,57,1941
2021,Bromley 020D,E01000671,2175,58,38,2271
2021,Bromley 011A,E01000672,1594,35,45,1674
2021,Bromley 011B,E01000673,1599,41,30,1670
2021,Bromley 008A,E01000674,1640,46,29,1715
2021,Bromley 008B,E01000676,1868,72,93,2033
2021,Bromley 018C,E01000677,1810,52,39,1901
2021,Bromley 016E,E01000678,1785,45,20,1850
2021,Bromley 020E,E01000679,1736,39,17,1792
2021,Bromley 037A,E01000680,1578,26,40,1644
2021,Bromley 035A,E01000681,1707,34,14,1755
2021,Bromley 035B,E01000682,1554,36,14,1604
2021,Bromley 035C,E01000683,1648,38,18,1704
2021,Bromley 035D,E01000684,2012,56,24,2092
2021,Bromley 037B,E01000685,1581,28,18,1627
2021,Bromley 037C,E01000686,1449,32,13,1494
2021,Bromley 037D,E01000687,1518,36,12,1566
2021,Bromley 037E,E01000688,1342,33,11,1386
2021,Bromley 002A,E01000689,1422,185,29,1636
2021,Bromley 002B,E01000690,1345,29,17,1391
2021,Bromley 002C,E01000691,1475,48,12,1535
2021,Bromley 002D,E01000692,1605,45,20,1670
2021,Bromley 010A,E01000693,1407,73,33,1513
2021,Bromley 007C,E01000694,2170,70,58,2298
2021,Bromley 007D,E01000695,1440,48,30,1518
2021,Bromley 007E,E01000696,1565,48,22,1635
2021,Bromley 007F,E01000697,1689,59,36,1784
2021,Bromley 010B,E01000698,1156,21,16,1193
2021,Bromley 015A,E01000699,1410,28,14,1452
2021,Bromley 013A,E01000700,1470,30,19,1519
2021,Bromley 015B,E01000701,1389,37,14,1440
2021,Bromley 013B,E01000702,1391,24,19,1434
2021,Bromley 013C,E01000703,1659,53,19,1731
2021,Bromley 015C,E01000704,1434,35,4,1473
2021,Bromley 015D,E01000705,1291,41,24,1356
2021,Bromley 013D,E01000706,1340,21,14,1375
2021,Bromley 041A,E01000707,1460,33,16,1509
2021,Bromley 041B,E01000708,1643,31,16,1690
2021,Bromley 006A,E01000709,1295,42,33,1370
2021,Bromley 006B,E01000710,2231,76,52,2359
2021,Bromley 006C,E01000711,1771,56,53,1880
2021,Bromley 012A,E01000712,1700,58,36,1794
2021,Bromley 012B,E01000713,1742,69,40,1851
2021,Bromley 006D,E01000714,2068,67,36,2171
2021,Bromley 012C,E01000715,1664,57,38,1759
2021,Bromley 011C,E01000716,1568,52,31,1651
2021,Bromley 011D,E01000717,1620,61,23,1704
2021,Bromley 006E,E01000718,2002,39,16,2057
2021,Bromley 019A,E01000719,2042,55,19,2116
2021,Bromley 019B,E01000720,1755,34,13,1802
2021,Bromley 019C,E01000721,1558,30,17,1605
2021,Bromley 023A,E01000722,1783,44,21,1848
2021,Bromley 029A,E01000723,1197,26,18,1241
2021,Bromley 019D,E01000724,1636,28,11,1675
2021,Bromley 023B,E01000725,1705,34,13,1752
2021,Bromley 029B,E01000726,1273,22,8,1303
2021,Bromley 028A,E01000727,1638,40,13,1691
2021,Bromley 019E,E01000728,1570,44,13,1627
2021,Bromley 014A,E01000729,1886,59,15,1960
2021,Bromley 014B,E01000730,1751,41,14,1806
2021,Bromley 023C,E01000731,1354,23,4,1381
2021,Bromley 023D,E01000732,1457,30,29,1516
2021,Bromley 023E,E01000733,1629,31,10,1670
2021,Bromley 028B,E01000734,1346,36,6,1388
2021,Bromley 014C,E01000735,1498,34,16,1548
2021,Bromley 010C,E01000736,1596,34,8,1638
2021,Bromley 010D,E01000737,1354,39,11,1404
2021,Bromley 014D,E01000738,1649,21,18,1688
2021,Bromley 014E,E01000739,1625,31,21,1677
2021,Bromley 005B,E01000741,1719,77,23,1819
2021,Bromley 005C,E01000742,2018,71,30,2119
2021,Bromley 009A,E01000743,1799,53,15,1867
2021,Bromley 009B,E01000744,1508,36,15,1559
2021,Bromley 005D,E01000745,1775,68,40,1883
2021,Bromley 005E,E01000746,1926,72,23,2021
2021,Bromley 042B,E01000747,1958,50,20,2028
2021,Bromley 042C,E01000748,1627,37,23,1687
2021,Bromley 036A,E01000749,1607,28,17,1652
2021,Bromley 036B,E01000750,1403,46,8,1457
2021,Bromley 036C,E01000751,2171,74,22,2267
2021,Bromley 036D,E01000752,1663,60,24,1747
2021,Bromley 031A,E01000753,1847,66,24,1937
2021,Bromley 031B,E01000754,1713,44,13,1770
2021,Bromley 031C,E01000755,1594,37,9,1640
2021,Bromley 033D,E01000756,1633,49,25,1707
2021,Bromley 031D,E01000757,1525,31,15,1571
2021,Bromley 031E,E01000758,1405,33,13,1451
2021,Bromley 034A,E01000759,1575,43,28,1646
2021,Bromley 034B,E01000760,1573,43,13,1629
2021,Bromley 034C,E01000761,1489,35,20,1544
2021,Bromley 018D,E01000762,1663,63,20,1746
2021,Bromley 027A,E01000763,1439,32,3,1474
2021,Bromley 027B,E01000764,1772,37,8,1817
2021,Bromley 034D,E01000765,1696,63,27,1786
2021,Bromley 027C,E01000766,1742,45,28,1815
2021,Bromley 027D,E01000767,1573,39,20,1632
2021,Bromley 034E,E01000768,1446,41,15,1502
2021,Bromley 024A,E01000769,1324,52,12,1388
2021,Bromley 012D,E01000770,1428,52,40,1520
2021,Bromley 041C,E01000771,1598,49,19,1666
2021,Bromley 012E,E01000772,1504,55,21,1580
2021,Bromley 024B,E01000773,1552,18,16,1586
2021,Bromley 041D,E01000774,1470,23,11,1504
2021,Bromley 024C,E01000775,2159,75,50,2284
2021,Bromley 024D,E01000777,1564,52,14,1630
2021,Bromley 024E,E01000778,1561,50,15,1626
2021,Bromley 001A,E01000779,1339,46,15,1400
2021,Bromley 001B,E01000780,1551,38,23,1612
2021,Bromley 001C,E01000781,1522,38,12,1572
2021,Bromley 001D,E01000782,1519,17,9,1545
2021,Bromley 001E,E01000783,1570,35,19,1624
2021,Bromley 002E,E01000784,1515,26,16,1557
2021,Bromley 001F,E01000785,1531,32,14,1577
2021,Bromley 032A,E01000786,1399,36,26,1461
2021,Bromley 029C,E01000787,1453,23,6,1482
2021,Bromley 029D,E01000788,1563,34,20,1617
2021,Bromley 032B,E01000789,1813,37,22,1872
2021,Bromley 028C,E01000790,2197,63,37,2297
2021,Bromley 029E,E01000791,1470,20,22,1512
2021,Bromley 032C,E01000792,1445,39,25,1509
2021,Bromley 032D,E01000793,1500,34,27,1561
2021,Bromley 035E,E01000794,1495,41,10,1546
2021,Bromley 032E,E01000795,1334,33,18,1385
2021,Bromley 009C,E01000796,1492,27,18,1537
2021,Bromley 013E,E01000797,1567,59,29,1655
2021,Bromley 009D,E01000798,1476,35,16,1527
2021,Bromley 004A,E01000799,1726,48,28,1802
2021,Bromley 009E,E01000800,1585,40,40,1665
2021,Bromley 015E,E01000801,1451,53,11,1515
2021,Bromley 004B,E01000802,1770,56,23,1849
2021,Bromley 004C,E01000803,1544,46,19,1609
2021,Bromley 004D,E01000804,1408,44,18,1470
2021,Bromley 004E,E01000805,1634,54,8,1696
2021,Bromley 009F,E01000806,1646,57,12,1715
2021,Bromley 022C,E01000807,1612,41,12,1665
2021,Bromley 025A,E01000808,1504,44,13,1561
2021,Bromley 022D,E01000809,1510,22,10,1542
2021,Bromley 025B,E01000810,1482,42,18,1542
2021,Bromley 025C,E01000811,1310,45,12,1367
2021,Bromley 028D,E01000812,1572,46,14,1632
2021,Bromley 025D,E01000813,1500,41,21,1562
2021,Bromley 028E,E01000814,1444,48,29,1521
2021,Bromley 025E,E01000815,1450,46,14,1510
2021,Bromley 040A,E01000816,1480,32,13,1525
2021,Bromley 040B,E01000818,1599,40,46,1685
2021,Bromley 040C,E01000819,1777,59,14,1850
2021,Bromley 008C,E01000820,1538,56,17,1611
2021,Bromley 008D,E01000822,1585,30,17,1632
2021,Bromley 008E,E01000823,1608,50,36,1694
2021,Bromley 008F,E01000824,1331,37,34,1402
2021,Bromley 008G,E01000825,1575,65,23,1663
2021,Bromley 021A,E01000826,1571,49,17,1637
2021,Bromley 021B,E01000827,1688,65,27,1780
2021,Bromley 011E,E01000828,1632,43,26,1701
2021,Bromley 018E,E01000829,1697,46,29,1772
2021,Bromley 021C,E01000830,1527,65,33,1625
2021,Bromley 021D,E01000831,1603,73,28,1704
2021,Bromley 030A,E01000832,1501,44,26,1571
2021,Bromley 021E,E01000833,1395,31,21,1447
2021,Bromley 027E,E01000834,1331,31,7,1369
2021,Bromley 030B,E01000835,1687,43,28,1758
2021,Bromley 030C,E01000836,1344,36,8,1388
2021,Bromley 030D,E01000837,1501,47,19,1567
2021,Bromley 030E,E01000838,1375,41,15,1431
2021,Bromley 030F,E01000839,1323,49,18,1390
2021,Bromley 030G,E01000840,1438,42,11,1491
2021,Bromley 030H,E01000841,1636,42,20,1698
2021,Camden 011A,E01000842,1262,79,91,1432
2021,Camden 014A,E01000843,1031,78,87,1196
2021,Camden 011B,E01000844,1436,92,107,1635
2021,Camden 014B,E01000845,1333,73,95,1501
2021,Camden 014C,E01000846,1356,51,46,1453
2021,Camden 014D,E01000847,1450,62,88,1600
2021,Camden 011C,E01000848,1316,66,100,1482
2021,Camden 011D,E01000849,1186,89,88,1363
2021,Camden 026A,E01000850,984,185,256,1425
2021,Camden 026B,E01000851,886,301,292,1479
2021,Camden 029H,E01000853,1242,75,88,1405
2021,Camden 028A,E01000855,1002,135,173,1310
2021,Camden 019A,E01000856,1424,87,80,1591
2021,Camden 018A,E01000857,1207,98,86,1391
2021,Camden 018B,E01000858,1771,82,77,1930
2021,Camden 018C,E01000859,1208,140,114,1462
2021,Camden 018D,E01000860,967,96,58,1121
2021,Camden 019B,E01000861,1207,101,58,1366
2021,Camden 018E,E01000862,1381,149,155,1685
2021,Camden 021A,E01000863,1162,176,138,1476
2021,Camden 009A,E01000866,1736,134,80,1950
2021,Camden 015C,E01000867,1504,132,100,1736
2021,Camden 015D,E01000868,1642,66,36,1744
2021,Camden 015E,E01000869,1648,205,93,1946
2021,Camden 009B,E01000870,1480,69,53,1602
2021,Camden 005A,E01000871,1509,87,61,1657
2021,Camden 005B,E01000872,1608,75,59,1742
2021,Camden 005C,E01000873,1413,88,81,1582
2021,Camden 005D,E01000874,1290,84,106,1480
2021,Camden 013A,E01000875,1424,84,62,1570
2021,Camden 013B,E01000876,1824,66,34,1924
2021,Camden 005E,E01000877,1331,70,60,1461
2021,Camden 004A,E01000878,1505,64,145,1714
2021,Camden 004B,E01000879,1110,88,104,1302
2021,Camden 004C,E01000880,1217,74,121,1412
2021,Camden 008A,E01000881,1202,78,109,1389
2021,Camden 008B,E01000882,1272,76,104,1452
2021,Camden 008C,E01000883,1292,87,129,1508
2021,Camden 004D,E01000884,1258,104,109,1471
2021,Camden 004E,E01000885,1056,83,142,1281
2021,Camden 006A,E01000886,1186,90,54,1330
2021,Camden 006B,E01000887,1248,63,79,1390
2021,Camden 006C,E01000888,1327,74,69,1470
2021,Camden 007A,E01000889,1682,51,37,1770
2021,Camden 007B,E01000890,1279,25,13,1317
2021,Camden 007C,E01000891,1389,64,35,1488
2021,Camden 006D,E01000892,1570,116,105,1791
2021,Camden 002A,E01000893,1145,125,107,1377
2021,Camden 002B,E01000894,1030,135,107,1272
2021,Camden 002C,E01000895,1347,115,90,1552
2021,Camden 002D,E01000896,1179,126,133,1438
2021,Camden 008D,E01000897,1360,94,109,1563
2021,Camden 008E,E01000898,1421,68,98,1587
2021,Camden 002E,E01000899,1292,131,136,1559
2021,Camden 012A,E01000900,1543,90,56,1689
2021,Camden 007D,E01000901,1870,63,38,1971
2021,Camden 012B,E01000902,1320,48,46,1414
2021,Camden 006E,E01000903,1259,97,55,1411
2021,Camden 012C,E01000904,1873,126,67,2066
2021,Camden 012D,E01000905,1755,96,23,1874
2021,Camden 012E,E01000906,1293,81,74,1448
2021,Camden 001A,E01000907,1384,65,34,1483
2021,Camden 001B,E01000908,1408,77,38,1523
2021,Camden 001C,E01000909,1338,134,78,1550
2021,Camden 003A,E01000910,1161,123,54,1338
2021,Camden 003B,E01000911,1315,78,45,1438
2021,Camden 001D,E01000912,1445,93,49,1587
2021,Camden 001E,E01000913,1304,155,142,1601
2021,Camden 028B,E01000914,1094,127,198,1419
2021,Camden 027A,E01000915,1368,85,77,1530
2021,Camden 027B,E01000916,1595,83,175,1853
2021,Camden 027C,E01000917,1541,48,64,1653
2021,Camden 028C,E01000918,1347,160,285,1792
2021,Camden 028D,E01000919,1157,98,187,1442
2021,Camden 027D,E01000920,1347,138,138,1623
2021,Camden 003C,E01000921,1686,124,65,1875
2021,Camden 007E,E01000922,1589,197,135,1921
2021,Camden 003D,E01000923,1308,97,41,1446
2021,Camden 009C,E01000924,1359,132,78,1569
2021,Camden 009D,E01000925,1388,71,37,1496
2021,Camden 009E,E01000926,1344,87,40,1471
2021,Camden 007F,E01000927,1353,127,55,1535
2021,Camden 003E,E01000928,1560,114,39,1713
2021,Camden 020A,E01000929,1831,42,42,1915
2021,Camden 020B,E01000930,1968,62,55,2085
2021,Camden 013C,E01000931,1904,80,77,2061
2021,Camden 013D,E01000932,1539,138,81,1758
2021,Camden 020C,E01000933,1599,99,75,1773
2021,Camden 020D,E01000934,1403,68,40,1511
2021,Camden 020E,E01000935,1534,34,31,1599
2021,Camden 029G,E01000937,655,171,293,1119
2021,Camden 029A,E01000938,1132,117,116,1365
2021,Camden 029B,E01000939,1238,98,111,1447
2021,Camden 029D,E01000941,1106,26,64,1196
2021,Camden 029C,E01000942,680,195,138,1013
2021,Camden 029F,E01000943,790,394,401,1585
2021,Camden 023A,E01000944,1318,79,69,1466
2021,Camden 021B,E01000946,1270,130,150,1550
2021,Camden 021C,E01000947,1325,207,134,1666
2021,Camden 021D,E01000948,1298,144,88,1530
2021,Camden 023C,E01000949,1461,78,61,1600
2021,Camden 023E,E01000951,1405,64,70,1539
2021,Camden 022A,E01000952,1478,130,83,1691
2021,Camden 022C,E01000954,1644,51,56,1751
2021,Camden 022D,E01000955,1227,48,72,1347
2021,Camden 022E,E01000956,1339,72,94,1505
2021,Camden 019C,E01000957,1171,77,72,1320
2021,Camden 019D,E01000958,2162,436,341,2939
2021,Camden 019E,E01000959,1465,124,102,1691
2021,Camden 017A,E01000960,1664,106,95,1865
2021,Camden 017B,E01000961,1658,65,68,1791
2021,Camden 016A,E01000962,1358,90,95,1543
2021,Camden 017C,E01000963,1677,78,165,1920
2021,Camden 016B,E01000964,1558,77,94,1729
2021,Camden 016C,E01000965,1571,68,80,1719
2021,Camden 016D,E01000966,1445,64,106,1615
2021,Camden 017D,E01000967,1312,75,152,1539
2021,Camden 016E,E01000968,1319,73,77,1469
2021,Camden 010A,E01000969,1612,138,80,1830
2021,Camden 010B,E01000970,1290,53,65,1408
2021,Camden 010C,E01000971,1173,78,72,1323
2021,Camden 010D,E01000972,1808,66,85,1959
2021,Camden 010E,E01000973,2267,143,150,2560
2021,Camden 013E,E01000974,1470,71,49,1590
2021,Croydon 022A,E01000975,2235,66,43,2344
2021,Croydon 022B,E01000976,2065,41,37,2143
2021,Croydon 022C,E01000977,1848,60,35,1943
2021,Croydon 022D,E01000978,1643,48,39,1730
2021,Croydon 022E,E01000979,1670,45,44,1759
2021,Croydon 017A,E01000980,1452,29,14,1495
2021,Croydon 017B,E01000981,1676,28,26,1730
2021,Croydon 017C,E01000982,1613,54,17,1684
2021,Croydon 017D,E01000983,1776,25,18,1819
2021,Croydon 022F,E01000984,1823,55,27,1905
2021,Croydon 021A,E01000985,1404,33,17,1454
2021,Croydon 021B,E01000986,1693,57,22,1772
2021,Croydon 021C,E01000987,1305,28,26,1359
2021,Croydon 018A,E01000989,1676,37,21,1734
2021,Croydon 045A,E01000990,1406,16,13,1435
2021,Croydon 018B,E01000991,1673,26,39,1738
2021,Croydon 014A,E01000992,1822,39,15,1876
2021,Croydon 021D,E01000993,1608,26,19,1653
2021,Croydon 009A,E01000994,1553,24,13,1590
2021,Croydon 009B,E01000995,1667,23,23,1713
2021,Croydon 009C,E01000996,1283,30,16,1329
2021,Croydon 009D,E01000997,1467,16,16,1499
2021,Croydon 010A,E01000998,1441,32,20,1493
2021,Croydon 009E,E01000999,1292,22,10,1324
2021,Croydon 010B,E01001000,1299,25,14,1338
2021,Croydon 013A,E01001001,1364,24,22,1410
2021,Croydon 009F,E01001002,1431,17,24,1472
2021,Croydon 010C,E01001003,1538,21,29,1588
2021,Croydon 015A,E01001004,2118,48,14,2180
2021,Croydon 019A,E01001005,1665,36,32,1733
2021,Croydon 016A,E01001006,1737,32,21,1790
2021,Croydon 016B,E01001007,1935,29,20,1984
2021,Croydon 019B,E01001008,1651,9,8,1668
2021,Croydon 019C,E01001009,1998,30,20,2048
2021,Croydon 019D,E01001010,1656,30,14,1700
2021,Croydon 019E,E01001011,2219,69,23,2311
2021,Croydon 020A,E01001012,2020,53,24,2097
2021,Croydon 020B,E01001013,2138,42,18,2198
2021,Croydon 041A,E01001015,1440,40,13,1493
2021,Croydon 041B,E01001016,1705,26,29,1760
2021,Croydon 043A,E01001017,1582,43,24,1649
2021,Croydon 044A,E01001018,1607,35,7,1649
2021,Croydon 044B,E01001019,1419,28,13,1460
2021,Croydon 044C,E01001020,1603,36,14,1653
2021,Croydon 044D,E01001021,1321,33,3,1357
2021,Croydon 044E,E01001022,1426,36,20,1482
2021,Croydon 041C,E01001023,2517,61,19,2597
2021,Croydon 043B,E01001024,1303,24,15,1342
2021,Croydon 043C,E01001025,1304,36,9,1349
2021,Croydon 043D,E01001026,1834,31,14,1879
2021,Croydon 043E,E01001027,2826,47,38,2911
2021,Croydon 038A,E01001028,1608,37,11,1656
2021,Croydon 038B,E01001029,1636,50,34,1720
2021,Croydon 038C,E01001030,1399,35,20,1454
2021,Croydon 038D,E01001031,1401,37,18,1456
2021,Croydon 035A,E01001032,1486,50,20,1556
2021,Croydon 031A,E01001033,1615,35,19,1669
2021,Croydon 031B,E01001034,1522,62,29,1613
2021,Croydon 047C,E01001035,1764,54,42,1860
2021,Croydon 029A,E01001036,1522,56,43,1621
2021,Croydon 029B,E01001037,1487,37,12,1536
2021,Croydon 029C,E01001038,1803,75,25,1903
2021,Croydon 029D,E01001039,1476,60,33,1569
2021,Croydon 029E,E01001040,1658,43,20,1721
2021,Croydon 031C,E01001041,1658,45,27,1730
2021,Croydon 024B,E01001042,2070,73,29,2172
2021,Croydon 023A,E01001044,1966,60,55,2081
2021,Croydon 023B,E01001046,1830,43,53,1926
2021,Croydon 047A,E01001047,1659,42,33,1734
2021,Croydon 023C,E01001049,1362,47,31,1440
2021,Croydon 023D,E01001050,1645,33,37,1715
2021,Croydon 030A,E01001051,1577,16,9,1602
2021,Croydon 030B,E01001052,1450,15,0,1465
