date,geography,geography code,Migrant indicator: Address one year ago is student term-time or boarding school address in the UK,Migrant indicator: Address one year ago is the same as the address of enumeration,Migrant indicator: Migrant from outside the UK: Address one year ago was outside the UK,Migrant indicator: Migrant from within the UK: Address one year ago was in the UK,Migrant indicator: Total: All usual residents
2021,City of London 001A,E01000001,23,1153,90,199,1465
2021,City of London 001B,E01000002,21,1061,63,230,1375
2021,City of London 001C,E01000003,14,1302,70,224,1610
2021,City of London 001E,E01000005,11,940,51,86,1088
2021,Barking and Dagenham 016A,E01000006,1,1635,26,151,1813
2021,Barking and Dagenham 015A,E01000007,7,2242,61,539,2849
2021,Barking and Dagenham 015B,E01000008,4,1582,23,140,1749
2021,Barking and Dagenham 016B,E01000009,1,1571,46,162,1780
2021,Barking and Dagenham 016C,E01000011,2,1499,40,139,1680
2021,Barking and Dagenham 015D,E01000012,7,1964,31,293,2295
2021,Barking and Dagenham 013A,E01000013,3,1728,24,99,1854
2021,Barking and Dagenham 013B,E01000014,5,1609,14,103,1731
2021,Barking and Dagenham 009A,E01000015,3,2209,19,153,2384
2021,Barking and Dagenham 009B,E01000016,7,1698,9,121,1835
2021,Barking and Dagenham 009C,E01000017,2,1590,6,105,1703
2021,Barking and Dagenham 009D,E01000018,2,1616,6,126,1750
2021,Barking and Dagenham 023A,E01000019,1,1547,11,80,1639
2021,Barking and Dagenham 023B,E01000020,0,1989,27,136,2152
2021,Barking and Dagenham 008A,E01000021,2,1501,23,148,1674
2021,Barking and Dagenham 008B,E01000022,2,1368,10,80,1460
2021,Barking and Dagenham 008D,E01000024,4,1344,21,98,1467
2021,Barking and Dagenham 008E,E01000025,2,1795,12,92,1901
2021,Barking and Dagenham 001A,E01000027,3,1902,15,131,2051
2021,Barking and Dagenham 001B,E01000028,4,1661,15,103,1783
2021,Barking and Dagenham 001C,E01000029,0,1653,11,138,1802
2021,Barking and Dagenham 001D,E01000030,5,2406,11,107,2529
2021,Barking and Dagenham 002A,E01000031,3,1609,18,117,1747
2021,Barking and Dagenham 002B,E01000032,3,1862,21,163,2049
2021,Barking and Dagenham 006A,E01000033,1,1456,8,60,1525
2021,Barking and Dagenham 003A,E01000034,1,1476,7,81,1565
2021,Barking and Dagenham 010A,E01000035,1,1702,22,114,1839
2021,Barking and Dagenham 010B,E01000036,5,1317,18,112,1452
2021,Barking and Dagenham 003B,E01000037,1,1481,3,192,1677
2021,Barking and Dagenham 003C,E01000038,3,1462,16,123,1604
2021,Barking and Dagenham 003D,E01000039,2,1581,13,134,1730
2021,Barking and Dagenham 019A,E01000040,2,1710,32,116,1860
2021,Barking and Dagenham 017A,E01000041,4,1683,24,109,1820
2021,Barking and Dagenham 017B,E01000042,1,1730,7,107,1845
2021,Barking and Dagenham 019B,E01000043,0,1435,21,64,1520
2021,Barking and Dagenham 016D,E01000044,5,1757,14,191,1967
2021,Barking and Dagenham 017C,E01000045,2,1555,14,125,1696
2021,Barking and Dagenham 017D,E01000046,3,1756,14,155,1928
2021,Barking and Dagenham 021C,E01000049,8,1827,25,87,1947
2021,Barking and Dagenham 019C,E01000050,3,1656,20,127,1806
2021,Barking and Dagenham 021D,E01000051,0,1000,8,69,1077
2021,Barking and Dagenham 019D,E01000052,3,2103,35,176,2317
2021,Barking and Dagenham 020A,E01000053,1,1464,19,104,1588
2021,Barking and Dagenham 018A,E01000054,0,1721,19,102,1842
2021,Barking and Dagenham 018B,E01000055,1,1548,18,123,1690
2021,Barking and Dagenham 018C,E01000056,3,1556,11,111,1681
2021,Barking and Dagenham 012A,E01000057,2,1390,15,125,1532
2021,Barking and Dagenham 018D,E01000058,4,1978,13,114,2109
2021,Barking and Dagenham 013C,E01000059,2,1566,13,113,1694
2021,Barking and Dagenham 006B,E01000060,3,1974,9,162,2148
2021,Barking and Dagenham 006C,E01000061,2,1725,9,151,1887
2021,Barking and Dagenham 006D,E01000062,3,2003,28,162,2196
2021,Barking and Dagenham 004A,E01000063,2,1641,15,103,1761
2021,Barking and Dagenham 006E,E01000064,3,2036,18,207,2264
2021,Barking and Dagenham 007A,E01000065,1,1810,19,130,1960
2021,Barking and Dagenham 011A,E01000066,1,2260,76,143,2480
2021,Barking and Dagenham 011B,E01000067,4,2086,23,98,2211
2021,Barking and Dagenham 016E,E01000068,2,1614,27,126,1769
2021,Barking and Dagenham 011C,E01000069,2,1960,15,102,2079
2021,Barking and Dagenham 011D,E01000070,4,1913,23,105,2045
2021,Barking and Dagenham 011E,E01000071,3,2401,15,162,2581
2021,Barking and Dagenham 017E,E01000072,4,1947,19,159,2129
2021,Barking and Dagenham 012B,E01000073,3,1691,8,117,1819
2021,Barking and Dagenham 012C,E01000074,2,1606,8,126,1742
2021,Barking and Dagenham 012D,E01000075,7,1868,13,151,2039
2021,Barking and Dagenham 012E,E01000076,3,1973,16,144,2136
2021,Barking and Dagenham 008F,E01000077,2,1572,18,111,1703
2021,Barking and Dagenham 007B,E01000078,1,1733,7,139,1880
2021,Barking and Dagenham 009E,E01000079,1,1562,10,123,1696
2021,Barking and Dagenham 007C,E01000080,2,1622,3,131,1758
2021,Barking and Dagenham 007D,E01000081,1,1829,10,124,1964
2021,Barking and Dagenham 007E,E01000082,2,1792,5,92,1891
2021,Barking and Dagenham 007F,E01000083,1,1770,13,116,1900
2021,Barking and Dagenham 013D,E01000084,1,1308,9,103,1421
2021,Barking and Dagenham 013E,E01000085,2,1501,21,103,1627
2021,Barking and Dagenham 013F,E01000086,4,1328,26,76,1434
2021,Barking and Dagenham 020B,E01000087,1,1499,19,100,1619
2021,Barking and Dagenham 020C,E01000088,7,1777,26,138,1948
2021,Barking and Dagenham 020D,E01000089,2,1645,17,138,1802
2021,Barking and Dagenham 020E,E01000090,7,1508,21,148,1684
2021,Barking and Dagenham 022A,E01000091,5,1891,19,155,2070
2021,Barking and Dagenham 022B,E01000093,2,1626,6,160,1794
2021,Barking and Dagenham 022C,E01000094,2,2137,22,257,2418
2021,Barking and Dagenham 018E,E01000095,0,1816,22,325,2163
2021,Barking and Dagenham 022D,E01000096,2,1542,13,85,1642
2021,Barking and Dagenham 023C,E01000097,2,1768,14,118,1902
2021,Barking and Dagenham 023D,E01000098,1,1774,21,117,1913
2021,Barking and Dagenham 023E,E01000099,9,2528,34,154,2725
2021,Barking and Dagenham 004B,E01000100,2,1721,18,173,1914
2021,Barking and Dagenham 004C,E01000101,3,1512,15,148,1678
2021,Barking and Dagenham 007G,E01000102,4,1616,14,134,1768
2021,Barking and Dagenham 014A,E01000103,1,1659,9,82,1751
2021,Barking and Dagenham 014B,E01000104,4,1767,15,99,1885
2021,Barking and Dagenham 014C,E01000105,1,2133,15,152,2301
2021,Barking and Dagenham 014D,E01000106,4,1958,21,188,2171
2021,Barking and Dagenham 010C,E01000107,0,1599,38,130,1767
2021,Barking and Dagenham 010D,E01000108,1,1748,16,113,1878
2021,Barking and Dagenham 002C,E01000110,5,1417,11,123,1556
2021,Barking and Dagenham 002D,E01000111,2,1930,22,151,2105
2021,Barking and Dagenham 002E,E01000112,1,1695,33,198,1927
2021,Barking and Dagenham 002F,E01000113,2,1772,22,162,1958
2021,Barking and Dagenham 004E,E01000114,1,2142,14,218,2375
2021,Barnet 009A,E01000115,7,1294,8,78,1387
2021,Barnet 009B,E01000116,7,1639,7,82,1735
2021,Barnet 010A,E01000117,1,1585,7,127,1720
2021,Barnet 010B,E01000118,6,1906,13,111,2036
2021,Barnet 009C,E01000119,5,1648,17,111,1781
2021,Barnet 009D,E01000120,3,1390,16,79,1488
2021,Barnet 010C,E01000121,2,1366,7,90,1465
2021,Barnet 009E,E01000122,4,1406,16,74,1500
2021,Barnet 010D,E01000123,3,1550,12,179,1744
2021,Barnet 010E,E01000124,5,1715,15,121,1856
2021,Barnet 026A,E01000126,4,2025,25,182,2236
2021,Barnet 024B,E01000127,1,1419,13,105,1538
2021,Barnet 024C,E01000128,6,1877,22,119,2024
2021,Barnet 024D,E01000129,8,1420,16,143,1587
2021,Barnet 021A,E01000130,3,1772,17,127,1919
2021,Barnet 024E,E01000131,4,1746,43,177,1970
2021,Barnet 021B,E01000132,3,1490,21,83,1597
2021,Barnet 021C,E01000133,2,1526,14,91,1633
2021,Barnet 024F,E01000134,2,1674,14,126,1816
2021,Barnet 038A,E01000135,7,1424,26,228,1685
2021,Barnet 038B,E01000136,4,1304,32,135,1475
2021,Barnet 041A,E01000137,4,1460,23,157,1644
2021,Barnet 040A,E01000138,0,1396,23,182,1601
2021,Barnet 041B,E01000139,12,1207,20,138,1377
2021,Barnet 041C,E01000140,10,1528,38,341,1917
2021,Barnet 039A,E01000141,10,1544,35,254,1843
2021,Barnet 040B,E01000142,11,1959,30,215,2215
2021,Barnet 041D,E01000143,8,1406,40,166,1620
2021,Barnet 038C,E01000144,10,1252,93,277,1632
2021,Barnet 037A,E01000145,7,1401,27,154,1589
2021,Barnet 038D,E01000146,29,1458,61,314,1862
2021,Barnet 043F,E01000147,6,1716,18,147,1887
2021,Barnet 036A,E01000150,12,2036,13,176,2237
2021,Barnet 026B,E01000151,2,1571,10,103,1686
2021,Barnet 026C,E01000152,5,2442,34,156,2637
2021,Barnet 026D,E01000153,4,1762,20,106,1892
2021,Barnet 026E,E01000154,10,1709,24,148,1891
2021,Barnet 022A,E01000156,2,1809,30,169,2010
2021,Barnet 022B,E01000157,5,1394,12,153,1564
2021,Barnet 015A,E01000158,1,1321,12,120,1454
2021,Barnet 015B,E01000159,8,1622,15,135,1780
2021,Barnet 015C,E01000160,10,1697,31,191,1929
2021,Barnet 015D,E01000161,4,1699,21,280,2004
2021,Barnet 015E,E01000162,8,1517,23,88,1636
2021,Barnet 022C,E01000163,3,1543,11,115,1672
2021,Barnet 022D,E01000164,1,1534,24,132,1691
2021,Barnet 022E,E01000165,18,1524,22,229,1793
2021,Barnet 003A,E01000166,3,1462,11,118,1594
2021,Barnet 002A,E01000167,4,1275,16,80,1375
2021,Barnet 003B,E01000168,3,1425,14,62,1504
2021,Barnet 003C,E01000169,1,1420,12,181,1614
2021,Barnet 006A,E01000170,6,1727,16,139,1888
2021,Barnet 006B,E01000171,4,1883,79,272,2238
2021,Barnet 003D,E01000172,4,1491,2,167,1664
2021,Barnet 006C,E01000173,10,1564,6,100,1680
2021,Barnet 006D,E01000174,1,1542,18,160,1721
2021,Barnet 006E,E01000175,7,1841,5,129,1982
2021,Barnet 027A,E01000176,12,1591,14,90,1707
2021,Barnet 029A,E01000177,5,1419,24,186,1634
2021,Barnet 027B,E01000178,6,1494,14,143,1657
2021,Barnet 029B,E01000179,4,1502,21,215,1742
2021,Barnet 029C,E01000180,3,1393,30,172,1598
2021,Barnet 029D,E01000181,13,1433,28,195,1669
2021,Barnet 029E,E01000182,6,1409,21,175,1611
2021,Barnet 033A,E01000183,5,1320,30,154,1509
2021,Barnet 027C,E01000184,3,1658,26,171,1858
2021,Barnet 029F,E01000185,5,1268,17,178,1468
2021,Barnet 014A,E01000186,9,1552,33,158,1752
2021,Barnet 014B,E01000187,6,1575,10,127,1718
2021,Barnet 014C,E01000188,5,1474,6,79,1564
2021,Barnet 014D,E01000189,6,2199,22,198,2425
2021,Barnet 014E,E01000190,5,1629,13,68,1715
2021,Barnet 014F,E01000191,4,1413,14,106,1537
2021,Barnet 018A,E01000192,3,1812,16,141,1972
2021,Barnet 018B,E01000193,9,1704,25,189,1927
2021,Barnet 018C,E01000194,3,1703,35,153,1894
2021,Barnet 013A,E01000195,4,1843,21,130,1998
2021,Barnet 028A,E01000196,6,1763,52,278,2099
2021,Barnet 023A,E01000197,3,1585,36,207,1831
2021,Barnet 025A,E01000198,9,1984,16,153,2162
2021,Barnet 025B,E01000199,10,1431,10,118,1569
2021,Barnet 028B,E01000200,4,1736,22,196,1958
2021,Barnet 028C,E01000201,5,1403,40,91,1539
2021,Barnet 028D,E01000202,6,1488,11,152,1657
2021,Barnet 028E,E01000203,3,1595,29,203,1830
2021,Barnet 025C,E01000204,4,1527,18,131,1680
2021,Barnet 035A,E01000205,2,1366,16,108,1492
2021,Barnet 033B,E01000206,5,1329,25,136,1495
2021,Barnet 033C,E01000207,1,1424,14,125,1564
2021,Barnet 033D,E01000208,8,1375,37,189,1609
2021,Barnet 035B,E01000209,4,1335,9,116,1464
2021,Barnet 033E,E01000210,8,1362,25,130,1525
2021,Barnet 035C,E01000211,7,1708,30,361,2106
2021,Barnet 035D,E01000212,1,1204,11,125,1341
2021,Barnet 033F,E01000213,3,1222,13,101,1339
2021,Barnet 038E,E01000214,8,1319,26,259,1612
2021,Barnet 037B,E01000215,5,1910,42,138,2095
2021,Barnet 035E,E01000216,8,1712,33,202,1955
2021,Barnet 035F,E01000217,5,1620,23,110,1758
2021,Barnet 037C,E01000218,4,1647,22,150,1823
2021,Barnet 037D,E01000219,7,1937,21,203,2168
2021,Barnet 037E,E01000220,6,1546,39,240,1831
2021,Barnet 039B,E01000221,5,1310,11,77,1403
2021,Barnet 040C,E01000222,5,1811,32,178,2026
2021,Barnet 039C,E01000223,2,1833,8,170,2013
2021,Barnet 040D,E01000224,7,1525,44,99,1675
2021,Barnet 037F,E01000225,1,1699,14,135,1849
2021,Barnet 018D,E01000226,5,1589,28,100,1722
2021,Barnet 018E,E01000227,8,1706,10,123,1847
2021,Barnet 007A,E01000228,7,1335,7,84,1433
2021,Barnet 013B,E01000229,1,1546,14,92,1653
2021,Barnet 013C,E01000230,2,1743,23,155,1923
2021,Barnet 013D,E01000231,6,1655,14,100,1775
2021,Barnet 013E,E01000232,10,1723,21,100,1854
2021,Barnet 013F,E01000233,9,1777,18,113,1917
2021,Barnet 021D,E01000234,7,1557,18,174,1756
2021,Barnet 021E,E01000235,19,1690,12,126,1847
2021,Barnet 034A,E01000236,0,1639,43,217,1899
2021,Barnet 032A,E01000237,11,1717,64,284,2076
2021,Barnet 034B,E01000238,17,1849,39,170,2075
2021,Barnet 031A,E01000239,16,1695,57,259,2027
2021,Barnet 031B,E01000240,5,1512,26,175,1718
2021,Barnet 031C,E01000241,7,1559,35,165,1766
2021,Barnet 032B,E01000242,4,1384,37,155,1580
2021,Barnet 032C,E01000243,22,1624,74,407,2127
2021,Barnet 032D,E01000244,26,1280,90,227,1623
2021,Barnet 032E,E01000245,16,1723,54,236,2029
2021,Barnet 002B,E01000246,8,1375,9,117,1509
2021,Barnet 002C,E01000247,8,1517,10,143,1678
2021,Barnet 001A,E01000248,9,1534,8,112,1663
2021,Barnet 001B,E01000249,8,1511,9,77,1605
2021,Barnet 001C,E01000250,15,2296,34,246,2591
2021,Barnet 002D,E01000251,8,1952,18,253,2231
2021,Barnet 002E,E01000252,4,1477,12,198,1691
2021,Barnet 007B,E01000253,3,1754,33,175,1965
2021,Barnet 001D,E01000254,9,1423,10,150,1592
2021,Barnet 017A,E01000255,2,1419,16,248,1685
2021,Barnet 016A,E01000256,5,1679,19,180,1883
2021,Barnet 017B,E01000257,9,1672,39,343,2063
2021,Barnet 016B,E01000258,4,1662,33,173,1872
2021,Barnet 025D,E01000259,9,2375,29,197,2610
2021,Barnet 025E,E01000260,9,1893,30,201,2133
2021,Barnet 017C,E01000261,10,1590,37,116,1753
2021,Barnet 016C,E01000263,8,1405,10,86,1509
2021,Barnet 016D,E01000264,10,1551,28,203,1792
2021,Barnet 011A,E01000265,6,1738,20,135,1899
2021,Barnet 011B,E01000266,15,1326,11,72,1424
2021,Barnet 005A,E01000267,7,1379,17,111,1514
2021,Barnet 005B,E01000268,7,1705,40,293,2045
2021,Barnet 005C,E01000269,6,1281,5,84,1376
2021,Barnet 005D,E01000270,2,1395,8,124,1529
2021,Barnet 008A,E01000271,5,1493,19,106,1623
2021,Barnet 008B,E01000272,5,1302,9,105,1421
2021,Barnet 008C,E01000273,4,1457,16,173,1650
2021,Barnet 011C,E01000274,6,1807,12,87,1912
2021,Barnet 012A,E01000275,13,1512,37,165,1727
2021,Barnet 020A,E01000276,8,1362,30,119,1519
2021,Barnet 012B,E01000277,6,1288,73,275,1642
2021,Barnet 020B,E01000278,3,1372,31,64,1470
2021,Barnet 007C,E01000279,7,1233,10,106,1356
2021,Barnet 007D,E01000280,3,1217,8,97,1325
2021,Barnet 008D,E01000281,4,1477,16,259,1756
2021,Barnet 008E,E01000282,8,1633,33,114,1788
2021,Barnet 012C,E01000283,5,1275,7,70,1357
2021,Barnet 012D,E01000284,10,1525,22,237,1794
2021,Barnet 004A,E01000285,6,1352,15,128,1501
2021,Barnet 007E,E01000286,3,1571,7,125,1706
2021,Barnet 004B,E01000287,5,1512,4,96,1617
2021,Barnet 004C,E01000288,9,1407,13,103,1532
2021,Barnet 004D,E01000289,1,1495,6,63,1565
2021,Barnet 007F,E01000290,2,1509,11,85,1607
2021,Barnet 004E,E01000291,5,1394,11,135,1545
2021,Barnet 001E,E01000292,1,1384,17,128,1530
2021,Barnet 001F,E01000293,13,1562,40,142,1757
2021,Barnet 004F,E01000294,4,1646,16,123,1789
2021,Barnet 023B,E01000295,4,1335,26,232,1597
2021,Barnet 023C,E01000296,7,1449,40,264,1760
2021,Barnet 027D,E01000297,6,1181,27,185,1399
2021,Barnet 023D,E01000298,7,1464,25,192,1688
2021,Barnet 019A,E01000299,8,1826,43,254,2131
2021,Barnet 019B,E01000300,6,1431,35,173,1645
2021,Barnet 020C,E01000301,3,1308,60,111,1482
2021,Barnet 019C,E01000302,7,1512,41,214,1774
2021,Barnet 020D,E01000303,5,1334,27,120,1486
2021,Barnet 020E,E01000304,7,1327,23,181,1538
2021,Barnet 036B,E01000305,4,1356,28,213,1601
2021,Barnet 036C,E01000306,6,1664,37,247,1954
2021,Barnet 039D,E01000307,6,1486,31,112,1635
2021,Barnet 036D,E01000308,5,1790,28,239,2062
2021,Barnet 031D,E01000309,9,1679,46,297,2031
2021,Barnet 034C,E01000310,10,1800,46,313,2169
2021,Barnet 034D,E01000311,3,1549,31,155,1738
2021,Barnet 036E,E01000312,7,1556,19,170,1752
2021,Barnet 036F,E01000313,8,1618,24,227,1877
2021,Barnet 032F,E01000314,15,1763,91,281,2150
2021,Barnet 022F,E01000315,3,1618,9,60,1690
2021,Barnet 027E,E01000316,2,1961,47,249,2259
2021,Barnet 019D,E01000317,6,1421,12,133,1572
2021,Barnet 019E,E01000318,4,1718,24,172,1918
2021,Barnet 027F,E01000319,5,1264,23,92,1384
2021,Barnet 011D,E01000320,9,1703,39,165,1916
2021,Barnet 012E,E01000321,6,1643,69,213,1931
2021,Barnet 011E,E01000322,3,1567,27,235,1832
2021,Barnet 019F,E01000323,8,1946,44,351,2349
2021,Barnet 015F,E01000324,8,1682,23,104,1817
2021,Bexley 014A,E01000325,6,1526,2,94,1628
2021,Bexley 014B,E01000326,0,1207,17,142,1366
2021,Bexley 017A,E01000327,0,1503,9,103,1615
2021,Bexley 017B,E01000328,3,1504,1,104,1612
2021,Bexley 017C,E01000329,2,1506,7,157,1672
2021,Bexley 017D,E01000330,5,1500,14,122,1641
2021,Bexley 017E,E01000331,6,1567,3,91,1667
2021,Bexley 005A,E01000332,3,1474,17,91,1585
2021,Bexley 003A,E01000333,4,1692,14,174,1884
2021,Bexley 006A,E01000334,2,1572,3,82,1659
2021,Bexley 003B,E01000335,5,2366,41,278,2690
2021,Bexley 003C,E01000336,7,1756,32,167,1962
2021,Bexley 003D,E01000337,2,1589,15,105,1711
2021,Bexley 003E,E01000338,5,1627,20,180,1832
2021,Bexley 025A,E01000339,7,1481,3,116,1607
2021,Bexley 018A,E01000340,5,1427,5,115,1552
2021,Bexley 022A,E01000341,1,1411,0,115,1527
2021,Bexley 022B,E01000342,1,1379,5,124,1509
2021,Bexley 022C,E01000343,3,1403,1,82,1489
2021,Bexley 025B,E01000344,4,1453,7,113,1577
2021,Bexley 022D,E01000345,2,1254,1,71,1328
2021,Bexley 021A,E01000346,3,1421,0,147,1571
2021,Bexley 021B,E01000347,14,1368,7,105,1494
2021,Bexley 020A,E01000348,1,1399,2,93,1495
2021,Bexley 020B,E01000349,4,1577,9,118,1708
2021,Bexley 021C,E01000350,5,1373,4,86,1468
2021,Bexley 024A,E01000351,1,1466,10,109,1586
2021,Bexley 021D,E01000352,3,1437,11,146,1597
2021,Bexley 011A,E01000353,7,1530,6,88,1631
2021,Bexley 011B,E01000354,3,1392,3,79,1477
2021,Bexley 011C,E01000355,4,1348,3,79,1434
2021,Bexley 009A,E01000356,4,1455,16,79,1554
2021,Bexley 009B,E01000357,4,1331,1,51,1387
2021,Bexley 011D,E01000358,9,1551,7,69,1636
2021,Bexley 009C,E01000359,1,1194,4,52,1251
2021,Bexley 015A,E01000360,7,1631,9,240,1887
2021,Bexley 020C,E01000361,4,1448,2,117,1571
2021,Bexley 015B,E01000362,3,1588,5,249,1845
2021,Bexley 020D,E01000363,2,1429,6,98,1535
2021,Bexley 023A,E01000364,3,1551,13,114,1681
2021,Bexley 015C,E01000365,3,1546,18,143,1710
2021,Bexley 015D,E01000366,3,1477,13,115,1608
2021,Bexley 010A,E01000367,3,2157,8,64,2232
2021,Bexley 010B,E01000368,2,1541,5,108,1656
2021,Bexley 014C,E01000369,0,1619,7,89,1715
2021,Bexley 014D,E01000370,2,1449,4,88,1543
2021,Bexley 014E,E01000371,4,1487,4,105,1600
2021,Bexley 010C,E01000372,4,1585,6,80,1675
2021,Bexley 008A,E01000373,2,1194,5,97,1298
2021,Bexley 019A,E01000374,4,1471,12,74,1561
2021,Bexley 019B,E01000375,9,1894,20,170,2093
2021,Bexley 019C,E01000376,1,1484,8,106,1599
2021,Bexley 019D,E01000377,1,1326,6,119,1452
2021,Bexley 019F,E01000379,2,1588,4,105,1699
2021,Bexley 010D,E01000380,3,1587,11,118,1719
2021,Bexley 028A,E01000381,3,1497,2,102,1604
2021,Bexley 027A,E01000382,7,1436,8,110,1561
2021,Bexley 028B,E01000383,3,1458,7,110,1578
2021,Bexley 027B,E01000384,20,1512,3,157,1692
2021,Bexley 028C,E01000385,3,1845,17,116,1981
2021,Bexley 028D,E01000386,0,1391,4,131,1526
2021,Bexley 027C,E01000387,5,1440,1,98,1544
2021,Bexley 016A,E01000388,0,1414,7,83,1504
2021,Bexley 020E,E01000389,3,1538,5,139,1685
2021,Bexley 020F,E01000390,4,1209,4,106,1323
2021,Bexley 021E,E01000391,6,1598,4,125,1733
2021,Bexley 016B,E01000392,5,1748,9,168,1930
2021,Bexley 020G,E01000393,0,1580,14,88,1682
2021,Bexley 015E,E01000394,1,1465,6,146,1618
2021,Bexley 018B,E01000395,4,1423,8,81,1516
2021,Bexley 018C,E01000396,7,1335,7,89,1438
2021,Bexley 029A,E01000398,3,1505,3,69,1580
2021,Bexley 029B,E01000399,3,1436,14,107,1560
2021,Bexley 029C,E01000400,2,1472,12,79,1565
2021,Bexley 013A,E01000401,4,1648,7,134,1793
2021,Bexley 005B,E01000402,2,1449,7,120,1578
2021,Bexley 004A,E01000403,1,2187,21,159,2368
2021,Bexley 004B,E01000404,6,2036,28,294,2364
2021,Bexley 004C,E01000405,7,1414,19,115,1555
2021,Bexley 005C,E01000406,1,1881,22,202,2106
2021,Bexley 005D,E01000407,1,1581,10,256,1848
2021,Bexley 004D,E01000408,3,1619,21,117,1760
2021,Bexley 016C,E01000409,4,1637,4,71,1716
2021,Bexley 018D,E01000410,3,1523,5,108,1639
2021,Bexley 016D,E01000411,4,1400,11,67,1482
2021,Bexley 018E,E01000412,7,1583,9,142,1741
2021,Bexley 018F,E01000413,1,1225,7,98,1331
2021,Bexley 016E,E01000414,3,1709,22,140,1874
2021,Bexley 016F,E01000415,4,1378,3,70,1455
2021,Bexley 002A,E01000416,7,1451,15,149,1622
2021,Bexley 006B,E01000417,7,1566,15,126,1714
2021,Bexley 002B,E01000418,3,1766,19,134,1922
2021,Bexley 006C,E01000419,1,1392,10,78,1481
2021,Bexley 006D,E01000420,1,1362,13,129,1505
2021,Bexley 009D,E01000421,3,1420,0,88,1511
2021,Bexley 002C,E01000422,6,1238,10,69,1323
2021,Bexley 025C,E01000423,3,1484,5,92,1584
2021,Bexley 026A,E01000424,4,1577,5,128,1714
2021,Bexley 025D,E01000425,3,1679,2,98,1782
2021,Bexley 026B,E01000426,5,1487,10,146,1648
2021,Bexley 026C,E01000427,7,1827,7,142,1983
2021,Bexley 027D,E01000428,20,1636,11,200,1867
2021,Bexley 008B,E01000429,2,1502,8,156,1668
2021,Bexley 008C,E01000430,9,1859,26,140,2034
2021,Bexley 008D,E01000431,1,1108,12,67,1188
2021,Bexley 008F,E01000433,3,1769,10,148,1930
2021,Bexley 008G,E01000434,5,1494,9,71,1579
2021,Bexley 010E,E01000435,3,1382,2,83,1470
2021,Bexley 011E,E01000436,4,1614,1,112,1731
2021,Bexley 007A,E01000437,4,1267,6,77,1354
2021,Bexley 007B,E01000438,2,1540,8,122,1672
2021,Bexley 007C,E01000439,6,1288,9,106,1409
2021,Bexley 007D,E01000440,1,1284,0,89,1374
2021,Bexley 007E,E01000441,0,1649,7,127,1783
2021,Bexley 006E,E01000442,5,1560,5,92,1662
2021,Bexley 024B,E01000443,1,1239,9,70,1319
2021,Bexley 023B,E01000444,6,1510,13,98,1627
2021,Bexley 024C,E01000445,6,1511,5,123,1645
2021,Bexley 024D,E01000446,5,1379,3,105,1492
2021,Bexley 023C,E01000447,1,1686,24,216,1927
2021,Bexley 023D,E01000448,0,1255,4,78,1337
2021,Bexley 023E,E01000449,4,1420,5,118,1547
2021,Bexley 009E,E01000450,4,1663,11,104,1782
2021,Bexley 009F,E01000451,3,1629,4,90,1726
2021,Bexley 009G,E01000452,0,1342,11,56,1409
2021,Bexley 013B,E01000453,3,1356,7,96,1462
2021,Bexley 013C,E01000454,2,1486,7,113,1608
2021,Bexley 013D,E01000455,2,1673,7,102,1784
2021,Bexley 013E,E01000456,7,1290,13,93,1403
2021,Bexley 026D,E01000457,35,1770,11,328,2144
2021,Bexley 027E,E01000458,5,1406,6,119,1536
2021,Bexley 027F,E01000459,23,1647,10,176,1856
2021,Bexley 022E,E01000460,5,1172,1,75,1253
2021,Bexley 024E,E01000461,10,1516,4,93,1623
2021,Bexley 026E,E01000462,17,1613,21,383,2034
2021,Bexley 025E,E01000463,8,1167,6,59,1240
2021,Bexley 002D,E01000464,5,1427,21,59,1512
2021,Bexley 002E,E01000465,3,1569,3,96,1671
2021,Bexley 001A,E01000466,5,1576,24,84,1689
2021,Bexley 001B,E01000467,7,1498,17,139,1661
2021,Bexley 001C,E01000468,7,2657,26,219,2909
2021,Bexley 001D,E01000469,3,1543,33,136,1715
2021,Bexley 002F,E01000470,2,1200,3,76,1281
2021,Brent 026A,E01000471,4,1561,53,92,1710
2021,Brent 029A,E01000472,1,2019,47,294,2361
2021,Brent 029B,E01000473,0,2422,46,214,2682
2021,Brent 026B,E01000474,3,2076,29,133,2241
2021,Brent 029C,E01000475,5,1893,46,161,2105
2021,Brent 026C,E01000476,4,1929,22,204,2159
2021,Brent 026D,E01000477,4,2010,23,308,2345
2021,Brent 029D,E01000478,6,2213,19,260,2498
2021,Brent 009A,E01000479,7,1589,36,109,1741
2021,Brent 006A,E01000480,4,1523,18,134,1679
2021,Brent 009B,E01000481,0,1412,29,172,1613
2021,Brent 009D,E01000483,1,1657,35,138,1831
2021,Brent 006B,E01000484,1,1642,12,87,1742
2021,Brent 006C,E01000485,0,1455,17,120,1592
2021,Brent 006D,E01000486,3,1526,19,136,1684
2021,Brent 006E,E01000487,6,1772,26,159,1963
2021,Brent 022A,E01000488,3,1272,62,291,1628
2021,Brent 030A,E01000489,3,1448,34,228,1713
2021,Brent 023A,E01000490,8,1456,27,254,1745
2021,Brent 030B,E01000491,10,1693,43,297,2043
2021,Brent 030C,E01000492,2,1157,16,91,1266
2021,Brent 030D,E01000493,3,1438,16,126,1583
2021,Brent 023B,E01000494,7,1431,60,244,1742
