date,geography,geography code,Household deprivation: Household is deprived in four dimensions,Household deprivation: Household is deprived in one dimension,Household deprivation: Household is deprived in three dimensions,Household deprivation: Household is deprived in two dimensions,Household deprivation: Household is not deprived in any dimension,Household deprivation: Total: All households
2021,Bromley 011C,E01000716,0,197,19,59,436,711
2021,Bromley 011D,E01000717,0,286,11,53,516,866
2021,Bromley 006E,E01000718,4,322,35,130,437,928
2021,Bromley 019A,E01000719,3,291,63,136,370,863
2021,Bromley 019B,E01000720,7,227,54,110,291,689
2021,Bromley 019C,E01000721,1,214,59,108,232,614
2021,Bromley 023A,E01000722,0,266,14,107,371,758
2021,Bromley 029A,E01000723,0,202,7,77,266,552
2021,Bromley 019D,E01000724,1,216,43,145,246,651
2021,Bromley 023B,E01000725,5,245,38,129,376,793
2021,Bromley 029B,E01000726,0,196,19,78,284,577
2021,Bromley 028A,E01000727,0,263,20,97,382,762
2021,Bromley 019E,E01000728,1,275,25,112,286,699
2021,Bromley 014A,E01000729,4,269,82,197,282,834
2021,Bromley 014B,E01000730,4,232,49,160,221,666
2021,Bromley 023C,E01000731,5,172,29,89,219,514
2021,Bromley 023D,E01000732,3,184,19,74,304,584
2021,Bromley 023E,E01000733,0,186,30,90,328,634
2021,Bromley 028B,E01000734,1,158,12,57,283,511
2021,Bromley 014C,E01000735,6,189,31,96,234,556
2021,Bromley 010C,E01000736,5,209,46,112,256,628
2021,Bromley 010D,E01000737,8,192,29,122,235,586
2021,Bromley 014D,E01000738,0,222,23,107,294,646
2021,Bromley 014E,E01000739,3,204,61,148,222,638
2021,Bromley 005B,E01000741,5,257,40,96,532,930
2021,Bromley 005C,E01000742,4,306,38,122,551,1021
2021,Bromley 009A,E01000743,6,279,72,165,328,850
2021,Bromley 009B,E01000744,2,241,59,119,241,662
2021,Bromley 005D,E01000745,3,263,41,106,486,899
2021,Bromley 005E,E01000746,2,282,30,104,546,964
2021,Bromley 042B,E01000747,0,253,23,98,417,791
2021,Bromley 042C,E01000748,0,266,3,85,350,704
2021,Bromley 036A,E01000749,0,223,16,65,334,638
2021,Bromley 036B,E01000750,5,236,47,120,246,654
2021,Bromley 036C,E01000751,0,293,6,97,492,888
2021,Bromley 036D,E01000752,0,268,26,103,389,786
2021,Bromley 031A,E01000753,0,250,1,70,435,756
2021,Bromley 031B,E01000754,0,250,5,68,411,734
2021,Bromley 031C,E01000755,0,215,3,57,356,631
2021,Bromley 033D,E01000756,0,204,6,63,376,649
2021,Bromley 031D,E01000757,2,181,5,41,378,607
2021,Bromley 031E,E01000758,0,171,1,49,333,554
2021,Bromley 034A,E01000759,0,202,5,44,326,577
2021,Bromley 034B,E01000760,1,194,10,74,302,581
2021,Bromley 034C,E01000761,0,165,4,65,336,570
2021,Bromley 018D,E01000762,0,228,11,57,451,747
2021,Bromley 027A,E01000763,1,160,2,35,329,527
2021,Bromley 027B,E01000764,2,206,12,93,344,657
2021,Bromley 034D,E01000765,0,229,8,66,400,703
2021,Bromley 027C,E01000766,0,165,1,36,441,643
2021,Bromley 027D,E01000767,1,181,2,50,369,603
2021,Bromley 034E,E01000768,0,189,9,64,350,612
2021,Bromley 024A,E01000769,1,135,8,49,261,454
2021,Bromley 012D,E01000770,1,233,8,47,399,688
2021,Bromley 041C,E01000771,0,187,8,50,377,622
2021,Bromley 012E,E01000772,0,230,5,72,448,755
2021,Bromley 024B,E01000773,0,194,4,52,359,609
2021,Bromley 041D,E01000774,0,172,10,47,351,580
2021,Bromley 024C,E01000775,0,252,13,83,507,855
2021,Bromley 024D,E01000777,0,183,6,40,329,558
2021,Bromley 024E,E01000778,2,194,16,75,350,637
2021,Bromley 001A,E01000779,0,196,14,69,311,590
2021,Bromley 001B,E01000780,3,207,30,102,305,647
2021,Bromley 001C,E01000781,3,220,32,116,256,627
2021,Bromley 001D,E01000782,3,213,47,163,227,653
2021,Bromley 001E,E01000783,1,219,36,109,270,635
2021,Bromley 002E,E01000784,0,180,8,58,344,590
2021,Bromley 001F,E01000785,0,202,62,111,258,633
2021,Bromley 032A,E01000786,0,228,10,75,323,636
2021,Bromley 029C,E01000787,5,247,32,117,271,672
2021,Bromley 029D,E01000788,1,196,21,95,302,615
2021,Bromley 032B,E01000789,0,261,50,137,213,661
2021,Bromley 028C,E01000790,1,319,29,116,580,1045
2021,Bromley 029E,E01000791,0,226,8,86,302,622
2021,Bromley 032C,E01000792,0,168,14,75,316,573
2021,Bromley 032D,E01000793,0,200,4,49,374,627
2021,Bromley 035E,E01000794,0,205,3,51,348,607
2021,Bromley 032E,E01000795,3,166,13,83,271,536
2021,Bromley 009C,E01000796,4,225,44,123,224,620
2021,Bromley 013E,E01000797,2,179,10,69,432,692
2021,Bromley 009D,E01000798,7,249,66,140,272,734
2021,Bromley 004A,E01000799,1,243,16,95,399,754
2021,Bromley 009E,E01000800,2,249,44,105,396,796
2021,Bromley 015E,E01000801,4,218,16,109,304,651
2021,Bromley 004B,E01000802,5,216,27,99,454,801
2021,Bromley 004C,E01000803,1,235,23,85,402,746
2021,Bromley 004D,E01000804,0,182,4,51,327,564
2021,Bromley 004E,E01000805,0,243,39,87,428,797
2021,Bromley 009F,E01000806,2,272,44,116,345,779
2021,Bromley 022C,E01000807,2,180,11,52,392,637
2021,Bromley 025A,E01000808,0,180,19,56,365,620
2021,Bromley 022D,E01000809,1,208,8,55,370,642
2021,Bromley 025B,E01000810,0,180,1,37,376,594
2021,Bromley 025C,E01000811,0,174,3,45,350,572
2021,Bromley 028D,E01000812,3,198,14,74,386,675
2021,Bromley 025D,E01000813,0,228,6,50,337,621
2021,Bromley 028E,E01000814,0,189,1,22,371,583
2021,Bromley 025E,E01000815,0,144,3,22,392,561
2021,Bromley 040A,E01000816,0,199,6,66,343,614
2021,Bromley 040B,E01000818,0,198,4,55,382,639
2021,Bromley 040C,E01000819,0,241,38,112,364,755
2021,Bromley 008C,E01000820,5,203,22,78,393,701
2021,Bromley 008D,E01000822,1,221,22,74,395,713
2021,Bromley 008E,E01000823,0,193,16,63,463,735
2021,Bromley 008F,E01000824,2,170,27,63,317,579
2021,Bromley 008G,E01000825,3,280,13,101,414,811
2021,Bromley 021A,E01000826,0,147,5,29,382,563
2021,Bromley 021B,E01000827,0,239,11,89,442,781
2021,Bromley 011E,E01000828,2,229,12,79,448,770
2021,Bromley 018E,E01000829,0,225,5,58,414,702
2021,Bromley 021C,E01000830,1,147,5,23,379,555
2021,Bromley 021D,E01000831,3,240,18,62,451,774
2021,Bromley 030A,E01000832,3,165,14,59,346,587
2021,Bromley 021E,E01000833,0,130,1,23,342,496
2021,Bromley 027E,E01000834,0,134,4,26,298,462
2021,Bromley 030B,E01000835,0,229,11,73,386,699
2021,Bromley 030C,E01000836,1,146,2,22,324,495
2021,Bromley 030D,E01000837,1,227,17,83,324,652
2021,Bromley 030E,E01000838,0,173,6,56,305,540
2021,Bromley 030F,E01000839,0,180,1,36,324,541
2021,Bromley 030G,E01000840,1,247,12,97,330,687
2021,Bromley 030H,E01000841,1,208,4,64,384,661
2021,Camden 011A,E01000842,1,200,17,46,441,705
2021,Camden 014A,E01000843,2,196,12,50,390,650
2021,Camden 011B,E01000844,11,259,26,70,453,819
2021,Camden 014B,E01000845,3,210,24,56,405,698
2021,Camden 014C,E01000846,7,209,54,98,212,580
2021,Camden 014D,E01000847,3,190,40,103,283,619
2021,Camden 011C,E01000848,2,202,18,68,449,739
2021,Camden 011D,E01000849,0,238,19,74,406,737
2021,Camden 026A,E01000850,1,185,13,51,323,573
2021,Camden 026B,E01000851,3,202,15,71,340,631
2021,Camden 029H,E01000853,7,239,65,175,234,720
2021,Camden 028A,E01000855,2,355,22,110,319,808
2021,Camden 019A,E01000856,3,208,55,104,277,647
2021,Camden 018A,E01000857,1,197,25,84,329,636
2021,Camden 018B,E01000858,3,262,74,149,312,800
2021,Camden 018C,E01000859,4,191,13,51,441,700
2021,Camden 018D,E01000860,6,205,56,132,277,676
2021,Camden 019B,E01000861,6,239,55,127,270,697
2021,Camden 018E,E01000862,2,222,10,62,511,807
2021,Camden 021A,E01000863,2,222,29,104,338,695
2021,Camden 009A,E01000866,6,326,67,148,374,921
2021,Camden 015C,E01000867,7,266,45,141,307,766
2021,Camden 015D,E01000868,7,256,58,152,272,745
2021,Camden 015E,E01000869,2,295,43,114,421,875
2021,Camden 009B,E01000870,10,224,64,114,313,725
2021,Camden 005A,E01000871,2,183,20,83,362,650
2021,Camden 005B,E01000872,8,303,60,134,350,855
2021,Camden 005C,E01000873,3,192,15,55,404,669
2021,Camden 005D,E01000874,5,150,17,54,404,630
2021,Camden 013A,E01000875,11,240,42,119,358,770
2021,Camden 013B,E01000876,8,257,56,130,376,827
2021,Camden 005E,E01000877,11,203,20,61,365,660
2021,Camden 004A,E01000878,5,188,28,61,487,769
2021,Camden 004B,E01000879,0,164,8,44,358,574
2021,Camden 004C,E01000880,2,152,8,34,382,578
2021,Camden 008A,E01000881,5,180,21,54,342,602
2021,Camden 008B,E01000882,0,172,9,37,450,668
2021,Camden 008C,E01000883,0,268,12,71,404,755
2021,Camden 004D,E01000884,2,156,16,40,370,584
2021,Camden 004E,E01000885,0,143,2,32,350,527
2021,Camden 006A,E01000886,1,182,9,55,346,593
2021,Camden 006B,E01000887,1,197,21,74,360,653
2021,Camden 006C,E01000888,1,213,24,86,315,639
2021,Camden 007A,E01000889,5,201,75,178,248,707
2021,Camden 007B,E01000890,6,221,77,152,150,606
2021,Camden 007C,E01000891,15,204,80,142,172,613
2021,Camden 006D,E01000892,2,263,40,92,417,814
2021,Camden 002A,E01000893,2,193,9,37,416,657
2021,Camden 002B,E01000894,2,138,6,27,392,565
2021,Camden 002C,E01000895,0,249,31,84,417,781
2021,Camden 002D,E01000896,2,168,6,27,458,661
2021,Camden 008D,E01000897,0,158,4,30,461,653
2021,Camden 008E,E01000898,15,336,40,113,322,826
2021,Camden 002E,E01000899,0,193,6,25,484,708
2021,Camden 012A,E01000900,6,223,38,123,327,717
2021,Camden 007D,E01000901,12,254,74,153,238,731
2021,Camden 012B,E01000902,4,186,56,109,190,545
2021,Camden 006E,E01000903,1,190,28,82,325,626
2021,Camden 012C,E01000904,3,317,64,161,353,898
2021,Camden 012D,E01000905,4,289,80,190,200,763
2021,Camden 012E,E01000906,2,194,20,60,459,735
2021,Camden 001A,E01000907,5,188,56,119,248,616
2021,Camden 001B,E01000908,6,280,46,138,303,773
2021,Camden 001C,E01000909,0,185,18,64,377,644
2021,Camden 003A,E01000910,0,146,11,48,352,557
2021,Camden 003B,E01000911,4,205,35,94,294,632
2021,Camden 001D,E01000912,5,250,43,124,259,681
2021,Camden 001E,E01000913,1,166,2,31,482,682
2021,Camden 028B,E01000914,3,280,26,89,366,764
2021,Camden 027A,E01000915,3,205,48,120,213,589
2021,Camden 027B,E01000916,7,288,37,146,456,934
2021,Camden 027C,E01000917,11,244,66,179,250,750
2021,Camden 028C,E01000918,4,251,43,128,389,815
2021,Camden 028D,E01000919,2,246,29,113,324,714
2021,Camden 027D,E01000920,2,260,41,119,396,818
2021,Camden 003C,E01000921,3,289,35,129,467,923
2021,Camden 007E,E01000922,6,200,46,117,319,688
2021,Camden 003D,E01000923,2,186,32,76,335,631
2021,Camden 009C,E01000924,2,204,28,89,402,725
2021,Camden 009D,E01000925,5,190,64,121,188,568
2021,Camden 009E,E01000926,2,177,35,107,288,609
2021,Camden 007F,E01000927,1,204,28,91,362,686
2021,Camden 003E,E01000928,3,209,40,92,411,755
2021,Camden 020A,E01000929,5,261,50,155,254,725
2021,Camden 020B,E01000930,26,419,97,249,313,1104
2021,Camden 013C,E01000931,9,326,103,191,296,925
2021,Camden 013D,E01000932,5,278,40,127,428,878
2021,Camden 020C,E01000933,5,266,38,151,355,815
2021,Camden 020D,E01000934,21,254,74,167,203,719
2021,Camden 020E,E01000935,8,264,60,132,240,704
2021,Camden 029G,E01000937,0,174,15,66,163,418
2021,Camden 029A,E01000938,4,227,35,116,243,625
2021,Camden 029B,E01000939,4,188,47,90,157,486
2021,Camden 029D,E01000941,6,189,56,110,170,531
2021,Camden 029C,E01000942,2,183,16,69,238,508
2021,Camden 029F,E01000943,1,149,21,66,201,438
2021,Camden 023A,E01000944,5,215,47,144,155,566
2021,Camden 021B,E01000946,2,200,21,100,362,685
2021,Camden 021C,E01000947,6,300,45,139,326,816
2021,Camden 021D,E01000948,7,223,30,131,354,745
2021,Camden 023C,E01000949,1,227,59,116,290,693
2021,Camden 023E,E01000951,9,207,49,135,164,564
2021,Camden 022A,E01000952,11,244,68,142,192,657
2021,Camden 022C,E01000954,8,259,73,162,147,649
2021,Camden 022D,E01000955,4,201,59,139,134,537
