date,geography,geography code,Age of arrival in the UK: Arrived in the UK,Age of arrival in the UK: Arrived in the UK: Aged 0 to 4 years,Age of arrival in the UK: Arrived in the UK: Aged 10 to 14 years,Age of arrival in the UK: Arrived in the UK: Aged 15 years,Age of arrival in the UK: Arrived in the UK: Aged 16 to 17 years,Age of arrival in the UK: Arrived in the UK: Aged 18 to 19 years,Age of arrival in the UK: Arrived in the UK: Aged 20 to 24 years,Age of arrival in the UK: Arrived in the UK: Aged 25 to 29 years,Age of arrival in the UK: Arrived in the UK: Aged 30 to 44 years,Age of arrival in the UK: Arrived in the UK: Aged 45 to 59 years,Age of arrival in the UK: Arrived in the UK: Aged 5 to 7 years,Age of arrival in the UK: Arrived in the UK: Aged 60 to 64 years,Age of arrival in the UK: Arrived in the UK: Aged 65 to 74 years,Age of arrival in the UK: Arrived in the UK: Aged 75 to 84 years,Age of arrival in the UK: Arrived in the UK: Aged 8 to 9 years,Age of arrival in the UK: Arrived in the UK: Aged 85 to 89 years,Age of arrival in the UK: Arrived in the UK: Aged 90 years and over,Age of arrival in the UK: Born in the UK,Age of arrival in the UK: Total: All usual residents
2021,Wandsworth 022D,E01004633,764,66,54,17,20,37,139,125,196,38,28,5,17,5,17,0,0,891,1655
2021,Wandsworth 028B,E01004634,672,38,28,9,13,32,128,135,161,44,35,9,5,6,29,0,0,811,1483
2021,Wandsworth 028C,E01004635,805,76,39,20,20,37,161,151,191,44,34,6,5,1,20,0,0,857,1662
2021,Wandsworth 028D,E01004636,724,50,39,14,21,36,137,149,167,55,17,4,11,2,22,0,0,739,1463
2021,Wandsworth 028E,E01004637,732,63,34,9,29,41,151,140,178,34,21,6,11,1,14,0,0,734,1466
2021,Wandsworth 011B,E01004638,373,67,20,6,12,18,57,59,87,19,12,2,1,1,12,0,0,1001,1374
2021,Wandsworth 011C,E01004639,689,51,32,15,18,24,126,171,181,37,11,3,3,4,13,0,0,1023,1712
2021,Wandsworth 011D,E01004640,530,56,19,5,23,24,93,113,126,40,15,3,1,1,10,1,0,1151,1681
2021,Wandsworth 011E,E01004641,674,60,33,11,23,38,124,143,156,38,22,2,6,0,18,0,0,1218,1892
2021,Wandsworth 016B,E01004642,812,78,40,5,34,58,147,176,174,44,20,6,5,1,24,0,0,1300,2112
2021,Wandsworth 016C,E01004643,1049,83,58,11,38,50,179,214,257,74,38,14,4,4,22,3,0,1299,2348
2021,Wandsworth 016D,E01004644,1032,94,47,11,37,64,196,207,235,58,40,5,11,4,22,1,0,1474,2506
2021,Wandsworth 016E,E01004645,959,56,71,21,33,68,182,177,206,64,36,11,6,4,21,3,0,1156,2115
2021,Westminster 002A,E01004646,828,70,52,11,20,25,92,135,263,86,37,3,5,1,28,0,0,894,1722
2021,Westminster 001A,E01004647,786,64,55,12,23,38,108,108,236,71,36,8,6,0,21,0,0,608,1394
2021,Westminster 002B,E01004648,1311,101,68,9,37,59,221,253,361,110,48,9,5,1,29,0,0,1010,2321
2021,Westminster 001B,E01004649,899,85,64,8,37,31,102,127,260,82,48,15,9,4,25,1,1,509,1408
2021,Westminster 002C,E01004650,1049,72,52,16,30,57,152,229,284,85,33,7,13,1,17,1,0,766,1815
2021,Westminster 003A,E01004651,1246,95,45,9,45,61,197,259,355,99,30,19,6,5,21,0,0,529,1775
2021,Westminster 017A,E01004652,1160,63,44,12,45,91,234,244,279,74,19,6,29,6,14,0,0,454,1614
2021,Westminster 014A,E01004653,998,91,80,11,28,50,171,195,228,54,35,4,5,0,46,0,0,957,1955
2021,Westminster 014B,E01004654,1519,87,46,11,50,94,329,378,388,86,33,3,2,1,11,0,0,927,2446
2021,Westminster 014D,E01004656,1156,71,48,11,49,90,261,253,268,62,14,1,3,6,19,0,0,811,1967
2021,Westminster 012A,E01004657,819,49,29,33,12,50,137,174,236,70,8,3,4,3,11,0,0,398,1217
2021,Westminster 012B,E01004658,1098,41,39,8,80,111,252,185,253,77,25,3,4,1,19,0,0,425,1523
2021,Westminster 008A,E01004659,1044,36,31,4,41,87,226,307,238,31,19,3,3,3,15,0,0,590,1634
2021,Westminster 008B,E01004660,918,46,37,14,36,88,169,185,206,69,22,11,9,4,22,0,0,514,1432
2021,Westminster 012C,E01004661,1353,69,59,10,91,97,279,290,323,91,18,3,6,2,15,0,0,643,1996
2021,Westminster 012D,E01004662,862,25,26,4,30,72,182,242,209,33,17,6,5,0,11,0,0,459,1321
2021,Westminster 012E,E01004663,780,54,40,12,34,53,181,142,163,68,14,9,3,0,7,0,0,639,1419
2021,Westminster 024A,E01004665,689,55,31,8,25,53,139,133,136,52,31,6,9,1,10,0,0,769,1458
2021,Westminster 023D,E01004668,654,55,32,8,23,38,158,130,142,23,18,2,1,0,24,0,0,766,1420
2021,Westminster 024B,E01004669,829,55,36,13,37,52,187,147,199,42,24,12,7,1,17,0,0,891,1720
2021,Westminster 009A,E01004670,1326,117,105,28,49,83,203,179,335,89,60,17,22,1,37,0,1,1386,2712
2021,Westminster 005A,E01004674,792,67,36,8,39,49,155,160,162,42,38,4,4,3,24,1,0,1109,1901
2021,Westminster 005B,E01004675,1286,113,79,16,40,76,235,241,319,64,63,7,8,2,23,0,0,1066,2352
2021,Westminster 006A,E01004676,780,56,37,8,31,54,160,157,197,48,12,4,3,0,13,0,0,718,1498
2021,Westminster 005C,E01004677,834,47,32,14,29,42,184,196,209,40,21,3,4,0,12,1,0,883,1717
2021,Westminster 005D,E01004678,848,79,41,10,45,57,155,169,197,42,24,1,6,0,22,0,0,1117,1965
2021,Westminster 005E,E01004679,1020,55,70,14,36,62,218,207,226,60,24,20,3,0,25,0,0,952,1972
2021,Westminster 015A,E01004680,720,52,28,8,21,57,120,155,169,63,19,11,6,1,9,0,1,521,1241
2021,Westminster 016A,E01004681,1110,81,38,4,53,70,262,250,250,57,14,9,6,3,13,0,0,730,1840
2021,Westminster 016B,E01004682,907,40,20,16,58,93,290,165,169,30,10,6,4,2,4,0,0,374,1281
2021,Westminster 015B,E01004683,918,56,38,7,51,53,139,136,255,129,26,8,6,4,10,0,0,577,1495
2021,Westminster 015C,E01004684,812,48,31,12,80,84,145,124,163,75,13,12,6,4,13,2,0,527,1339
2021,Westminster 015E,E01004686,1051,38,49,14,36,65,206,190,241,105,30,23,22,6,26,0,0,345,1396
2021,Westminster 019A,E01004687,728,52,38,15,25,43,94,93,199,96,26,16,17,2,11,1,0,591,1319
2021,Westminster 019D,E01004690,679,50,38,14,22,36,90,76,195,98,20,13,10,5,11,1,0,385,1064
2021,Westminster 019E,E01004691,718,51,34,6,19,42,68,103,254,90,15,9,13,1,12,1,0,430,1148
2021,Westminster 019F,E01004692,716,58,44,12,28,34,105,83,212,81,16,18,13,4,8,0,0,309,1025
2021,Westminster 017B,E01004693,733,53,39,8,52,50,121,128,191,48,21,4,5,2,10,1,0,479,1212
2021,Westminster 016C,E01004694,1022,30,25,9,38,75,265,206,232,86,15,6,15,12,8,0,0,451,1473
2021,Westminster 017C,E01004695,793,25,19,8,44,65,209,200,156,38,10,2,8,2,7,0,0,274,1067
2021,Westminster 017D,E01004696,859,51,22,9,63,64,174,156,212,53,21,10,6,0,18,0,0,585,1444
2021,Westminster 016D,E01004697,833,41,28,5,25,44,195,221,221,22,10,6,9,0,6,0,0,509,1342
2021,Westminster 017E,E01004698,942,56,33,8,36,65,197,178,249,83,15,3,4,3,11,0,1,393,1335
2021,Westminster 017F,E01004699,1219,54,44,10,51,84,236,243,355,75,30,6,7,2,22,0,0,534,1753
2021,Westminster 016E,E01004700,916,55,28,11,52,45,174,237,212,67,9,1,8,1,16,0,0,568,1484
2021,Westminster 007A,E01004701,896,53,29,4,25,37,142,238,265,49,17,12,9,7,9,0,0,644,1540
2021,Westminster 009E,E01004702,1601,143,79,22,64,79,242,288,428,76,71,21,44,0,44,0,0,1207,2808
2021,Westminster 007B,E01004703,1103,87,62,28,32,64,140,193,306,100,49,9,15,4,13,1,0,890,1993
2021,Westminster 007D,E01004705,653,48,25,3,16,31,114,127,213,33,16,5,8,3,11,0,0,591,1244
2021,Westminster 006B,E01004706,776,56,27,7,31,40,152,192,199,31,19,5,4,0,13,0,0,701,1477
2021,Westminster 006C,E01004707,931,58,38,7,33,65,182,202,235,65,23,7,3,0,13,0,0,909,1840
2021,Westminster 006D,E01004708,815,32,36,10,27,64,185,175,204,36,19,0,1,0,26,0,0,721,1536
2021,Westminster 007E,E01004709,908,56,67,10,29,55,163,177,227,58,34,5,5,2,20,0,0,786,1694
2021,Westminster 002D,E01004710,1040,90,48,13,39,43,216,221,267,32,37,4,6,1,22,1,0,909,1949
2021,Westminster 002E,E01004711,982,96,51,7,37,49,182,206,189,56,63,6,4,3,33,0,0,1019,2001
2021,Westminster 008C,E01004712,894,41,32,13,41,56,200,196,195,56,25,5,12,3,19,0,0,554,1448
2021,Westminster 011A,E01004713,808,45,33,10,34,32,128,150,239,75,26,11,5,4,15,1,0,508,1316
2021,Westminster 011B,E01004714,1062,66,49,8,51,61,203,205,228,110,33,13,8,4,23,0,0,607,1669
2021,Westminster 013A,E01004715,1135,65,47,18,85,84,250,216,211,71,31,6,19,5,26,0,1,671,1806
2021,Westminster 011C,E01004716,597,46,27,12,28,23,93,130,160,47,13,4,4,0,9,1,0,446,1043
2021,Westminster 011D,E01004717,804,32,27,5,28,44,199,165,198,69,18,5,4,3,7,0,0,460,1264
2021,Westminster 004A,E01004718,847,43,93,22,25,42,163,175,202,23,38,1,1,2,17,0,0,1012,1859
2021,Westminster 004B,E01004719,748,45,40,15,29,53,147,161,151,59,25,5,1,1,16,0,0,1077,1825
2021,Westminster 004C,E01004720,910,71,57,11,26,50,176,187,204,45,36,8,4,1,33,1,0,1364,2274
2021,Westminster 004D,E01004721,868,50,71,20,36,53,168,174,194,55,21,7,3,3,13,0,0,1014,1882
2021,Westminster 004E,E01004722,1243,114,77,19,63,64,236,230,264,53,75,9,4,1,34,0,0,1441,2684
2021,Westminster 005F,E01004723,1091,68,60,24,37,85,236,205,251,45,37,11,12,2,17,1,0,1144,2235
2021,Westminster 001C,E01004724,1122,98,73,3,41,57,170,216,312,82,36,3,8,5,18,0,0,768,1890
2021,Westminster 003B,E01004725,728,41,37,3,25,35,107,198,192,43,20,7,8,1,11,0,0,564,1292
2021,Westminster 003C,E01004726,1047,76,66,16,40,46,135,208,252,112,35,15,15,7,24,0,0,644,1691
2021,Westminster 008D,E01004727,1048,53,52,7,51,70,192,189,262,109,20,4,12,1,24,1,1,497,1545
2021,Westminster 003D,E01004728,904,52,42,9,31,62,173,169,215,74,27,10,16,5,19,0,0,550,1454
2021,Westminster 003E,E01004729,907,47,46,10,29,56,139,183,217,89,19,14,20,4,33,1,0,582,1489
2021,Westminster 001D,E01004730,902,66,49,6,33,47,142,176,245,68,30,8,12,5,15,0,0,559,1461
2021,Westminster 020A,E01004731,1252,67,62,17,54,81,237,219,308,137,15,8,13,6,28,0,0,753,2005
2021,Westminster 020B,E01004732,581,41,28,18,38,36,106,107,145,32,15,4,0,0,11,0,0,724,1305
2021,Westminster 020C,E01004733,1126,76,47,34,103,93,254,195,199,75,22,5,1,1,21,0,0,975,2101
2021,Westminster 018A,E01004734,1018,29,34,10,58,102,245,155,254,78,23,10,10,1,9,0,0,674,1692
2021,Westminster 018B,E01004735,1109,44,57,31,78,129,229,202,222,70,21,4,5,1,16,0,0,916,2025
2021,Westminster 018C,E01004736,805,28,30,2,41,52,234,131,158,79,18,6,9,0,16,1,0,661,1466
2021,Westminster 024C,E01004737,496,45,20,11,27,30,99,89,109,39,10,8,3,0,6,0,0,722,1218
2021,Westminster 021A,E01004740,606,40,34,9,28,35,123,119,138,50,6,7,3,1,12,0,1,699,1305
2021,Westminster 024F,E01004741,608,47,25,4,19,39,132,161,117,32,14,2,5,1,10,0,0,683,1291
2021,Westminster 022A,E01004742,576,42,9,2,49,58,121,116,131,28,8,2,3,0,7,0,0,679,1255
2021,Westminster 021B,E01004743,826,44,38,16,35,68,186,166,179,54,17,7,6,1,9,0,0,674,1500
2021,Westminster 020D,E01004744,656,44,32,14,31,59,129,137,130,44,11,4,5,2,14,0,0,803,1459
2021,Westminster 021D,E01004746,633,52,45,9,32,40,133,118,131,33,26,2,3,2,7,0,0,615,1248
2021,Westminster 021E,E01004747,1119,74,32,15,60,59,257,227,233,58,46,8,19,3,27,1,0,1067,2186
2021,Westminster 020E,E01004748,648,50,27,6,34,41,142,111,146,50,13,6,5,5,12,0,0,571,1219
2021,Westminster 022B,E01004749,1120,68,38,16,53,80,269,250,241,57,22,10,3,1,12,0,0,1063,2183
2021,Westminster 023E,E01004750,841,65,37,9,33,43,162,154,222,65,18,9,6,3,15,0,0,741,1582
2021,Westminster 022C,E01004751,727,63,36,10,27,42,139,136,166,68,21,4,2,1,12,0,0,985,1712
2021,Westminster 022D,E01004752,590,45,23,11,33,55,114,130,116,30,18,1,5,4,5,0,0,777,1367
2021,Westminster 022E,E01004753,775,43,55,6,17,42,172,170,196,30,20,2,2,0,20,0,0,979,1754
2021,Westminster 010A,E01004754,993,62,48,19,33,67,229,197,205,36,33,14,9,2,35,2,2,886,1879
2021,Westminster 010B,E01004755,1302,88,55,14,39,69,212,336,343,75,25,19,11,3,13,0,0,1151,2453
2021,Westminster 006E,E01004756,741,49,35,10,40,51,148,155,187,31,20,2,4,0,9,0,0,780,1521
2021,Westminster 010C,E01004757,804,80,43,9,35,68,152,154,164,34,42,4,4,1,14,0,0,852,1656
2021,Westminster 014E,E01004760,930,130,25,8,33,89,155,159,214,44,46,2,4,4,16,1,0,758,1688
2021,Westminster 018D,E01004761,792,33,30,7,36,47,142,125,203,105,12,11,16,9,16,0,0,410,1202
2021,Westminster 011E,E01004762,935,53,31,8,31,67,134,132,251,116,18,27,28,5,13,21,0,613,1548
2021,Westminster 013B,E01004763,1315,40,36,7,129,145,278,290,270,74,27,4,2,3,10,0,0,704,2019
2021,Westminster 013D,E01004765,1123,48,69,42,95,100,214,207,224,59,18,10,13,0,24,0,0,746,1869
2021,Westminster 010F,E01032512,1154,80,66,22,42,76,219,232,273,60,45,3,3,4,29,0,0,1230,2384
2021,Westminster 010G,E01032513,557,33,26,7,22,41,125,116,128,24,18,1,2,1,13,0,0,676,1233
2021,Bromley 040D,E01032562,375,35,23,10,18,26,71,84,81,8,10,0,1,0,8,0,0,1240,1615
2021,Bromley 040E,E01032563,378,40,30,7,18,30,66,73,73,9,13,2,3,1,13,0,0,1071,1449
2021,Lewisham 037E,E01032564,392,35,38,3,15,27,68,59,91,19,17,2,8,0,10,0,0,907,1299
2021,Lewisham 038E,E01032565,459,38,22,5,12,21,94,91,112,28,16,5,2,0,13,0,0,995,1454
2021,Bexley 029D,E01032566,557,53,34,9,14,30,97,108,143,36,11,4,1,1,16,0,0,1327,1884
2021,Greenwich 033D,E01032567,498,27,24,11,15,24,106,98,124,24,17,2,6,1,19,0,0,1094,1592
2021,Bromley 041E,E01032568,347,42,30,12,17,30,51,56,57,18,18,5,3,1,7,0,0,1179,1526
2021,Croydon 045E,E01032569,496,40,45,12,31,28,90,75,104,19,23,5,3,0,21,0,0,1294,1790
2021,Bromley 042D,E01032570,102,9,4,0,6,11,27,14,20,2,4,0,1,0,4,0,0,1632,1734
2021,Ealing 040D,E01032572,709,47,40,9,25,38,127,135,198,46,19,2,3,0,20,0,0,903,1612
2021,Hounslow 029E,E01032573,894,67,29,7,27,52,195,174,241,51,22,3,5,5,16,0,0,908,1802
2021,Enfield 037E,E01032574,1137,91,90,21,69,73,183,192,271,46,58,9,4,2,28,0,0,934,2071
2021,Haringey 037D,E01032575,922,72,58,13,40,50,155,149,255,44,42,7,7,3,26,1,0,1213,2135
2021,Harrow 032E,E01032576,867,75,57,16,29,64,179,150,167,32,48,7,14,3,26,0,0,819,1686
2021,Hillingdon 033E,E01032577,492,50,34,10,19,32,88,94,97,17,26,5,3,0,17,0,0,1294,1786
2021,Lewisham 039E,E01032579,922,69,59,10,29,54,166,175,246,43,42,1,3,0,25,0,0,1232,2154
2021,Barking and Dagenham 023F,E01032580,670,60,47,13,22,43,130,94,171,26,27,2,2,1,32,0,0,878,1548
2021,Redbridge 034G,E01032581,912,84,71,15,26,50,185,164,208,40,36,4,3,1,25,0,0,1019,1931
2021,Lambeth 036E,E01032582,1190,45,50,22,98,92,346,219,227,33,29,5,3,2,19,0,0,1091,2281
2021,Southwark 034D,E01032583,971,62,39,18,52,98,232,224,172,22,29,2,3,0,18,0,0,1079,2050
2021,Southwark 034E,E01032584,602,48,32,9,26,53,135,122,127,22,16,4,1,0,7,0,0,744,1346
2021,Sutton 025E,E01032623,476,53,31,8,25,40,93,97,77,16,20,0,4,2,10,0,0,1321,1797
2021,Southwark 035E,E01032637,612,13,15,2,23,30,194,179,126,14,11,1,2,0,2,0,0,433,1045
2021,Southwark 035D,E01032638,472,19,17,2,18,24,107,117,134,23,3,2,1,0,5,0,0,631,1103
2021,Southwark 014F,E01032639,953,49,44,20,60,110,262,203,147,20,23,0,1,4,10,0,0,964,1917
2021,Southwark 035B,E01032640,501,14,13,2,21,34,106,122,146,25,7,3,4,0,4,0,0,534,1035
2021,Southwark 036B,E01032646,687,31,23,4,34,37,177,189,147,23,11,0,3,0,8,0,0,828,1515
2021,Southwark 014G,E01032719,822,41,38,13,47,73,225,151,167,24,14,7,3,0,19,0,0,626,1448
2021,City of London 001F,E01032739,922,42,30,11,47,96,218,209,186,56,12,5,6,0,4,0,0,697,1619
2021,City of London 001G,E01032740,883,25,24,12,68,93,232,205,166,36,12,3,3,0,3,1,0,510,1393
2021,Havering 013E,E01032741,655,35,25,11,35,38,170,143,137,34,11,1,1,2,12,0,0,810,1465
2021,Havering 013F,E01032742,515,40,18,0,12,43,117,116,102,27,24,1,1,1,13,0,0,1251,1766
2021,Ealing 010F,E01032743,1111,104,67,11,41,52,215,241,236,54,50,5,10,1,24,0,0,1171,2282
2021,Ealing 010G,E01032744,894,54,60,14,38,52,175,156,214,50,35,4,8,2,32,0,0,717,1611
2021,Tower Hamlets 004E,E01032764,1035,75,44,4,26,107,282,271,145,21,33,3,0,0,24,0,0,1322,2357
2021,Tower Hamlets 004F,E01032765,599,59,36,8,19,34,145,120,124,15,15,6,3,0,15,0,0,1155,1754
2021,Tower Hamlets 021F,E01032767,967,33,22,12,56,122,304,239,133,17,16,0,2,0,11,0,0,599,1566
2021,Tower Hamlets 025E,E01032768,690,22,22,6,24,53,207,190,128,19,8,1,2,1,7,0,0,631,1321
2021,Tower Hamlets 025F,E01032769,649,36,25,6,23,57,133,176,137,13,23,2,4,2,12,0,0,692,1341
2021,Tower Hamlets 032B,E01032770,1444,57,53,14,93,112,388,393,264,30,21,1,4,1,13,0,0,685,2129
2021,Tower Hamlets 033B,E01032771,981,42,38,13,59,81,238,245,194,31,16,1,5,2,16,0,0,567,1548
2021,Tower Hamlets 032C,E01032772,1452,74,56,24,78,113,406,309,268,48,46,4,3,0,22,1,0,956,2408
2021,Tower Hamlets 032E,E01032774,993,59,46,10,42,70,236,185,271,25,22,3,4,0,20,0,0,811,1804
2021,Tower Hamlets 031F,E01032775,746,40,24,5,21,38,167,222,175,27,14,6,0,0,7,0,0,441,1187
2021,Tower Hamlets 034D,E01032776,1337,75,42,20,77,109,335,348,252,33,20,5,2,0,19,0,0,734,2071
2021,Tower Hamlets 035A,E01032777,702,42,27,13,28,51,151,170,164,12,25,3,2,0,14,0,0,576,1278
2021,Tower Hamlets 035C,E01032779,822,34,40,8,34,75,202,229,151,15,23,3,0,0,8,0,0,582,1404
2021,Tower Hamlets 035D,E01032780,1232,59,42,7,45,106,284,341,237,56,28,6,6,1,13,1,0,823,2055
2021,Tower Hamlets 033C,E01032781,1037,66,33,12,31,85,239,240,244,45,26,3,2,0,10,1,0,652,1689
2021,Tower Hamlets 033D,E01032782,1426,78,61,19,70,106,349,327,325,32,20,4,3,0,32,0,0,822,2248
2021,Tower Hamlets 031G,E01032783,690,33,45,9,22,39,154,164,155,27,13,7,12,4,6,0,0,621,1311
2021,Tower Hamlets 004G,E01032784,670,58,32,3,19,57,180,163,113,16,17,0,0,0,12,0,0,1035,1705
2021,Tower Hamlets 010E,E01032785,915,99,47,10,29,69,195,219,162,20,37,0,3,2,23,0,0,1602,2517
2021,Tower Hamlets 010F,E01032786,642,56,42,10,25,48,131,124,123,23,25,2,5,0,28,0,0,974,1616
2021,Tower Hamlets 011F,E01032787,1154,95,74,32,45,75,248,217,213,61,49,9,4,3,29,0,0,1302,2456
2021,Hammersmith and Fulham 023D,E01032788,655,58,37,5,23,40,145,137,142,31,25,2,1,1,8,0,0,929,1584
2021,Hammersmith and Fulham 023E,E01032789,668,39,33,9,28,54,134,94,176,48,21,6,7,1,18,0,0,534,1202
2021,Hammersmith and Fulham 023F,E01032790,544,43,32,13,24,31,98,88,132,41,12,6,6,0,18,0,0,586,1130
2021,Southwark 036C,E01032803,750,33,17,11,37,46,193,185,167,26,14,3,5,1,12,0,0,758,1508
2021,Southwark 035C,E01032834,485,18,14,4,16,28,115,138,126,16,4,3,0,0,3,0,0,540,1025
2021,Hounslow 025F,E01033000,720,52,44,9,35,41,138,126,183,39,30,4,4,3,12,0,0,1030,1750
2021,Hounslow 025G,E01033030,1299,152,41,10,21,35,188,285,440,42,49,6,2,0,28,0,0,552,1851
2021,Hounslow 031D,E01033081,743,58,49,13,27,25,108,153,216,37,24,4,3,0,23,3,0,855,1598
2021,Hounslow 031C,E01033082,512,33,25,5,11,31,100,102,126,40,17,5,5,4,8,0,0,748,1260
2021,Hounslow 018F,E01033083,1807,196,86,11,23,46,204,388,642,66,81,6,5,2,51,0,0,407,2214
2021,Hounslow 018G,E01033084,1315,103,73,14,27,57,228,243,380,85,39,15,13,2,36,0,0,665,1980
2021,Haringey 020F,E01033086,530,41,27,7,24,35,106,93,136,23,20,3,2,1,12,0,0,660,1190
2021,Wandsworth 038C,E01033098,1091,54,47,10,54,73,264,243,234,61,20,12,4,0,15,0,0,619,1710
2021,Wandsworth 004E,E01033099,864,56,31,7,19,62,197,211,202,33,20,6,2,0,18,0,0,1022,1886
2021,Wandsworth 039B,E01033100,970,54,34,12,31,59,223,216,235,53,22,10,4,3,14,0,0,897,1867
2021,Wandsworth 038D,E01033132,1184,64,53,8,61,87,253,301,259,53,22,6,6,0,11,0,0,853,2037
2021,Wandsworth 004G,E01033133,569,34,24,6,18,34,133,144,125,19,12,3,5,1,11,0,0,625,1194
2021,Wandsworth 010G,E01033135,414,33,11,3,16,19,109,108,88,5,10,3,2,1,6,0,0,773,1187
2021,Enfield 025F,E01033146,660,60,52,9,34,40,111,112,144,37,31,2,5,1,22,0,0,880,1540
2021,Enfield 003F,E01033148,1043,149,58,17,46,51,185,149,268,34,43,2,5,0,36,0,0,1170,2213
2021,Enfield 003G,E01033150,677,61,58,18,30,34,136,110,132,32,37,2,4,1,22,0,0,1012,1689
2021,Enfield 025G,E01033151,642,70,57,20,29,49,116,86,138,20,26,6,0,0,24,1,0,814,1456
2021,Lambeth 004G,E01033208,934,46,50,9,69,73,200,230,183,40,23,2,4,0,5,0,0,775,1709
2021,Lewisham 017E,E01033320,574,44,38,11,29,37,103,126,122,22,20,4,0,0,18,0,0,994,1568
2021,Lewisham 017F,E01033322,514,30,32,5,17,28,138,94,121,17,10,3,1,1,17,0,0,741,1255
2021,Lewisham 008E,E01033324,445,36,23,7,24,38,88,85,84,22,20,5,2,5,6,0,0,1099,1544
2021,Lewisham 008F,E01033325,792,52,25,1,21,63,186,206,196,16,12,0,0,1,13,0,0,575,1367
2021,Lewisham 041B,E01033327,1036,60,63,12,26,68,212,226,276,44,32,4,3,0,10,0,0,1172,2208
2021,Lewisham 041C,E01033341,567,27,27,7,23,41,119,108,157,25,20,3,1,0,9,0,0,756,1323
2021,Brent 031G,E01033455,702,40,29,10,50,33,120,129,161,86,15,6,8,1,14,0,0,443,1145
2021,Brent 027F,E01033456,1239,132,99,23,48,65,210,228,255,75,47,11,10,1,35,0,0,1383,2622
2021,Brent 035A,E01033457,1437,118,92,12,40,69,236,228,395,152,54,8,7,0,26,0,0,546,1983
2021,Brent 003G,E01033463,1953,128,154,43,105,165,387,307,399,112,63,12,7,5,66,0,0,1205,3158
2021,Brent 031H,E01033485,882,61,72,20,42,47,140,138,220,63,35,7,5,4,28,0,0,752,1634
2021,Islington 011E,E01033486,439,35,26,3,12,29,125,104,61,17,11,1,0,1,14,0,0,595,1034
2021,Islington 011F,E01033487,633,23,16,3,23,40,183,201,114,9,12,4,0,0,5,0,0,567,1200
2021,Islington 011G,E01033488,897,39,32,5,45,88,309,183,145,20,16,2,4,1,8,0,0,748,1645
2021,Islington 022G,E01033489,917,32,21,7,46,80,330,218,154,16,6,3,0,0,4,0,0,544,1461
2021,Islington 022H,E01033490,700,38,32,7,32,72,198,137,140,13,12,2,3,3,9,0,2,701,1401
2021,Islington 011H,E01033491,833,41,31,10,45,55,207,194,173,33,23,7,0,0,13,0,1,1103,1936
2021,Islington 006F,E01033493,565,28,9,3,10,32,111,195,145,19,9,0,0,0,4,0,0,747,1312
2021,Islington 006G,E01033494,509,55,24,3,15,24,109,125,108,21,9,2,1,1,12,0,0,1024,1533
2021,Kingston upon Thames 004G,E01033569,842,65,41,11,35,51,156,125,224,60,40,4,6,3,21,0,0,976,1818
2021,Richmond upon Thames 004G,E01033570,940,101,50,6,30,33,121,162,291,68,36,3,11,3,25,0,0,965,1905
2021,Richmond upon Thames 004H,E01033571,439,70,21,3,11,19,49,84,129,22,17,1,4,0,9,0,0,1057,1496
2021,Newham 040C,E01033579,1073,61,53,21,49,95,296,233,190,32,20,1,1,1,18,0,2,815,1888
2021,Newham 042A,E01033580,884,45,29,10,27,76,207,192,209,42,30,0,2,1,13,1,0,527,1411
2021,Newham 041A,E01033581,906,81,56,14,26,84,186,160,193,43,29,8,5,1,20,0,0,1017,1923
2021,Newham 041B,E01033582,939,45,52,7,30,74,210,204,220,42,26,6,3,2,17,1,0,511,1450
2021,Newham 034I,E01033584,730,60,52,8,33,55,145,112,171,39,33,3,4,1,14,0,0,973,1703
2021,Newham 040D,E01033586,1003,57,52,11,33,95,229,223,223,20,32,2,8,0,17,1,0,1095,2098
2021,Barking and Dagenham 021E,E01033587,1261,116,81,16,50,77,284,238,286,40,38,7,1,0,27,0,0,1198,2459
2021,Redbridge 039B,E01033589,1478,226,68,13,34,45,140,251,496,65,77,6,7,0,50,0,0,475,1953
2021,Redbridge 037C,E01033590,563,63,50,4,9,22,105,110,128,18,32,5,0,0,17,0,0,687,1250
2021,Redbridge 039A,E01033591,1842,195,121,19,46,109,313,300,485,74,98,11,11,2,57,1,0,1137,2979
2021,Redbridge 037D,E01033592,860,84,70,20,31,52,155,130,201,31,47,4,4,0,31,0,0,1125,1985
2021,Westminster 015F,E01033593,1151,52,49,16,66,118,261,221,252,65,23,4,6,2,16,0,0,582,1733
2021,Westminster 015G,E01033594,983,29,28,22,41,109,293,173,184,52,15,19,6,3,8,1,0,517,1500
2021,Westminster 023F,E01033597,551,32,28,13,22,29,105,94,158,44,15,1,3,1,6,0,0,455,1006
2021,Westminster 009F,E01033598,784,50,38,14,36,47,129,134,183,58,53,12,10,0,20,0,0,581,1365
2021,Westminster 023G,E01033599,607,57,23,10,31,27,101,136,139,32,30,6,3,2,10,0,0,691,1298
2021,Westminster 009G,E01033601,893,91,59,9,37,45,143,173,168,33,55,13,5,1,61,0,0,1086,1979
2021,Westminster 009H,E01033602,760,86,35,14,20,46,125,156,185,37,26,5,4,2,19,0,0,761,1521
2021,Westminster 009I,E01033603,750,45,26,9,43,40,184,193,157,27,13,1,1,2,9,0,0,516,1266
2021,Westminster 009J,E01033604,771,34,38,3,29,42,155,207,172,50,13,11,3,1,11,2,0,408,1179
