indicator_id,title,topic,source_key,source_name,source_file_or_api,source_geography,geography_version,source_period,time_coverage,latest_period_available,history_available,unit,value_field,numerator_field,denominator_field,aggregation_method,benchmark_method,polarity,caveats,last_refresh_date,review_required,qof_group_code,qof_group_description,qof_indicator_code,qof_metric_kind,qof_domain,qof_sub_domain,qof_patient_list_type
qof_achievement_af006,Atrial fibrillation: stroke risk assessed using CHA2DS2-VASc score,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Neighbourhood estimate allocated from GP-practice QOF achievement data using practice-to-LSOA GP registrations and Census 2021 age structure.,2026-03-23,False,AF,Atrial fibrillation,AF006,achievement,Clinical,Clinical,TOTAL
qof_achievement_af007,Atrial fibrillation: high-risk patients on anticoagulation (retired 2022/23),Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2022/23,2021/22 to 2022/23,2022/23,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Neighbourhood estimate allocated from GP-practice QOF achievement data using practice-to-LSOA GP registrations and Census 2021 age structure.,2026-03-23,False,AF,Atrial fibrillation,AF007,achievement,Clinical,,TOTAL
qof_achievement_af008,Atrial fibrillation: high-risk patients treated with anticoagulation,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2023/24 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Neighbourhood estimate allocated from GP-practice QOF achievement data using practice-to-LSOA GP registrations and Census 2021 age structure.,2026-03-23,False,AF,Atrial fibrillation,AF008,achievement,Clinical,Clinical,TOTAL
qof_achievement_ast006,Asthma: annual asthma review completed,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2022/23,2021/22 to 2022/23,2022/23,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Neighbourhood estimate allocated from GP-practice QOF achievement data using practice-to-LSOA GP registrations and Census 2021 age structure.,2026-03-23,False,AST,Asthma,AST006,achievement,Clinical,,06OV
qof_achievement_ast007,Asthma: review including inhaler technique and written action plan,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Neighbourhood estimate allocated from GP-practice QOF achievement data using practice-to-LSOA GP registrations and Census 2021 age structure.,2026-03-23,False,AST,Asthma,AST007,achievement,Clinical,Clinical,06OV
qof_achievement_ast008,Asthma: personal asthma action plan recorded (age 19 and under),Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Neighbourhood estimate allocated from GP-practice QOF achievement data using practice-to-LSOA GP registrations and Census 2021 age structure.,2026-03-23,False,AST,Asthma,AST008,achievement,Clinical,Clinical,06_19
qof_achievement_ast011,Asthma: new diagnosis confirmed with spirometry or PCAM record,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2023/24 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Neighbourhood estimate allocated from GP-practice QOF achievement data using practice-to-LSOA GP registrations and Census 2021 age structure.,2026-03-23,False,AST,Asthma,AST011,achievement,Clinical,Clinical,06OV
qof_achievement_bp002,Blood pressure: measurement recorded in last 5 years (age 45 and over),Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Neighbourhood estimate allocated from GP-practice QOF achievement data using practice-to-LSOA GP registrations and Census 2021 age structure.,2026-03-23,False,BP,Blood pressure,BP002,achievement,Public Health,Public Health,45OV
qof_achievement_can004,Cancer: care plan reviewed within 24 months of diagnosis,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Neighbourhood estimate allocated from GP-practice QOF achievement data using practice-to-LSOA GP registrations and Census 2021 age structure.,2026-03-23,False,CAN,Cancer,CAN004,achievement,Clinical,Clinical,TOTAL
qof_achievement_can005,Cancer: holistic needs assessment offered within 12 months of diagnosis,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Neighbourhood estimate allocated from GP-practice QOF achievement data using practice-to-LSOA GP registrations and Census 2021 age structure.,2026-03-23,False,CAN,Cancer,CAN005,achievement,Clinical,Clinical,TOTAL
qof_achievement_chd005,Coronary heart disease: cholesterol checked in last 12 months,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Neighbourhood estimate allocated from GP-practice QOF achievement data using practice-to-LSOA GP registrations and Census 2021 age structure.,2026-03-23,False,CHD,Secondary prevention of coronary heart disease,CHD005,achievement,Clinical,Clinical,TOTAL
qof_achievement_chd008,Coronary heart disease: blood pressure recorded in last 12 months,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2022/23,2021/22 to 2022/23,2022/23,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Neighbourhood estimate allocated from GP-practice QOF achievement data using practice-to-LSOA GP registrations and Census 2021 age structure.,2026-03-23,False,CHD,Secondary prevention of coronary heart disease,CHD008,achievement,Clinical,,79UN
qof_achievement_chd009,Coronary heart disease: flu vaccination received,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2022/23,2021/22 to 2022/23,2022/23,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Neighbourhood estimate allocated from GP-practice QOF achievement data using practice-to-LSOA GP registrations and Census 2021 age structure.,2026-03-23,False,CHD,Secondary prevention of coronary heart disease,CHD009,achievement,Clinical,,80OV
qof_achievement_chd015,Coronary heart disease: blood pressure target achieved (age 79 and under),Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2023/24 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Neighbourhood estimate allocated from GP-practice QOF achievement data using practice-to-LSOA GP registrations and Census 2021 age structure.,2026-03-23,False,CHD,Secondary prevention of coronary heart disease,CHD015,achievement,Clinical,Clinical,79UN
qof_achievement_chd016,Coronary heart disease: blood pressure target achieved (age 80 and over),Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2023/24 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Neighbourhood estimate allocated from GP-practice QOF achievement data using practice-to-LSOA GP registrations and Census 2021 age structure.,2026-03-23,False,CHD,Secondary prevention of coronary heart disease,CHD016,achievement,Clinical,Clinical,80OV
qof_achievement_chol001,Lipid management: total cholesterol target achieved,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2023/24,2023/24,2023/24,False,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Neighbourhood estimate allocated from GP-practice QOF achievement data using practice-to-LSOA GP registrations and Census 2021 age structure.,2026-03-23,False,CHOL,Cholesterol control and lipid management,CHOL001,achievement,Clinical,,TOTAL
qof_achievement_chol002,Lipid management: statin or ezetimibe prescribed,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2023/24,2023/24,2023/24,False,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Neighbourhood estimate allocated from GP-practice QOF achievement data using practice-to-LSOA GP registrations and Census 2021 age structure.,2026-03-23,False,CHOL,Cholesterol control and lipid management,CHOL002,achievement,Clinical,,TOTAL
qof_achievement_chol003,Lipid management: non-HDL cholesterol target achieved (high CVD risk),Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2024/25,2024/25,False,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Neighbourhood estimate allocated from GP-practice QOF achievement data using practice-to-LSOA GP registrations and Census 2021 age structure.,2026-03-23,False,CHOL,Cholesterol control and lipid management,CHOL003,achievement,Clinical,Clinical,TOTAL
qof_achievement_chol004,Lipid management: high-intensity statin prescribed (high CVD risk),Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2024/25,2024/25,False,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Neighbourhood estimate allocated from GP-practice QOF achievement data using practice-to-LSOA GP registrations and Census 2021 age structure.,2026-03-23,False,CHOL,Cholesterol control and lipid management,CHOL004,achievement,Clinical,Clinical,TOTAL
qof_achievement_copd008,COPD: annual review completed in last 12 months,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2022/23,2021/22 to 2022/23,2022/23,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Neighbourhood estimate allocated from GP-practice QOF achievement data using practice-to-LSOA GP registrations and Census 2021 age structure.,2026-03-23,False,COPD,Chronic obstructive pulmonary disease,COPD008,achievement,Clinical,,TOTAL
qof_achievement_copd010,"COPD: review including breathlessness scale, inhaler technique and BMI",Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Neighbourhood estimate allocated from GP-practice QOF achievement data using practice-to-LSOA GP registrations and Census 2021 age structure.,2026-03-23,False,COPD,Chronic obstructive pulmonary disease,COPD010,achievement,Clinical,Clinical,TOTAL
qof_achievement_copd014,COPD: pulmonary rehabilitation offered (breathlessness MRC scale 3 or above),Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2023/24 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Neighbourhood estimate allocated from GP-practice QOF achievement data using practice-to-LSOA GP registrations and Census 2021 age structure.,2026-03-23,False,COPD,Chronic obstructive pulmonary disease,COPD014,achievement,Clinical,Clinical,TOTAL
qof_achievement_cs005,Cervical screening: up to date (age 25 to 49),Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2022/23 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Neighbourhood estimate allocated from GP-practice QOF achievement data using practice-to-LSOA GP registrations and Census 2021 age structure.,2026-03-23,False,CS,Cervical screening,CS005,achievement,Public Health,Public Health Additional Services,25_49_F
qof_achievement_cs006,Cervical screening: up to date (age 50 to 64),Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2022/23 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Neighbourhood estimate allocated from GP-practice QOF achievement data using practice-to-LSOA GP registrations and Census 2021 age structure.,2026-03-23,False,CS,Cervical screening,CS006,achievement,Public Health,Public Health Additional Services,50_64_F
qof_achievement_dem004,Dementia: care plan reviewed in last 12 months,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Neighbourhood estimate allocated from GP-practice QOF achievement data using practice-to-LSOA GP registrations and Census 2021 age structure.,2026-03-23,False,DEM,Dementia,DEM004,achievement,Clinical,Clinical,TOTAL
qof_achievement_dep003,Depression: follow-up review 5 to 12 weeks after new diagnosis,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2022/23,2021/22 to 2022/23,2022/23,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Neighbourhood estimate allocated from GP-practice QOF achievement data using practice-to-LSOA GP registrations and Census 2021 age structure.,2026-03-23,False,DEP,Depression,DEP003,achievement,Clinical,,18OV
qof_achievement_dep004,"Depression: response to treatment recorded (new diagnosis, age 18 and over)",Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2023/24 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Neighbourhood estimate allocated from GP-practice QOF achievement data using practice-to-LSOA GP registrations and Census 2021 age structure.,2026-03-23,False,DEP,Depression,DEP004,achievement,Clinical,Clinical,18OV
qof_achievement_dm006,Diabetes: nephropathy recorded or ACE inhibitor/ARB prescribed,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Neighbourhood estimate allocated from GP-practice QOF achievement data using practice-to-LSOA GP registrations and Census 2021 age structure.,2026-03-23,False,DM,Diabetes mellitus,DM006,achievement,Clinical,Clinical,17OV
qof_achievement_dm012,Diabetes: foot examination and risk classification recorded,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Neighbourhood estimate allocated from GP-practice QOF achievement data using practice-to-LSOA GP registrations and Census 2021 age structure.,2026-03-23,False,DM,Diabetes mellitus,DM012,achievement,Clinical,Clinical,17OV
qof_achievement_dm014,Diabetes: structured education offered within 9 months of new diagnosis,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Neighbourhood estimate allocated from GP-practice QOF achievement data using practice-to-LSOA GP registrations and Census 2021 age structure.,2026-03-23,False,DM,Diabetes mellitus,DM014,achievement,Clinical,Clinical,17OV
qof_achievement_dm019,Diabetes: HbA1c 48 mmol/mol or below achieved (without frailty),Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2022/23,2021/22 to 2022/23,2022/23,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Neighbourhood estimate allocated from GP-practice QOF achievement data using practice-to-LSOA GP registrations and Census 2021 age structure.,2026-03-23,False,DM,Diabetes mellitus,DM019,achievement,Clinical,,17OV
qof_achievement_dm020,Diabetes: HbA1c 58 mmol/mol or below achieved (without frailty),Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Neighbourhood estimate allocated from GP-practice QOF achievement data using practice-to-LSOA GP registrations and Census 2021 age structure.,2026-03-23,False,DM,Diabetes mellitus,DM020,achievement,Clinical,Clinical,17OV
qof_achievement_dm021,Diabetes: HbA1c target achieved (moderate or severe frailty),Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Neighbourhood estimate allocated from GP-practice QOF achievement data using practice-to-LSOA GP registrations and Census 2021 age structure.,2026-03-23,False,DM,Diabetes mellitus,DM021,achievement,Clinical,Clinical,17OV
qof_achievement_dm022,"Diabetes: statin prescribed (age 40 and over, no prior CVD)",Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Neighbourhood estimate allocated from GP-practice QOF achievement data using practice-to-LSOA GP registrations and Census 2021 age structure.,2026-03-23,False,DM,Diabetes mellitus,DM022,achievement,Clinical,Clinical,40OV
qof_achievement_dm023,Diabetes: antiplatelet or anticoagulant prescribed (with CVD history),Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Neighbourhood estimate allocated from GP-practice QOF achievement data using practice-to-LSOA GP registrations and Census 2021 age structure.,2026-03-23,False,DM,Diabetes mellitus,DM023,achievement,Clinical,Clinical,17OV
qof_achievement_dm033,Diabetes: blood pressure 140/90 or below achieved (without frailty),Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2023/24 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Neighbourhood estimate allocated from GP-practice QOF achievement data using practice-to-LSOA GP registrations and Census 2021 age structure.,2026-03-23,False,DM,Diabetes mellitus,DM033,achievement,Clinical,Clinical,17OV
qof_achievement_hf003,Heart failure: ACE inhibitor or ARB prescribed (left ventricular systolic dysfunction),Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Neighbourhood estimate allocated from GP-practice QOF achievement data using practice-to-LSOA GP registrations and Census 2021 age structure.,2026-03-23,False,HF,Heart failure,HF003,achievement,Clinical,Clinical,TOTAL
qof_achievement_hf005,Heart failure: echocardiogram recorded or specialist referral made,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2022/23,2021/22 to 2022/23,2022/23,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Neighbourhood estimate allocated from GP-practice QOF achievement data using practice-to-LSOA GP registrations and Census 2021 age structure.,2026-03-23,False,HF,Heart failure,HF005,achievement,Clinical,,TOTAL
qof_achievement_hf006,Heart failure: beta-blocker prescribed (left ventricular systolic dysfunction),Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Neighbourhood estimate allocated from GP-practice QOF achievement data using practice-to-LSOA GP registrations and Census 2021 age structure.,2026-03-23,False,HF,Heart failure,HF006,achievement,Clinical,Clinical,TOTAL
qof_achievement_hf007,Heart failure: annual care review completed,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Neighbourhood estimate allocated from GP-practice QOF achievement data using practice-to-LSOA GP registrations and Census 2021 age structure.,2026-03-23,False,HF,Heart failure,HF007,achievement,Clinical,Clinical,TOTAL
qof_achievement_hf008,Heart failure: SGLT2 inhibitor prescribed (new diagnosis from April 2023),Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2023/24 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Neighbourhood estimate allocated from GP-practice QOF achievement data using practice-to-LSOA GP registrations and Census 2021 age structure.,2026-03-23,False,HF,Heart failure,HF008,achievement,Clinical,Clinical,TOTAL
qof_achievement_hyp003,Hypertension: blood pressure recorded in last 12 months,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2022/23,2021/22 to 2022/23,2022/23,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Neighbourhood estimate allocated from GP-practice QOF achievement data using practice-to-LSOA GP registrations and Census 2021 age structure.,2026-03-23,False,HYP,Hypertension,HYP003,achievement,Clinical,,79UN
qof_achievement_hyp007,Hypertension: blood pressure target achieved,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2022/23,2021/22 to 2022/23,2022/23,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Neighbourhood estimate allocated from GP-practice QOF achievement data using practice-to-LSOA GP registrations and Census 2021 age structure.,2026-03-23,False,HYP,Hypertension,HYP007,achievement,Clinical,,80OV
qof_achievement_hyp008,Hypertension: blood pressure 140/90 or below achieved (age 79 and under),Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2023/24 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Neighbourhood estimate allocated from GP-practice QOF achievement data using practice-to-LSOA GP registrations and Census 2021 age structure.,2026-03-23,False,HYP,Hypertension,HYP008,achievement,Clinical,Clinical,79UN
qof_achievement_hyp009,Hypertension: blood pressure 150/90 or below achieved (age 80 and over),Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2023/24 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Neighbourhood estimate allocated from GP-practice QOF achievement data using practice-to-LSOA GP registrations and Census 2021 age structure.,2026-03-23,False,HYP,Hypertension,HYP009,achievement,Clinical,Clinical,80OV
qof_achievement_mh002,Mental health: comprehensive care plan reviewed in last 12 months,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Neighbourhood estimate allocated from GP-practice QOF achievement data using practice-to-LSOA GP registrations and Census 2021 age structure.,2026-03-23,False,MH,Mental health,MH002,achievement,Clinical,Clinical,TOTAL
qof_achievement_mh003,Mental health: blood pressure recorded in last 12 months,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Neighbourhood estimate allocated from GP-practice QOF achievement data using practice-to-LSOA GP registrations and Census 2021 age structure.,2026-03-23,False,MH,Mental health,MH003,achievement,Clinical,Clinical,TOTAL
qof_achievement_mh006,Mental health: blood glucose or HbA1c recorded in last 12 months,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Neighbourhood estimate allocated from GP-practice QOF achievement data using practice-to-LSOA GP registrations and Census 2021 age structure.,2026-03-23,False,MH,Mental health,MH006,achievement,Clinical,Clinical,TOTAL
qof_achievement_mh007,Mental health: total cholesterol recorded in last 12 months,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Neighbourhood estimate allocated from GP-practice QOF achievement data using practice-to-LSOA GP registrations and Census 2021 age structure.,2026-03-23,False,MH,Mental health,MH007,achievement,Clinical,Clinical,TOTAL
qof_achievement_mh011,Mental health: blood pressure 150/90 or below achieved,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Neighbourhood estimate allocated from GP-practice QOF achievement data using practice-to-LSOA GP registrations and Census 2021 age structure.,2026-03-23,False,MH,Mental health,MH011,achievement,Clinical,Clinical,TOTAL
